Hole,,MnPS3,,CrPS4,,NiPS3,,FePS3,,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,
1145,27.35685921,1145,2.676646233,1145,0.670217216,1145,0.1998585016,1145,0.2273098975,
1142,27.44016647,1142,2.676098585,1142,0.6644693017,1142,0.2022399157,1142,0.2247000635,
1139,27.57468224,1139,2.670347452,1139,0.6719183922,1139,0.1961785406,1139,0.2239775807,
1136,27.56195068,1136,2.613960505,1136,0.6788697839,1136,0.1947695613,1136,0.2199143171,
1133,27.56506157,1133,2.602058649,1133,0.6742323637,1133,0.1933349818,1133,0.207540527,
1130,27.45582199,1130,2.605050802,1130,0.6707518101,1130,0.1945519596,1130,0.2207984179,
1127,27.351717,1127,2.652216911,1127,0.661765337,1127,0.2008407414,1127,0.217373848,
1124,27.39802551,1124,2.671945572,1124,0.6626295447,1124,0.2011092156,1124,0.2155231982,
1121,27.43618774,1121,2.665377378,1121,0.6661453843,1121,0.1957132965,1121,0.2161011845,
1118,27.5870266,1118,2.652396917,1118,0.6686926484,1118,0.1897771209,1118,0.2142128944,
1115,27.56859589,1115,2.609773397,1115,0.6523731947,1115,0.1933745295,1115,0.2134797573,
1112,27.58384132,1112,2.610372305,1112,0.6546490788,1112,0.2003654093,1112,0.2055499405,
1109,27.4510498,1109,2.614107132,1109,0.6568560004,1109,0.186963141,1109,0.2155720741,
1106,27.33622551,1106,2.661372662,1106,0.6620203257,1106,0.1896720678,1106,0.2136248797,
1103,27.29824829,1103,2.672843933,1103,0.6417408586,1103,0.1969178021,1103,0.2055737674,
1100,27.33725548,1100,2.666871071,1100,0.6398386955,1100,0.1954406798,1100,0.2018200904,
1097,27.49454117,1097,2.648312569,1097,0.6282051802,1097,0.1918696612,1097,0.2003002018,
1094,27.48214912,1094,2.591638803,1094,0.6324850321,1094,0.1828828752,1094,0.2031367719,
1091,27.52573204,1091,2.596793413,1091,0.631219089,1091,0.1928881556,1091,0.2105225176,
1088,27.40935898,1088,2.60807991,1088,0.6144096851,1088,0.1843964756,1088,0.2083361447,
1085,27.31047249,1085,2.650672436,1085,0.6027412415,1085,0.1839354038,1085,0.211886555,
1082,27.25426292,1082,2.657491446,1082,0.6091193557,1082,0.1872410327,1082,0.2026632875,
1079,27.30169678,1079,2.642139435,1079,0.6066797376,1079,0.1847264767,1079,0.2069540769,
1076,27.4323082,1076,2.641529083,1076,0.5955964923,1076,0.1878623068,1076,0.2013607919,
1073,27.42891884,1073,2.581882238,1073,0.59299016,1073,0.1711660475,1073,0.2024667561,
1070,27.43796158,1070,2.595350981,1070,0.5883630514,1070,0.182904914,1070,0.2111136168,
1067,27.35297012,1067,2.587617397,1067,0.5922687054,1067,0.1851397306,1067,0.1991425157,
1064,27.24755669,1064,2.632683039,1064,0.5933489203,1064,0.1791024357,1064,0.2046130151,
1061,27.2120266,1061,2.622240543,1061,0.5861729383,1061,0.1835226715,1061,0.19732669,
1058,27.25773239,1058,2.625311613,1058,0.5742346644,1058,0.1796481162,1058,0.19924137,
1055,27.34969521,1055,2.634717464,1055,0.5837058425,1055,0.1822737753,1055,0.191770643,
1052,27.3658371,1052,2.584433794,1052,0.5975974798,1052,0.1774584949,1052,0.2081896812,
1049,27.37666702,1049,2.590036869,1049,0.5870953202,1049,0.1617206037,1049,0.2023082972,
1046,27.31593895,1046,2.588537931,1046,0.5798585415,1046,0.1774507761,1046,0.1958808005,
1043,27.15696144,1043,2.612039804,1043,0.585052073,1043,0.1732926667,1043,0.2006267607,
1040,27.11971474,1040,2.626497269,1040,0.5953934789,1040,0.1765301675,1040,0.1875178218,
1037,27.14171982,1037,2.634309292,1037,0.5919303894,1037,0.1846810579,1037,0.2049063146,
1034,27.27185822,1034,2.638863087,1034,0.5751136541,1034,0.173163265,1034,0.191302523,
1031,27.3093338,1031,2.602604389,1031,0.5740969181,1031,0.1781039387,1031,0.1913396567,
1028,27.26258659,1028,2.570081472,1028,0.5841433406,1028,0.1749155968,1028,0.1930231899,
1025,27.23648834,1025,2.569740534,1025,0.5947818756,1025,0.1735337377,1025,0.1925693154,
1022,27.05556679,1022,2.612019062,1022,0.5875223875,1022,0.1718813181,1022,0.1855871677,
1019,27.03433418,1019,2.639157772,1019,0.5867087245,1019,0.1748357713,1019,0.1946830451,
1016,27.04224014,1016,2.640131712,1016,0.5832986832,1016,0.164691031,1016,0.1926085204,
1013,27.13788223,1013,2.61874485,1013,0.5773006678,1013,0.1788633168,1013,0.2081659436,
1010,27.1690197,1010,2.572999239,1010,0.5654791594,1010,0.1701706499,1010,0.1874328554,
1007,27.14919662,1007,2.564312935,1007,0.558562696,1007,0.1805468649,1007,0.1916756928,
1004,27.12782288,1004,2.576634407,1004,0.5662386417,1004,0.1770252883,1004,0.1811430603,
1001,26.92873383,1001,2.611114025,1001,0.5598874092,1001,0.1773605645,1001,0.1818201691,
998,26.94447899,998,2.607452631,998,0.5543536544,998,0.1839088798,998,0.1940837204,
995,26.89736557,995,2.591307878,995,0.5394998789,995,0.1812457591,995,0.1985427886,
992,27.04823685,992,2.600238562,992,0.5468323827,992,0.1925515682,992,0.1887995005,
989,27.07420349,989,2.583699703,989,0.5413698554,989,0.2020270079,989,0.1854510307,
986,27.08426476,986,2.563551903,986,0.5130639076,986,0.206949532,986,0.1890455782,
983,27.06666374,983,2.552028418,983,0.517601192,983,0.2297030687,983,0.1918209344,
980,26.91964149,980,2.545133829,980,0.5311479568,980,0.2430272102,980,0.1872499287,
977,26.88628769,977,2.595643759,977,0.5309948325,977,0.262345016,977,0.1718494296,
974,26.88585472,974,2.618027925,974,0.5190822482,974,0.2828880847,974,0.1797371656,
971,26.98744202,971,2.59355998,971,0.531285584,971,0.3165930212,971,0.1784480661,
968,27.00619698,968,2.559643507,968,0.5137358904,968,0.3174055815,968,0.166737631,
965,27.01699066,965,2.538682699,965,0.5084232688,965,0.3561772108,965,0.177386567,
962,26.94151688,962,2.54477334,962,0.484921366,962,0.3938474357,962,0.1712860614,
959,26.80609131,959,2.562695265,959,0.5061019659,959,0.4436832964,959,0.1800715476,
956,26.76142502,956,2.598565578,956,0.4995154738,956,0.4842755497,956,0.1534186006,
953,26.71891212,953,2.603810549,953,0.5149719119,953,0.5295757651,953,0.177116245,
950,26.83804703,950,2.600938797,950,0.515011251,950,0.5819298625,950,0.1821566671,
947,26.87905502,947,2.557762861,947,0.4955866337,947,0.6343303919,947,0.1706581861,
944,26.90550995,944,2.562102795,944,0.4671243131,944,0.6940161586,944,0.1332941204,
941,26.86275864,941,2.572558403,941,0.4549108446,941,0.7326962352,941,0.1597762108,
938,26.75699806,938,2.575493336,938,0.458178997,938,0.8028788567,938,0.1384406388,
935,26.67930984,935,2.594826221,935,0.4315483868,935,0.8633466363,935,0.1637257934,
932,26.65216637,932,2.598484993,932,0.4348659515,932,0.8994709849,932,0.1720456034,
929,26.69988632,929,2.612728119,929,0.4346543849,929,0.9636864066,929,0.1608618349,
926,26.74554825,926,2.578768253,926,0.4097744226,926,0.9904957414,926,0.1558895558,
923,26.77598572,923,2.563662529,923,0.3323761523,923,1.028398275,923,0.1547548026,
920,26.71577835,920,2.548222542,920,0.3541556895,920,1.071359873,920,0.1442699283,
917,26.60810089,917,2.583888769,917,0.3159472048,917,1.031312704,917,0.1943757087,
914,26.53797913,914,2.583525419,914,0.2957779169,914,1.074644089,914,0.1734635383,
911,26.56754494,911,2.608623743,911,0.2785732448,911,1.014183521,911,0.1302499324,
908,26.59306526,908,2.663697481,908,0.2354569286,908,0.9355172515,908,0.1650885791,
905,26.64970779,905,2.657239914,905,0.2072076052,905,0.9200932384,905,0.1526072472,
902,26.65102768,902,2.61973238,902,0.1969947964,902,0.8393614292,902,0.1661301404,
899,26.66995811,899,2.577848196,899,0.1972853839,899,0.7392010093,899,0.1612364948,
896,26.57342529,896,2.646499395,896,0.2241474986,896,0.6614074707,896,0.1586642861,
893,26.51686096,893,2.674333811,893,0.2098008245,893,0.619499445,893,0.1532444805,
890,26.51095009,890,2.67039752,890,0.1109035835,890,0.4681252837,890,0.1835278422,
887,26.53745461,887,2.644932985,887,0.1717406809,887,0.4306201935,887,0.2721256912,
884,26.66261482,884,2.62475419,884,0.167921558,884,0.339286834,884,0.2357145995,
881,26.68400764,881,2.56171608,881,0.148001641,881,0.2887544334,881,0.2438434213,
878,26.68408775,878,2.591428041,878,0.1999969333,878,0.197197333,878,0.1492251903,
875,26.59277916,875,2.555975437,875,0.2084871829,875,0.245254606,875,0.2580031753,
872,26.63173103,872,2.612404108,872,0.1401328892,872,0.3198280036,872,0.1989461482,
869,26.69929886,869,2.745414257,869,0.1538184136,869,0.2509615719,869,0.1714636236,
866,26.75381088,866,2.634585381,866,0.1177298501,866,0.1758601218,866,0.2125217766,
863,26.80325508,863,2.78174901,863,0.264513135,863,0.2214986384,863,0.2382798344,
860,26.90880013,860,2.767240763,860,0.2493605763,860,0.1792381108,860,0.09136276692,
857,26.90329552,857,2.641853333,857,0.2719785869,857,0.2898204625,857,0.2797373235,
854,26.95230293,854,2.647428036,854,0.1966353953,854,0.2600469887,854,0.406062752,
851,26.92393303,851,2.901352406,851,0.3595603108,851,0.3021547794,851,0.1736932844,
848,26.95251083,848,2.721721411,848,0.1635134667,848,0.2585713863,848,0.2378352433,
845,27.13075256,845,2.791813612,845,0.2663227618,845,0.2901231945,845,0.2625066936,
842,27.26081848,842,2.941050291,842,0.3083223104,842,0.4218403697,842,0.2773095965,
839,27.25492096,839,2.755321264,839,0.3622815013,839,0.3785368204,839,0.3905088305,
836,27.37478065,836,2.712992668,836,0.2023330033,836,0.3826113641,836,0.2134224623,
833,27.5030365,833,2.792078733,833,0.4732809067,833,0.4475330412,833,0.3347106874,
830,27.45964432,830,2.851332188,830,0.4861530066,830,0.6023525,830,0.3651052117,
827,27.36219406,827,2.824344397,827,0.5006980896,827,0.2951762676,827,0.5517930984,
824,27.51714325,824,2.695850849,824,0.3252473474,824,0.1761569977,824,0.4099574983,
821,27.75264168,821,2.815289736,821,0.3677403331,821,0.2899564803,821,0.3829848766,
818,27.61800385,818,2.956647635,818,0.2989380658,818,0.4128186405,818,0.4886197746,
815,27.69415092,815,3.021728516,815,0.453399688,815,0.5453945994,815,0.419767797,
812,27.83739281,812,3.052074909,812,0.3946929574,812,0.4819260836,812,0.3425354958,
809,27.94902992,809,3.061795235,809,0.3895500302,809,0.3714410961,809,0.4298991561,
806,27.68453026,806,2.862173796,806,0.5364727378,806,0.5706467032,806,0.5979579687,
803,27.67090797,803,2.849082947,803,0.3050459623,803,0.4863118827,803,0.4917647839,
800,28.16333771,800,2.921338081,800,0.6784693599,800,0.4168097973,800,0.6565216184,
798,25.74745369,798,2.093515158,798,0.0358839035,798,0.02866004035,798,0.02876670845,
796,25.77240753,796,2.202410698,796,0.0346640721,796,0.02675990015,796,0.02896123007,
794,25.86923599,794,2.098079443,794,0.03451642022,794,0.02419654839,794,0.02574561723,
792,25.83546257,792,2.038906097,792,0.03314099461,792,0.02900201082,792,0.02356133237,
790,25.70509911,790,2.106917143,790,0.03343624249,790,0.02557429485,790,0.02255874872,
788,26.04874992,788,2.101069927,788,0.03373007849,788,0.02631662413,788,0.0227064956,
786,25.45914268,786,2.134576321,786,0.03502620384,786,0.03068599105,786,0.02655417845,
784,25.85209846,784,2.083884239,784,0.0370493941,784,0.0240797773,784,0.02383631282,
782,25.73591232,782,2.021789789,782,0.03358790651,782,0.02655241452,782,0.02783413231,
780,25.97051048,780,2.064976931,780,0.03371502459,780,0.02433901653,780,0.02495179139,
778,25.63644409,778,2.087241173,778,0.0337578021,778,0.02556468174,778,0.0221708063,
776,25.90830612,776,2.046015024,776,0.03753352538,776,0.02558052354,776,0.02497852221,
774,25.78336906,774,2.005931854,774,0.03324535117,774,0.02745689638,774,0.02457044646,
772,25.84570313,772,2.011749029,772,0.03590831906,772,0.02866135538,772,0.02804332227,
770,25.69850159,770,2.025639057,770,0.0334157981,770,0.02817136794,770,0.02306185849,
768,25.98845291,768,2.053534269,768,0.03234037012,768,0.02542137168,768,0.02413016558,
766,25.80794144,766,1.954210758,766,0.03578418866,766,0.02594651282,766,0.02497474104,
764,25.80976868,764,1.931772709,764,0.03467655182,764,0.02415159531,764,0.02435828932,
762,25.8289299,762,2.008773088,762,0.03030344471,762,0.0224878788,762,0.02691064775,
760,26.09924889,760,1.991995454,760,0.03357363865,760,0.02360839956,760,0.02340973727,
758,25.70269775,758,1.909284115,758,0.03363679722,758,0.02596528269,758,0.02227022126,
756,25.85636711,756,1.892258763,756,0.03086480685,756,0.02398460545,756,0.0257530082,
754,25.93509483,754,1.930254936,754,0.0318566151,754,0.02427372336,754,0.02216208912,
752,25.98347664,752,1.904628396,752,0.03254246712,752,0.02431241237,752,0.02637364343,
750,25.82922935,750,1.87370801,750,0.03124996088,750,0.02541708201,750,0.02360060252,
748,25.70021439,748,1.830562234,748,0.02900074795,748,0.02373161912,748,0.02579150349,
746,26.06525421,746,1.855816364,746,0.03202755749,746,0.02593612298,746,0.02353513613,
744,25.82488632,744,1.84392035,744,0.03084847145,744,0.02173479088,744,0.02357527055,
742,25.71989632,742,1.779649258,742,0.02981152013,742,0.02379312366,742,0.02179194242,
740,26.09692574,740,1.746726274,740,0.02929777466,740,0.02171091735,740,0.02238854393,
738,25.84497833,738,1.773858309,738,0.02910771035,738,0.02263062261,738,0.02384121343,
736,25.86890411,736,1.745934963,736,0.02985969558,736,0.02371166274,736,0.02157616802,
734,25.90361595,734,1.689229131,734,0.03110065684,734,0.02425088175,734,0.0181526728,
732,25.94667625,732,1.659350634,732,0.0303598959,732,0.02375950478,732,0.02472911775,
730,25.8843956,730,1.660231829,730,0.02703665197,730,0.02491754666,730,0.02006587759,
728,25.84612083,728,1.637338519,728,0.02954766713,728,0.02247026935,728,0.02095876075,
726,25.93168068,726,1.582334042,726,0.02896743268,726,0.02411442995,726,0.02279122174,
724,25.95866585,724,1.556302547,724,0.02895713225,724,0.02324659005,724,0.02156127244,
722,25.84407043,722,1.561312914,722,0.02893481776,722,0.02312680334,722,0.02217009105,
720,25.83644676,720,1.522492647,720,0.02830260992,720,0.02168097161,720,0.02135481872,
718,25.96710014,718,1.466012239,718,0.02769857831,718,0.02315030247,718,0.0214062836,
716,25.9108696,716,1.452691793,716,0.0285507217,716,0.02320205607,716,0.01895250566,
714,25.8391819,714,1.46681881,714,0.02794176713,714,0.0217205584,714,0.02050076239,
712,25.99741745,712,1.420983911,712,0.02572546713,712,0.02168508992,712,0.02265906706,
710,25.96904945,710,1.38408339,710,0.0250989832,710,0.02243487909,710,0.0205071792,
708,25.70970726,708,1.362872243,708,0.02530855127,708,0.02106072195,708,0.01973436214,
706,25.79128456,706,1.357939482,706,0.02671662159,706,0.02260332182,706,0.02022781037,
704,26.01812172,704,1.307413816,704,0.02498836629,704,0.02118315734,704,0.0198978968,
702,25.95836449,702,1.28052175,702,0.02465323545,702,0.0201507397,702,0.01977756433,
700,25.74500465,700,1.276242256,700,0.02386793494,700,0.0219309479,700,0.0196485091,
698,25.91039848,698,1.227357149,698,0.02450310253,698,0.0212711487,698,0.02226217836,
696,25.96712112,696,1.18827498,696,0.02428499795,696,0.02066655643,696,0.01927182637,
694,25.80653763,694,1.186236501,694,0.0236732401,694,0.02040723711,694,0.01940600574,
692,25.77466393,692,1.161726832,692,0.02350290678,692,0.02038812451,692,0.0196190048,
690,25.99027824,690,1.109256864,690,0.02395774238,690,0.02100313082,690,0.01973566599,
688,25.94869804,688,1.09516418,688,0.02486507595,688,0.01979542524,688,0.01825477742,
686,25.70747185,686,1.085616112,686,0.02557083592,686,0.02197384462,686,0.01863616705,
684,25.83042717,684,1.044180155,684,0.02315330692,684,0.02018633299,684,0.01914592087,
682,25.9271946,682,1.02579999,682,0.0236370936,682,0.01926553249,682,0.01995309256,
680,25.74362373,680,1.014130712,680,0.02293488011,680,0.01950128004,680,0.01777592115,
678,25.67594337,678,0.9719310403,678,0.02189122513,678,0.01973595284,678,0.01859082095,
676,25.91412354,676,0.9422206283,676,0.02199264057,676,0.01975969225,676,0.01848908514,
674,25.92108536,674,0.9305644035,674,0.02178719081,674,0.01885830425,674,0.01840405539,
672,25.69778633,672,0.897054553,672,0.02125908434,672,0.01926043257,672,0.01893430203,
670,25.78541565,670,0.8756747246,670,0.0222899951,670,0.01959173754,670,0.01762660034,
668,25.85228348,668,0.8706331253,668,0.02103388309,668,0.01838505454,668,0.01705606468,
666,25.66896439,666,0.8384393454,666,0.02184773423,666,0.01959692314,666,0.01843996719,
664,25.62373352,664,0.8079959154,664,0.0205662325,664,0.01856489107,664,0.01866863482,
662,25.79527473,662,0.8179726005,662,0.02021484822,662,0.01813006587,662,0.01757085882,
660,25.77381706,660,0.7876763344,660,0.02088124864,660,0.01885721087,660,0.01785190031,
658,25.52394485,658,0.7590448856,658,0.02060543187,658,0.01814631931,658,0.01771740615,
656,25.5287075,656,0.7706320286,656,0.02048997395,656,0.01763258129,656,0.01776483655,
654,25.63439941,654,0.7446911931,654,0.01949065365,654,0.01810846478,654,0.01733488403,
652,25.44792938,652,0.7269528508,652,0.02056089044,652,0.01831160672,652,0.018117534,
650,25.27108765,650,0.7334951758,650,0.02006131597,650,0.01720938832,650,0.01746439375,
648,25.45663452,648,0.7234540582,648,0.0196977146,648,0.0168088153,648,0.01668143272,
646,25.49061394,646,0.701805234,646,0.01924737915,646,0.01749303192,646,0.0168760512,
644,25.22071266,644,0.7101306915,644,0.01942363754,644,0.01760517992,644,0.01720745862,
642,25.17646217,642,0.701435864,642,0.01917176321,642,0.01735853218,642,0.01665411331,
640,25.30497551,640,0.6992779374,640,0.01895432919,640,0.0174750071,640,0.01726695709,
638,25.29033089,638,0.7104446292,638,0.01871687919,638,0.01684169658,638,0.01555780508,
636,25.23611832,636,0.7071308494,636,0.01928507537,636,0.01704395376,636,0.01719682105,
634,25.47818947,634,0.7213222384,634,0.01879574172,634,0.01668407023,634,0.01617609523,
632,25.55159378,632,0.738699019,632,0.01854125783,632,0.01642226428,632,0.01572859101,
630,25.46468353,630,0.7356013656,630,0.01864145324,630,0.01653340645,630,0.01595539413,
628,25.67269516,628,0.770216167,628,0.01824232377,628,0.01638479717,628,0.01556394529,
626,25.92737961,626,0.7864750028,626,0.0186446961,626,0.01604652405,626,0.01559969969,
624,25.99858284,624,0.7883482575,624,0.01877184957,624,0.01552540157,624,0.01515429467,
622,26.01335335,622,0.8375560045,622,0.01831716299,622,0.01623803191,622,0.01543699484,
620,26.19257355,620,0.8444641829,620,0.01798283122,620,0.01549810544,620,0.01560370997,
618,26.28491783,618,0.8716703653,618,0.0181533359,618,0.01536889281,618,0.01522038318,
616,26.17222404,616,0.9061813354,616,0.01806657016,616,0.01539698616,616,0.01492117345,
614,25.9788456,614,0.9151470065,614,0.01747098565,614,0.01454252936,614,0.01457070187,
612,26.21241188,612,0.9693134427,612,0.0179483369,612,0.01475985907,612,0.01433624607,
610,26.09972382,610,0.9727476239,610,0.01787077822,610,0.01495672204,610,0.01469518058,
608,25.74802971,608,1.004184604,608,0.01770109311,608,0.01437931508,608,0.01416780427,
606,25.90115738,606,1.053651333,606,0.01789835282,606,0.0145516796,606,0.01418169308,
604,25.70272636,604,1.050241947,604,0.01711597852,604,0.01442712639,604,0.01445037499,
602,25.47507858,602,1.112154245,602,0.01772845909,602,0.01434990577,602,0.01405971404,
600,25.24888802,600,1.124348044,600,0.01818891242,600,0.01453841291,600,0.01416107081,
598,25.44582176,598,1.167836189,598,0.01806461625,598,0.01416892745,598,0.01380347554,
596,25.37447548,596,1.199146032,596,0.01766677201,596,0.01384720393,596,0.01359362341,
594,25.21495819,594,1.212682247,594,0.01675451174,594,0.01360337622,594,0.01307928748,
592,25.43081665,592,1.293673515,592,0.01713567227,592,0.01371064316,592,0.01316634752,
590,25.54908752,590,1.281249762,590,0.01709077694,590,0.01307891961,590,0.01344095822,
588,25.59467316,588,1.357583761,588,0.01588942111,588,0.01285031624,588,0.01168051455,
586,25.50523567,586,1.347685575,586,0.01552079897,586,0.01197678875,586,0.01223400142,
584,25.69062996,584,1.39332211,584,0.01613850892,584,0.01157879271,584,0.01159415394,
582,25.70212173,582,1.404924035,582,0.01545752864,582,0.0123448642,582,0.01156523917,
580,25.39639473,580,1.406617403,580,0.0160709694,580,0.01095104869,580,0.01182800159,
578,25.38808632,578,1.423665643,578,0.01536921598,578,0.01099605393,578,0.01106456947,
576,25.46889496,576,1.395050764,576,0.01488049328,576,0.01106926613,576,0.01068153605,
574,25.27383041,574,1.414008021,574,0.01543304976,574,0.01173126791,574,0.01086407527,
572,25.11768341,572,1.365814447,572,0.01563617587,572,0.01110437512,572,0.01125897933,
570,25.22994804,570,1.405182719,570,0.01450849697,570,0.01032682694,570,0.009687615559,
568,25.23703003,568,1.35909605,568,0.01486895792,568,0.01033355482,568,0.01025017444,
566,25.40196991,566,1.388721228,566,0.01454148162,566,0.008961418644,566,0.009891296737,
564,25.3492775,564,1.318217754,564,0.0140526332,564,0.01010855567,564,0.01061423589,
562,25.15408134,562,1.355385423,562,0.01363961305,562,0.009579272009,562,0.009632141329,
560,25.32976913,560,1.293460608,560,0.01321655605,560,0.00875253696,560,0.01039187983,
558,25.40893936,558,1.31540978,558,0.01326106302,558,0.009636040777,558,0.01000159513,
556,25.20502281,556,1.248755574,556,0.012994661,556,0.008886480704,556,0.008958844468,
554,25.16786385,554,1.285117626,554,0.01306080632,554,0.009322408587,554,0.00928349793,
552,25.34888077,552,1.229238629,552,0.01251649112,552,0.009161072783,552,0.009089515544,
550,25.33983231,550,1.238297224,550,0.01259193849,550,0.008777635172,550,0.008943522349,
548,25.12854958,548,1.192907333,548,0.0119544575,548,0.009202921763,548,0.009665452875,
546,25.24913597,546,1.227967978,546,0.01282681618,546,0.008951096795,546,0.008540725335,
544,25.39904022,544,1.180472851,544,0.01251350157,544,0.008391719311,544,0.00897865463,
542,25.2935257,542,1.185157895,542,0.01217650622,542,0.008762827143,542,0.008852474391,
540,25.23032379,540,1.170194507,540,0.01201215386,540,0.007920017466,540,0.008572250605,
538,25.38495064,538,1.171049476,538,0.01141193882,538,0.008231396787,538,0.008109307848,
536,25.33551216,536,1.151572943,536,0.01229015645,536,0.00820556283,536,0.0079903109,
534,25.1444397,534,1.134995222,534,0.0115157431,534,0.008290668949,534,0.00786296837,
532,25.24228668,532,1.16535449,532,0.01280150004,532,0.008431976661,532,0.008255241439,
530,25.31049347,530,1.137844563,530,0.01140727755,530,0.00809530355,530,0.008345758542,
528,25.06687355,528,1.156845808,528,0.01126420312,528,0.008282948285,528,0.007873634808,
526,25.02713203,526,1.155197859,526,0.01265194174,526,0.007646710612,526,0.008019930683,
524,25.29330826,524,1.154467702,524,0.01070288382,524,0.008269559592,524,0.007809114177,
522,25.2517643,522,1.159294367,522,0.01153898519,522,0.008502025157,522,0.007756989915,
520,25.00582123,520,1.139224648,520,0.01165935397,520,0.007816875353,520,0.008156630211,
518,25.13844681,518,1.175184488,518,0.01145147718,518,0.008012479171,518,0.007427988108,
516,25.21671677,516,1.179152012,516,0.01163544226,516,0.007711794693,516,0.008289096877,
514,25.12406158,514,1.173829436,514,0.01150884945,514,0.007929485291,514,0.007982321084,
512,24.97637367,512,1.212057233,512,0.01182917133,512,0.007810796611,512,0.008136456832,
510,25.16288376,510,1.200888276,510,0.01111989003,510,0.007278575562,510,0.007620285731,
508,25.1425209,508,1.205621481,508,0.01178132184,508,0.007595320698,508,0.007723352406,
506,24.95965195,506,1.217591643,506,0.01199708786,506,0.007880697027,506,0.008284449577,
504,24.98661041,504,1.223565698,504,0.01197067928,504,0.00767145399,504,0.007806667592,
502,25.09914017,502,1.234407306,502,0.01104057021,502,0.007962274365,502,0.00813228637,
500,25.06681061,500,1.238383293,500,0.01149849966,500,0.007900146767,500,0.00801366847,
498,24.85577393,498,1.225328445,498,0.01186995395,498,0.007095233537,498,0.007982975803,
496,25.04545403,496,1.220441103,496,0.01185217127,496,0.007485872135,496,0.007398365997,
494,25.08808136,494,1.202402115,494,0.01165181864,494,0.007551333867,494,0.007901256904,
492,24.85511398,492,1.158367991,492,0.01226503123,492,0.00731998682,492,0.007678802591,
490,24.85871124,490,1.111333966,490,0.01111152675,490,0.007209846284,490,0.007928844541,
488,25.0143261,488,1.063316107,488,0.01098930184,488,0.007834689692,488,0.007451941259,
486,24.96538734,486,0.9722148776,486,0.01057900768,486,0.008243191987,486,0.007570216432,
484,24.8037529,484,0.8736671209,484,0.01043436956,484,0.007564604282,484,0.007194044068,
482,24.92624474,482,0.7535076737,482,0.009978381917,482,0.007617854048,482,0.008044453338,
480,24.96576118,480,0.6389814615,480,0.009359454736,480,0.007166121155,480,0.008235430345,
478,24.75469017,478,0.5278515816,478,0.008942794986,478,0.007195513695,478,0.007128905505,
476,24.76602745,476,0.4284203649,476,0.008827139623,476,0.007453971077,476,0.00684802141,
474,24.95184326,474,0.3429802358,474,0.009166882373,474,0.007437592372,474,0.00715107983,
472,24.89488792,472,0.2763087749,472,0.008848823607,472,0.007574522868,472,0.007598354481,
470,24.71829987,470,0.2230288684,470,0.008328385651,470,0.007977444679,470,0.006633584388,
468,24.80937195,468,0.1855250448,468,0.007757446263,468,0.006828498561,468,0.006945587695,
466,24.83402824,466,0.1528295279,466,0.007625306025,466,0.007031088229,466,0.007076352835,
464,24.65439415,464,0.1333245337,464,0.007247646805,464,0.006725430954,464,0.006822866388,
462,24.65789413,462,0.1181075349,462,0.007750691846,462,0.007266589906,462,0.006198150571,
460,24.8187294,460,0.1095718443,460,0.007528346032,460,0.007286955137,460,0.006193405017,
458,24.83286858,458,0.101729624,458,0.006878488231,458,0.006168699358,458,0.006728399545,
456,24.64085197,456,0.09614076465,456,0.007625410799,456,0.006426757202,456,0.006633562036,
454,24.66017723,454,0.09359569848,454,0.007529357448,454,0.006897514686,454,0.007151917089,
452,24.74293327,452,0.09044585377,452,0.007555660792,452,0.007001760416,452,0.006753412075,
450,24.56142998,450,0.09197559208,450,0.006514420267,450,0.006305052433,450,0.007170732133,
448,24.50460052,448,0.08984321356,448,0.006903687492,448,0.00672809314,448,0.00652715005,
446,24.6548748,446,0.09244134277,446,0.006696329452,446,0.006162902806,446,0.006688580383,
444,24.6459465,444,0.08901558816,444,0.007117591333,444,0.007106832229,444,0.007196987979,
442,24.42009354,442,0.0897128582,442,0.008082989603,442,0.006956105586,442,0.00611690199,
440,24.49231529,440,0.09194031358,440,0.006907026749,440,0.007319874596,440,0.006531435996,
438,24.55834198,438,0.08991625905,438,0.00650017662,438,0.006251905113,438,0.006577276625,
436,24.37207603,436,0.08869577199,436,0.006694989745,436,0.00669789454,436,0.00626030378,
434,24.27867126,434,0.09116045386,434,0.006451203953,434,0.006773719564,434,0.006843931042,
432,24.44115639,432,0.09091184288,432,0.006874292158,432,0.006893568207,432,0.006364809815,
430,24.42916679,430,0.08845489472,430,0.007351136301,430,0.006717512384,430,0.006539932452,
428,24.27602959,428,0.0882839188,428,0.006569377147,428,0.007006912958,428,0.007205250673,
426,24.3181324,426,0.08973541856,426,0.006198743358,426,0.006825538818,426,0.007611480542,
424,24.48509216,424,0.08871447295,424,0.006982608698,424,0.00665015541,424,0.005987610202,
422,24.40956497,422,0.08999081701,422,0.006505068392,422,0.006547178142,422,0.006882520393,
420,24.33916855,420,0.09021374583,420,0.005678245798,420,0.005635022186,420,0.006308149546,
418,24.52008438,418,0.08857170492,418,0.006615825463,418,0.00579788303,418,0.006826937199,
416,24.49730873,416,0.08809799701,416,0.005451131146,416,0.006158157252,416,0.006368363276,
414,24.35674858,414,0.0873683095,414,0.006325216033,414,0.005972124171,414,0.006195681635,
412,24.37765312,412,0.09005826712,412,0.005585188046,412,0.005739028566,412,0.005643717013,
