MnPS3,,Hole,,CrPS4,,NiPS3,,FePS3,,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,
1118,27.30420303,1118,258.6515198,1118,6.412736416,1118,2.225261688,1118,2.185203791,
1115,27.28346252,1115,258.7601318,1115,6.344255924,1115,2.333878756,1115,2.166576862,
1112,27.25814629,1112,258.6928406,1112,6.488691807,1112,2.28670311,1112,2.181018591,
1109,27.22655296,1109,258.8172913,1109,6.384026051,1109,2.279374123,1109,2.12624836,
1106,27.35915565,1106,258.8867188,1106,6.257993698,1106,2.264036894,1106,2.215882301,
1103,27.40132904,1103,259.1304932,1103,6.293413639,1103,2.215167046,1103,2.130802631,
1100,27.43087769,1100,259.349762,1100,6.311706543,1100,2.277656317,1100,2.134075642,
1097,27.48041725,1097,259.521759,1097,6.248926163,1097,2.19291687,1097,2.143801928,
1094,27.4109745,1094,259.815918,1094,6.225164413,1094,2.210855007,1094,2.12075901,
1091,27.33195496,1091,260.1182556,1091,6.16080761,1091,2.205500364,1091,2.210731745,
1088,27.16883087,1088,260.1443787,1088,6.153363228,1088,2.190227747,1088,2.144594908,
1085,27.3205452,1085,259.9566345,1085,6.225046635,1085,2.161101103,1085,2.170645714,
1082,27.36290932,1082,260.1452942,1082,6.158249378,1082,2.141345263,1082,2.119463921,
1079,27.28816032,1079,260.1934509,1079,6.062691689,1079,2.102964878,1079,2.11186409,
1076,27.15021896,1076,260.223114,1076,5.929214954,1076,2.142581701,1076,2.1025455,
1073,27.03735161,1073,260.6630859,1073,5.931838989,1073,2.142145634,1073,2.096529484,
1070,27.18102264,1070,260.640625,1070,5.936635494,1070,2.221096039,1070,2.079746485,
1067,27.25636101,1067,260.8147888,1067,5.88488245,1067,2.091775656,1067,2.031951189,
1064,27.29416466,1064,260.9344177,1064,5.695304871,1064,2.179013968,1064,2.091126204,
1061,27.17012787,1061,261.1319885,1061,5.718254089,1061,2.154782057,1061,2.116233349,
1058,27.20149994,1058,261.3730774,1058,5.82605648,1058,2.137676716,1058,2.072648287,
1055,27.17357635,1055,261.4757996,1055,5.83557415,1055,2.086313725,1055,2.055859327,
1052,27.23149681,1052,261.5882568,1052,5.807140827,1052,2.131592035,1052,2.128228903,
1049,27.32237053,1049,262.0243835,1049,5.668268204,1049,2.158879757,1049,2.020610094,
1046,27.39320755,1046,262.3016357,1046,5.840558052,1046,2.140984774,1046,2.073515892,
1043,27.33086967,1043,262.3802795,1043,5.872758389,1043,2.129682302,1043,2.085141659,
1040,27.33965302,1040,262.4231873,1040,5.851574898,1040,2.111510992,1040,2.040283203,
1037,27.30311775,1037,262.6191406,1037,5.690278053,1037,2.063694,1037,2.043685436,
1034,27.41463852,1034,263.0983582,1034,5.794630527,1034,2.109548569,1034,2.116667271,
1031,27.60991478,1031,263.5179138,1031,5.926984787,1031,2.126800299,1031,2.026484251,
1028,27.73104858,1028,263.7415466,1028,5.836094379,1028,2.125080824,1028,2.017607212,
1025,27.56941223,1025,264.1099854,1025,5.735791683,1025,2.120321035,1025,2.046764374,
1022,27.55475998,1022,264.4782715,1022,5.728946686,1022,2.126453161,1022,1.981228828,
1019,27.55507469,1019,264.7127686,1019,5.962105274,1019,2.188281298,1019,2.067148209,
1016,27.83815575,1016,264.9527893,1016,5.984102726,1016,2.143894672,1016,2.105378389,
1013,27.92407036,1013,265.5227356,1013,5.854798317,1013,2.01722908,1013,2.033412933,
1010,27.85660934,1010,265.9186707,1010,5.853951931,1010,2.049074173,1010,2.087556601,
1007,27.744133,1007,266.7361755,1007,6.00211525,1007,2.145154238,1007,2.059850931,
1004,27.80197525,1004,266.9623108,1004,6.038640976,1004,2.186380386,1004,1.979565263,
1001,27.85504532,1001,267.2048035,1001,5.94974184,1001,2.200252295,1001,2.061361313,
998,27.94780159,998,267.5705566,998,6.036349773,998,2.199591398,998,2.134069443,
995,27.80983162,995,267.8070679,995,6.137218952,995,2.183601379,995,2.025289059,
992,27.69252396,992,267.7736511,992,6.238373756,992,2.203067541,992,2.038091898,
989,27.64473534,989,268.12323,989,6.15970993,989,2.22395277,989,1.995484591,
986,27.70871735,986,267.631073,986,6.33256197,986,2.281838179,986,1.926730156,
983,27.79536247,983,268.0420837,983,6.524684429,983,2.450946569,983,2.013252735,
980,27.67455673,980,267.9518433,980,6.861228466,980,2.601702452,980,1.991466999,
977,27.47508812,977,268.2989502,977,7.093914509,977,2.746104002,977,2.040862799,
974,27.5348568,974,268.393219,974,7.438038826,974,2.809369564,974,1.941337109,
971,27.73257256,971,269.0050049,971,7.818365097,971,3.072356462,971,2.020457506,
968,27.86671829,968,269.7589722,968,8.209108353,968,3.371471643,968,2.026024818,
965,27.74147415,965,270.7936707,965,8.839274406,965,3.710247278,965,1.934872031,
962,27.6913166,962,271.7865601,962,9.342181206,962,4.125078201,962,1.9053092,
959,27.94516373,959,272.6218567,959,10.01099205,959,4.566876888,959,1.866955876,
956,28.05634689,956,273.0353699,956,10.43877983,956,5.137122154,956,2.142327547,
953,28.19151878,953,273.2006226,953,11.15237236,953,5.926288605,953,1.985307813,
950,28.11530495,950,273.3853149,950,12.11176491,950,6.296640396,950,1.923421979,
947,27.93727875,947,273.9348755,947,12.68701839,947,7.003983974,947,1.981096864,
944,28.05437469,944,274.3444824,944,13.52956009,944,7.901865005,944,1.89924109,
941,28.47675323,941,274.7014771,941,14.56374836,941,8.773873329,941,1.758857965,
938,28.18817711,938,275.0753174,938,15.13272858,938,9.815690041,938,1.781754971,
935,28.13630104,935,276.2814941,935,15.82952023,935,10.98156071,935,1.842508793,
932,28.3245182,932,278.2828369,932,16.57698822,932,11.87804031,932,1.873341441,
929,28.69509125,929,279.6488342,929,17.32575989,929,12.9019556,929,1.649325848,
926,28.84354019,926,281.214325,926,17.83678436,926,14.24796009,926,1.793864369,
923,28.60703087,923,282.6419983,923,18.93341637,923,15.42630196,923,1.843552113,
920,28.72188759,920,284.7373657,920,19.63057899,920,16.47371483,920,1.848708987,
917,28.74756432,917,285.8580933,917,19.98455429,917,17.48847198,917,1.761132121,
914,28.70613861,914,286.5846558,914,20.07148361,914,18.64864159,914,1.800959945,
911,28.81773758,911,287.9089355,911,20.51236725,911,19.9233017,911,1.959463716,
908,29.12422943,908,290.2296448,908,20.44430351,908,21.02901268,908,1.84158361,
905,29.2728157,905,290.6975403,905,20.75888062,905,22.25901031,905,1.723057985,
902,28.97332954,902,291.3950195,902,21.72895432,902,23.09999847,902,1.778565526,
899,29.21346474,899,293.4344177,899,22.09356117,899,24.69773674,899,1.984956145,
896,29.79765892,896,296.0254517,896,22.07819939,896,25.16260719,896,2.410017014,
893,29.75050735,893,298.6094666,893,21.45993423,893,26.04720879,893,2.059215784,
890,30.21434212,890,298.4553223,890,21.16004944,890,27.06891823,890,2.204100132,
887,30.49181366,887,301.2235718,887,20.91844368,887,27.87553406,887,1.833729863,
884,30.66628265,884,303.414856,884,20.07159233,884,28.62900734,884,1.903030634,
881,30.5533638,881,305.914093,881,19.3891964,881,28.36117172,881,2.083875656,
878,30.74334908,878,306.6911926,878,17.70876884,878,27.86487007,878,2.750447273,
875,31.29418564,875,309.4283142,875,16.42689896,875,28.28510475,875,2.305094004,
872,31.20750237,872,311.8004456,872,13.88090706,872,27.09537125,872,2.17409873,
869,31.16077232,869,312.1339417,869,11.24422932,869,25.48562622,869,2.609222412,
866,32.17136383,866,313.8041382,866,9.23818779,866,23.27765656,866,2.541736841,
863,32.58169174,863,317.4865723,863,6.871050835,863,21.53657341,863,2.973469257,
860,32.56676483,860,318.7472229,860,5.855456829,860,18.40641403,860,2.319621563,
857,32.93605804,857,322.8176575,857,4.906155109,857,15.95878601,857,3.359686136,
854,33.27630615,854,322.8450623,854,4.43353796,854,12.28859043,854,3.160474777,
851,32.46023941,851,323.5306702,851,4.107801437,851,9.541214943,851,3.144006014,
848,33.60284805,848,327.8773193,848,3.233768702,848,7.065399647,848,2.492390633,
845,33.83436966,845,331.7496338,845,2.879558802,845,4.744233608,845,3.199282646,
842,34.22277832,842,334.011322,842,4.475388527,842,3.983246803,842,2.73511076,
839,34.68227005,839,336.3722229,839,3.921041965,839,3.637888193,839,3.004024029,
836,33.1568985,836,343.4681396,836,2.234114408,836,4.107525349,836,3.661218166,
833,33.86280441,833,345.3986511,833,4.166531086,833,3.271371841,833,3.349084854,
830,34.4536171,830,340.1827087,830,4.701424599,830,5.049322128,830,3.618315935,
827,35.91339111,827,344.0251465,827,4.473073483,827,4.627351284,827,3.256650209,
824,37.28102875,824,350.6153564,824,5.447756767,824,4.624863148,824,3.062596083,
821,34.06984329,821,347.3106689,821,4.554131508,821,2.871972799,821,5.140817165,
818,38.03155899,818,356.884552,818,4.454716206,818,3.382070065,818,4.664449215,
815,35.82251358,815,360.7858276,815,2.76960969,815,5.20678854,815,4.310000896,
812,37.57085037,812,379.4296875,812,3.892403841,812,3.86595726,812,3.399723768,
809,39.37752151,809,376.091156,809,4.589146614,809,6.27237463,809,5.514520645,
806,38.91637802,806,380.1492615,806,4.761659622,806,5.236728191,806,5.934187412,
803,41.6233902,803,395.4264526,803,3.059899092,803,4.753704071,803,5.908169746,
800,42.36185455,800,420.4515991,800,4.236016273,800,5.924630165,800,6.72324276,
798,30.2331295,798,360.9223022,798,0.4892760515,798,0.3402060568,798,0.2421917915,
796,30.32084465,796,358.9028931,796,0.4700855017,796,0.356961906,796,0.3139478266,
794,31.23265457,794,363.7526245,794,0.5137981772,794,0.3464433253,794,0.3317290843,
792,30.68113708,792,359.4831848,792,0.4698733687,792,0.3595769107,792,0.369192332,
790,31.22169876,790,360.3224487,790,0.4973744154,790,0.3726080358,790,0.3236197531,
788,30.14119339,788,361.6721497,788,0.4898067117,788,0.3376813233,788,0.3500720263,
786,31.04067421,786,359.9673157,786,0.4211477041,786,0.3896942735,786,0.2414860576,
784,31.78967857,784,361.7879028,784,0.4412612319,784,0.3996806741,784,0.2847187817,
782,30.62615776,782,361.1212158,782,0.4691019654,782,0.3574830294,782,0.3492029607,
780,30.03003693,780,363.5602722,780,0.4416462183,780,0.3472566903,780,0.3170776069,
778,30.52741241,778,358.8463745,778,0.4893360734,778,0.3695339859,778,0.3094882071,
776,30.98658943,776,362.5937195,776,0.470323801,776,0.3696782887,776,0.3121751249,
774,30.69781113,774,359.9610901,774,0.481469363,774,0.3544288576,774,0.295349896,
772,30.25709915,772,363.5067139,772,0.4426832795,772,0.3528891504,772,0.3143464625,
770,29.88515472,770,359.7156677,770,0.4643471539,770,0.3447474837,770,0.3154163361,
768,30.43515015,768,364.046875,768,0.4450061321,768,0.3447571397,768,0.3093930781,
766,30.88752937,766,360.9275208,766,0.4199638367,766,0.4020557404,766,0.3158691227,
764,29.63458824,764,364.2807922,764,0.4636337161,764,0.3447115123,764,0.303150177,
762,29.5510025,762,359.9976196,762,0.4462170005,762,0.3259863853,762,0.278192699,
760,29.93825912,760,362.9022217,760,0.4415075183,760,0.3254440725,760,0.2794224322,
758,30.28722382,758,359.7911987,758,0.4514832497,758,0.3318178356,758,0.2766256928,
756,29.43216896,756,362.4954834,756,0.4296353459,756,0.3679198623,756,0.2845852077,
754,29.08237076,754,361.7337646,754,0.4238830805,754,0.3041276932,754,0.2594184279,
752,29.00911903,752,362.0536499,752,0.4346853495,752,0.3015692234,752,0.2853522599,
750,29.64484787,750,363.548645,750,0.429721266,750,0.3244248331,750,0.3133766651,
748,28.85429573,748,359.4879456,748,0.4174181223,748,0.3218037188,748,0.3005170524,
746,27.79249573,746,363.2803345,746,0.4521174729,746,0.297280252,746,0.3219371438,
744,27.94611168,744,362.6756287,744,0.4414544106,744,0.3013684154,744,0.2659356594,
742,28.53433418,742,361.4216309,742,0.4028762579,742,0.2830244005,742,0.2928227186,
740,27.17699051,740,363.7669678,740,0.3909503222,740,0.3073133528,740,0.2852579653,
738,26.45198441,738,361.5273132,738,0.4060512781,738,0.281716764,738,0.2719994485,
736,26.71827126,736,361.8310242,736,0.3913390338,736,0.3148853779,736,0.2951024473,
734,26.73066521,734,363.0467224,734,0.383394748,734,0.315920651,734,0.2688777149,
732,25.61943436,732,360.333252,732,0.378374666,732,0.2978967428,732,0.2880341709,
730,24.6093483,730,362.0862427,730,0.3856150508,730,0.3091103733,730,0.2638824284,
728,25.03686905,728,363.0389099,728,0.4121271074,728,0.3131825924,728,0.2621014118,
726,24.54277039,726,361.9616394,726,0.3692778647,726,0.3024775982,726,0.2685496807,
724,23.25661659,724,360.5898438,724,0.3740447462,724,0.3060207367,724,0.2627621293,
722,22.85365677,722,363.3348083,722,0.3743357658,722,0.3007615805,722,0.2871146202,
720,23.08749771,720,362.1702576,720,0.3668193519,720,0.290464133,720,0.2795501053,
718,22.28550529,718,360.4039917,718,0.3601170182,718,0.2867668271,718,0.2404583395,
716,21.19020653,716,361.0742188,716,0.3448099494,716,0.3019427061,716,0.2690897286,
714,20.9603405,714,362.0436096,714,0.3640638292,714,0.2808591425,714,0.2707360387,
712,21.02467537,712,361.4839172,712,0.3347043991,712,0.2755082548,712,0.2591129541,
710,19.94454384,710,360.3354797,710,0.3475454748,710,0.2929033637,710,0.2586275339,
708,19.14906883,708,360.4659424,708,0.3392411768,708,0.2680342197,708,0.2658461332,
706,18.97815514,706,359.8222656,706,0.3254899383,706,0.2637215257,706,0.2481577396,
704,18.6488533,704,361.7936401,704,0.3564980626,704,0.2765971422,704,0.2400651127,
702,17.76197433,702,362.2623291,702,0.3280929923,702,0.2671394348,702,0.2413977832,
700,17.32678032,700,360.5290833,700,0.3124522567,700,0.2854633927,700,0.2216335386,
698,17.14285278,698,360.4618225,698,0.312913686,698,0.261182487,698,0.2364782095,
696,16.16314507,696,360.755249,696,0.3272096515,696,0.2749162614,696,0.2181117684,
694,15.50312805,694,359.9729919,694,0.3075626791,694,0.2588871717,694,0.240196988,
692,15.42477131,692,361.0830078,692,0.3109807074,692,0.2578165233,692,0.2345798314,
690,14.80744648,690,361.4148865,690,0.2890901268,690,0.2655154467,690,0.2352519929,
688,13.95984268,688,360.5570984,688,0.2930939794,688,0.2529150248,688,0.2140461504,
686,13.59126282,686,359.4055786,686,0.3108490109,686,0.2507866025,686,0.2247859687,
684,13.42052364,684,359.2857361,684,0.2839476168,684,0.2488268316,684,0.2314490527,
682,12.6506691,682,360.5223389,682,0.2843420208,682,0.2579943836,682,0.2341765463,
680,12.12741756,680,360.655365,680,0.2868729234,680,0.2535188794,680,0.2111639827,
678,12.01566601,678,358.2406921,678,0.2904170156,678,0.2433677912,678,0.2158545256,
676,11.37135887,676,359.046875,676,0.2767793834,676,0.2428206801,676,0.2296937704,
674,10.8088541,674,359.0007935,674,0.2765315175,674,0.2390132248,674,0.2067071348,
672,10.75933361,672,358.7243042,672,0.2797940373,672,0.2595284581,672,0.213582471,
670,10.26006603,670,357.2626343,670,0.2663227022,670,0.2416785061,670,0.2115162611,
668,9.721805573,668,359.2178955,668,0.2700740993,668,0.2316384763,668,0.2089655101,
666,9.609339714,666,359.3352356,666,0.2640904486,666,0.2269994766,666,0.2084183991,
664,9.265076637,664,357.7517395,664,0.2619969547,664,0.2253395766,664,0.2077953219,
662,8.830811501,662,358.5315857,662,0.2553031445,662,0.2255993932,662,0.2039584368,
660,8.712321281,660,358.6271973,660,0.2607026696,660,0.2306035906,660,0.1928667277,
658,8.605587006,658,357.1782227,658,0.2469898611,658,0.2270755768,658,0.1976277977,
656,8.2631464,656,358.0188904,656,0.2464762032,656,0.2201021612,656,0.2037753314,
654,8.214699745,654,358.6992188,654,0.2536044121,654,0.2182652056,654,0.1988790184,
652,8.188627243,652,358.2897339,652,0.2419995368,652,0.2177403718,652,0.1924083233,
650,8.107549667,650,358.507019,650,0.2380432785,650,0.2278654873,650,0.1837857366,
648,8.222608566,648,359.3225403,648,0.2467391789,648,0.2179220021,648,0.1912475973,
646,8.232739449,646,361.3552856,646,0.2388830334,646,0.2179152966,646,0.1874358654,
644,8.235447884,644,362.2851257,644,0.2413481474,644,0.2106698453,644,0.1861119419,
642,8.562116623,642,362.9108887,642,0.2371632457,642,0.2049685866,642,0.1851654351,
640,8.707126617,640,364.180603,640,0.2358827293,640,0.2081050277,640,0.1928002536,
638,8.839875221,638,365.131134,638,0.2352238446,638,0.2098980546,638,0.1847697049,
636,9.423238754,636,365.410553,636,0.2270302325,636,0.2054628879,636,0.181936875,
634,9.640359879,634,368.4253235,634,0.2279041857,634,0.2032339871,634,0.1809781641,
632,9.98641777,632,368.6264343,632,0.2318419218,632,0.2017218322,632,0.1766245067,
630,10.72455406,630,368.2051697,630,0.2260090709,630,0.2027522326,630,0.1769266874,
628,10.98711777,628,368.447937,628,0.2279445976,628,0.1989485472,628,0.1738227308,
626,11.70848656,626,369.6214905,626,0.2262651622,626,0.2001582384,626,0.1715878695,
624,12.46696949,624,369.1728821,624,0.2220152915,624,0.1902559102,624,0.167581737,
622,12.98077679,622,368.7234192,622,0.2240551412,622,0.1860869527,622,0.1695176363,
620,13.99602604,620,367.3932495,620,0.222448498,620,0.1802706569,620,0.163866654,
618,14.50091457,618,365.1096191,618,0.2157484144,618,0.1894074678,618,0.1647602022,
616,15.27253723,616,365.5826416,616,0.2183351666,616,0.1821062267,616,0.1535849273,
614,16.29834557,614,363.561615,614,0.2239809334,614,0.1808773875,614,0.1590850353,
612,16.51657677,612,360.5767212,612,0.2144957185,612,0.170065105,612,0.1532218009,
610,17.61594772,610,361.7583923,610,0.214844197,610,0.1701485217,610,0.1555825919,
608,18.1916275,608,358.1416016,608,0.2200658023,608,0.1663728952,608,0.1542805433,
606,18.75526047,606,358.2561646,606,0.2154563814,606,0.1721117646,606,0.1535851806,
604,19.85757256,604,357.8845215,604,0.2106963694,604,0.1663704067,604,0.1554089338,
602,19.94657135,602,360.7858276,602,0.2135439962,602,0.1655127555,602,0.1498547941,
600,21.51976585,600,359.9619446,600,0.2102840692,600,0.1641631275,600,0.1465016156,
598,21.80922699,598,363.1642761,598,0.218310371,598,0.1580092609,598,0.1476354897,
596,22.37573433,596,366.2080383,596,0.2136131972,596,0.1586733907,596,0.1419892013,
594,23.80149841,594,370.0589294,594,0.2218937725,594,0.1549006402,594,0.1358188242,
592,23.8015976,592,372.3033142,592,0.2112864256,592,0.1515260935,592,0.1387529969,
590,24.9841404,590,379.0657043,590,0.2140451521,590,0.1571423411,590,0.1420989335,
588,24.4463501,588,379.9742126,588,0.2056584209,588,0.1516736299,588,0.1363014877,
586,25.86581993,586,381.663269,586,0.2104173452,586,0.1454139203,586,0.1322627515,
584,25.2442894,584,383.9882202,584,0.2010251135,584,0.1510022283,584,0.1314211041,
582,25.35204506,582,382.4565735,582,0.2009316832,582,0.1338054538,582,0.1226253361,
580,25.60232353,580,379.9333191,580,0.1924378574,580,0.1261047423,580,0.1171149984,
578,25.07309532,578,378.0897217,578,0.1818135679,578,0.1273201704,578,0.11336907,
576,24.74097443,576,376.8335571,576,0.1769540757,576,0.1212000698,576,0.1157236025,
574,23.74854469,574,371.7330322,574,0.1749343127,574,0.1214160621,574,0.1147262529,
572,24.33576393,572,369.3206482,572,0.1606761217,572,0.1139863282,572,0.09068793058,
570,22.9618187,570,369.2764893,570,0.1548411697,570,0.1016298458,570,0.09690555185,
568,23.18286514,568,363.809082,568,0.1504500806,568,0.09703974426,568,0.08839839697,
566,21.85100937,566,362.1925354,566,0.1370802969,566,0.08927599341,566,0.0879682973,
564,22.18256378,564,361.2761841,564,0.1367451549,564,0.08527962863,564,0.09469497949,
562,21.31360054,562,360.178894,562,0.1207689792,562,0.08560018241,562,0.08632331342,
560,21.56101418,560,359.5157166,560,0.1155110896,560,0.08320206404,560,0.0710708648,
558,20.54167557,558,359.5227661,558,0.1178238988,558,0.07165512443,558,0.06907504797,
556,20.86194992,556,358.7231445,556,0.1055663675,556,0.07076770812,556,0.06694668531,
554,19.90128326,554,357.4197083,554,0.1167052537,554,0.07668705285,554,0.05396251753,
552,20.17049217,552,357.9095764,552,0.1166359484,552,0.06707941741,552,0.07150579244,
550,19.37708855,550,357.4995422,550,0.1072836593,550,0.06121788174,550,0.06849587709,
548,19.89482498,548,355.6604004,548,0.1054968908,548,0.0562653169,548,0.06024257839,
546,19.11688232,546,355.8633423,546,0.1029814631,546,0.06166120991,546,0.06315042824,
544,18.94824409,544,349.5498352,544,0.1041354835,544,0.05608850718,544,0.06178864837,
542,18.07600784,542,349.525177,542,0.0940046981,542,0.06341397017,542,0.05702184141,
540,18.65036964,540,349.989502,540,0.1074381024,540,0.06064726785,540,0.06047166139,
538,18.16142082,538,353.0341187,538,0.1000932902,538,0.05773030594,538,0.05601829663,
536,18.27642822,536,354.2893982,536,0.09918791801,536,0.05130040273,536,0.05488523841,
534,18.47221565,534,350.9465637,534,0.09954459965,534,0.05160798132,534,0.05301699787,
532,18.27324295,532,351.5203247,532,0.1014137641,532,0.0577673912,532,0.05233658478,
530,18.37489891,530,353.4782104,530,0.09641148895,530,0.05163071305,530,0.05980286002,
528,18.17864799,528,352.6717529,528,0.0977794677,528,0.0552309677,528,0.04985525087,
526,18.73888779,526,351.6600952,526,0.1012975201,526,0.06045391038,526,0.05236154422,
524,18.241045,524,353.841156,524,0.09823354334,524,0.04234929383,524,0.04355229437,
522,18.45505142,522,353.2155151,522,0.09198900312,522,0.05965422466,522,0.05968798697,
520,18.75156593,520,350.6642456,520,0.09790497273,520,0.05121541768,520,0.0585905686,
518,18.62335396,518,353.9880371,518,0.1006894261,518,0.05542152375,518,0.04957849905,
516,19.10728455,516,354.0909424,516,0.09045932442,516,0.05448582768,516,0.05268772319,
514,19.00130844,514,352.3164368,514,0.09619686753,514,0.0474072136,514,0.04764410853,
512,19.42440033,512,352.0028687,512,0.09712935984,512,0.04720513523,512,0.05128590763,
510,19.76817513,510,353.1558838,510,0.09927845001,510,0.04893589765,510,0.04305453971,
508,19.52622223,508,352.0497437,508,0.09547954053,508,0.05339501798,508,0.0453553386,
506,19.89620972,506,351.5842285,506,0.09846533835,506,0.04924588278,506,0.05036719516,
504,20.15097046,504,352.318634,504,0.09530968219,504,0.05719532445,504,0.03839001805,
502,19.95513535,502,351.3505554,502,0.09467332065,502,0.04717122018,502,0.04220972955,
500,20.35775948,500,351.1178589,500,0.08354961127,500,0.0324463509,500,0.03248088807,
498,20.42087555,498,351.6295166,498,0.09674994648,498,0.03995319828,498,0.04167884961,
496,20.20768738,496,350.3541565,496,0.100345701,496,0.0465881899,496,0.03745359555,
494,20.23108101,494,350.6833496,494,0.09258789569,494,0.04460414127,494,0.04817546904,
492,20.27602005,492,351.56604,492,0.09236193448,492,0.03924184293,492,0.03634575754,
490,20.0847187,490,351.2821655,490,0.09318879247,490,0.04011712223,490,0.04097941518,
488,19.87252617,488,350.1203308,488,0.09096649289,488,0.03586512059,488,0.02943071909,
486,20.03344154,486,350.5056763,486,0.09800570458,486,0.04233893007,486,0.03720296547,
484,19.89116096,484,350.7900085,484,0.08338259161,484,0.04440827668,484,0.03496018052,
482,19.26586151,482,349.6396484,482,0.09562544525,482,0.0364764221,482,0.04164256528,
480,18.27159882,480,349.2045288,480,0.08567053825,480,0.04195962846,480,0.02727630176,
478,16.88406372,478,349.3813477,478,0.07948106527,478,0.03736470267,478,0.04401260987,
476,14.58701897,476,348.8015442,476,0.07190622389,476,0.03912969679,476,0.02568457276,
474,11.9583931,474,348.785553,474,0.06429973245,474,0.03036107495,474,0.03799219429,
472,9.957792282,472,349.5760193,472,0.06655199826,472,0.04543116316,472,0.03646463901,
470,8.341528893,470,348.7079468,470,0.05950409546,470,0.03594963625,470,0.03568255156,
468,6.805638313,468,347.7189636,468,0.05278718844,468,0.03552909568,468,0.02281645313,
466,5.563980103,466,348.7197266,466,0.05141940713,466,0.03151002899,466,0.03417943418,
464,4.671454906,464,349.217865,464,0.0445612222,464,0.02976526506,464,0.03336215392,
462,4.105873585,462,348.302063,462,0.03553948551,462,0.02971566282,462,0.02951593138,
460,3.721372843,460,348.5412292,460,0.04549297318,460,0.0208411403,460,0.03714609146,
458,3.792614222,458,349.4131165,458,0.04066303745,458,0.03138719872,458,0.03181056306,
456,4.363399982,456,345.8806763,456,0.03777761385,456,0.0404991284,456,0.02710698731,
454,5.183019638,454,346.1486511,454,0.03617765754,454,0.02984129265,454,0.02959338948,
452,6.014627934,452,347.9729614,452,0.04157391191,452,0.02641853876,452,0.01724922657,
450,6.324819565,450,346.9959106,450,0.04907257855,450,0.03103930131,450,0.02801059186,
448,5.749065399,448,346.4580994,448,0.04376804084,448,0.04747292399,448,0.02228335664,
446,4.181633472,446,346.894989,446,0.02988163009,446,0.02341479622,446,0.02167772502,
444,2.493305445,444,348.0923767,444,0.02382957563,444,0.02324588783,444,0.02608079277,
442,1.439962983,442,346.5930176,442,0.03192722052,442,0.02789491601,442,0.02832648158,
440,0.9674991369,440,346.6324158,440,0.02668228745,440,0.01653243788,440,0.02348521166,
438,0.8488689661,438,348.7787781,438,0.008913277648,438,0.02450166829,438,0.03013288602,
436,0.8371782303,436,347.5561829,436,0.0347978957,436,0.02025265619,436,0.02921219915,
434,0.8250920773,434,347.7387085,434,0.02946029045,434,0.03460967541,434,0.02518218569,
432,0.8529393673,432,348.9558411,432,0.02454558201,432,0.03220409155,432,0.02181607485,
430,0.8397458792,430,349.8725891,430,0.03228502721,430,0.03052321821,430,0.03757994995,
428,0.8524227738,428,348.4883423,428,0.02769338898,428,0.02407857217,428,0.03155051172,
426,0.8307197094,426,349.6950378,426,0.02854792029,426,0.01696694642,426,0.01752988994,
424,0.8349936604,424,351.0737915,424,0.02389216982,424,0.02475700155,424,0.02548236586,
422,0.8588532805,422,353.2884216,422,0.02410235256,422,0.02377795242,422,0.0307747256,
420,0.8656645417,420,351.8643494,420,0.01458680909,420,0.01744226739,420,0.0250067506,
418,0.8534724712,418,353.0478516,418,0.03286677971,418,0.03413110971,418,0.02890576981,
416,0.844917357,416,354.6927795,416,0.02808141522,416,0.03035268374,416,0.01600201987,
414,0.8452091217,414,353.8162842,414,0.02370318025,414,0.02075842209,414,0.008800260723,
412,0.8608915806,412,352.8777466,412,0.01933238469,412,0.02712116949,412,0.009754087776,
410,0.8529737592,410,355.0593262,410,0.01862930879,410,0.01809992827,410,0.02711663209,
408,0.833643496,408,355.7587585,408,0.03054383583,408,0.02910074592,408,0.02126258798,
406,0.8251463175,406,355.5714722,406,0.03673407063,406,0.02192155644,406,0.01697485335,
404,0.8416692019,404,355.5921936,404,-0.01210587472,404,0.01876851358,404,0.0261765141,
402,0.8566541672,402,354.5800781,402,-0.0032459863,402,0.02619889565,402,0.0299466271,
400,0.8534504175,400,354.6867371,400,0.03636040911,400,0.01003460027,400,0.01981731318,

MnPS3,
Hole
Collection Time: 17/11/2023 2:29:31 PM
Operator Name  :
Scan Software Version: 4.10(464)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        2000.00
Stop (nm)                         400.00
X Mode                            Nanometers
Y Mode                            %T
Independent NIR                   On
Measurement Mode                  Auto
UV-Vis Data Interval (nm)         2.00
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
NIR Scan Rate (nm/min)            1800.000
NIR Data Interval (nm)            3.00
NIR Ave. Time (sec)               0.100
NIR Energy                        3.00
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 17/11/2023 11:47:17 AM
Method Modifications:
X Start nm Changed: 17/11/2023 11:57:29 AM, Old: 800.00, New:2000.00
X Stop nm Changed: 17/11/2023 11:57:29 AM, Old: 200.00, New: 400.00
