Hole,,MnPS3,,CrPS4,,NiPS3,,FePS3,,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,
1115,227.7158966,1115,22.55714417,1115,6.244153976,1115,2.107150555,1115,1.98692441,
1112,227.644043,1112,22.60274124,1112,6.193233967,1112,2.116902828,1112,2.032320976,
1109,227.9958038,1109,22.58013535,1109,6.074934483,1109,2.124465704,1109,1.952634931,
1106,228.833313,1106,22.63699913,1106,6.124011993,1106,2.1388731,1106,2.014629364,
1103,229.477829,1103,22.66397285,1103,6.102401257,1103,2.114548206,1103,1.996969104,
1100,229.8965912,1100,22.62393761,1100,6.07314539,1100,2.114311457,1100,1.967689157,
1097,229.7638397,1097,22.57603645,1097,6.058879375,1097,2.095325947,1097,1.947216511,
1094,229.0047455,1094,22.58632469,1094,5.948004723,1094,2.021969557,1094,1.931640863,
1091,228.7146606,1091,22.66058159,1091,6.01988554,1091,1.984868169,1091,1.966542363,
1088,228.7549286,1088,22.67403221,1088,5.968432426,1088,1.973317981,1088,1.904809237,
1085,229.4482727,1085,22.74478149,1085,5.935418606,1085,1.969352007,1085,1.935330629,
1082,229.8005371,1082,22.59434319,1082,5.787212849,1082,2.026694536,1082,1.933450103,
1079,230.1486664,1079,22.59315491,1079,5.671494484,1079,2.020997763,1079,1.969215512,
1076,230.1564484,1076,22.4805603,1076,5.709186554,1076,2.025243759,1076,1.951601028,
1073,229.7084808,1073,22.61380577,1073,5.743422031,1073,1.975230932,1073,1.903019428,
1070,229.5065155,1070,22.58354187,1070,5.639221191,1070,1.999180913,1070,1.913709402,
1067,229.7290344,1067,22.67786789,1067,5.558450699,1067,2.003857851,1067,1.958813667,
1064,230.0463409,1064,22.61101532,1064,5.547616005,1064,2.025117159,1064,1.909736037,
1061,230.4940033,1061,22.48391342,1061,5.677662373,1061,1.979286075,1061,1.894841313,
1058,230.899765,1058,22.44074631,1058,5.635211945,1058,2.001606941,1058,1.924251199,
1055,231.0546875,1055,22.49500847,1055,5.533797264,1055,1.999590516,1055,1.879414678,
1052,230.8037262,1052,22.64886665,1052,5.499356747,1052,1.947781682,1052,1.911617279,
1049,230.289978,1049,22.73566818,1049,5.599701881,1049,1.934034586,1049,1.975012898,
1046,230.4033813,1046,22.78199387,1046,5.696118355,1046,1.973172665,1046,1.94647038,
1043,230.892868,1043,22.63960838,1043,5.675136089,1043,1.920502782,1043,1.881875277,
1040,231.9248657,1040,22.62349319,1040,5.53588295,1040,1.932011724,1040,1.877442241,
1037,232.1743469,1037,22.62675476,1037,5.563598156,1037,1.954856515,1037,1.966539621,
1034,232.1410675,1034,22.7779007,1034,5.752954483,1034,1.927269816,1034,1.875253201,
1031,232.0680847,1031,22.96514893,1031,5.624023438,1031,1.950543761,1031,1.923855901,
1028,231.6651764,1028,22.89343262,1028,5.532596111,1028,1.917233706,1028,1.824786305,
1025,232.1164856,1025,22.85311508,1025,5.554689884,1025,1.934338927,1025,1.870361567,
1022,232.535553,1022,22.81417465,1022,5.708134651,1022,1.990552783,1022,1.903245568,
1019,233.4393463,1019,22.90073204,1019,5.70720005,1019,1.897116542,1019,1.889501691,
1016,233.8439484,1016,22.93586922,1016,5.630739212,1016,1.898635149,1016,1.843996882,
1013,234.2294006,1013,22.99503708,1013,5.647370815,1013,1.977618814,1013,1.85857141,
1010,234.2392883,1010,22.91838455,1010,5.783364773,1010,1.887264252,1010,1.824935913,
1007,233.9441223,1007,22.94907379,1007,5.838950157,1007,1.929991841,1007,1.883418441,
1004,234.5639954,1004,23.12902069,1004,5.696481705,1004,1.940121174,1004,1.91392529,
1001,234.7749023,1001,23.18549347,1001,5.687700272,1001,1.98293829,1001,1.836449504,
998,235.6653442,998,23.08516884,998,5.847063541,998,2.060836554,998,1.883141756,
995,235.8031311,995,22.93631363,995,5.76005125,995,2.075361967,995,1.824883938,
992,236.2142029,992,22.93135071,992,5.690344334,992,2.145603657,992,1.84654057,
989,235.3729248,989,22.95150757,989,5.846699715,989,2.183970928,989,1.877688766,
986,235.0853882,986,23.13937569,986,5.83052063,986,2.247411966,986,1.821876287,
983,235.2294006,983,23.09414673,983,5.983401299,983,2.399602413,983,1.816283703,
980,235.204895,980,22.84733582,980,6.054706097,980,2.515787125,980,1.810720205,
977,236.0799255,977,22.79234505,977,6.238794327,977,2.638285398,977,1.769649625,
974,236.8835144,974,22.9682827,974,6.506139755,974,2.883030415,974,1.833291292,
971,237.1045074,971,23.00953484,971,6.568818569,971,3.166474819,971,1.763784289,
968,237.3367615,968,23.13058281,968,6.883198738,968,3.566764355,968,1.833203793,
965,237.614151,965,23.115345,965,6.931794643,965,3.925704479,965,1.630597234,
962,237.752243,962,23.07689857,962,7.278119087,962,4.314905167,962,1.792542815,
959,239.0427399,959,23.32740784,959,7.644495964,959,4.85065937,959,1.787629962,
956,239.6648865,956,23.40120125,956,7.953305721,956,5.415382385,956,1.796063423,
953,240.4651337,953,23.36893654,953,8.158321381,953,5.971194267,953,1.646783352,
950,240.3143005,950,23.37890816,950,8.727555275,950,6.69035387,950,1.842643857,
947,240.9067841,947,23.52142715,947,8.814595222,947,7.339624405,947,1.688151956,
944,240.3945923,944,23.6456871,944,9.107221603,944,8.158846855,944,1.646710396,
941,240.5248108,941,23.7081089,941,9.114134789,941,8.911489487,941,1.555055022,
938,241.3208008,938,23.67077827,938,9.471951485,938,9.84787941,938,1.694098711,
935,243.4683838,935,23.6983757,935,9.789927483,935,11.08789635,935,1.56748271,
932,244.7930756,932,23.83045769,932,10.53576565,932,12.04219341,932,1.539995193,
929,245.3701782,929,24.16521072,929,10.89274406,929,13.07691479,929,1.516175032,
926,246.5237885,926,23.91498566,926,10.80640221,926,14.34812546,926,1.665668249,
923,247.5387878,923,24.17074394,923,10.89440155,923,15.43168259,923,1.580631018,
920,248.8059692,920,24.49320602,920,10.86540699,920,16.78614998,920,1.770554662,
917,249.3156891,917,24.6575489,917,10.88901138,917,17.93144417,917,1.647118092,
914,250.2880859,914,24.79444695,914,10.87764454,914,18.9820919,914,1.58874464,
911,252.1497955,911,24.85198593,911,11.1315527,911,19.95115089,911,1.917326093,
908,253.0848083,908,24.78354263,908,11.19581413,908,21.01454353,908,1.592486024,
905,254.0368347,905,25.35962486,905,10.44353008,905,22.22617722,905,1.786490917,
902,254.4696808,902,25.33586884,902,10.21107483,902,22.91869736,902,1.688628793,
899,256.5888062,899,25.5374279,899,9.453149796,899,23.67582703,899,1.946684122,
896,258.2115173,896,25.50837708,896,9.103579521,896,24.42374611,896,2.061760902,
893,258.8024597,893,25.7827282,893,8.166495323,893,24.70610809,893,1.651012182,
890,261.0005188,890,26.23829269,890,7.751055241,890,25.05543137,890,2.378084898,
887,263.4925537,887,25.95531654,887,7.0883708,887,24.21770859,887,2.053770542,
884,263.4231567,884,26.89061165,884,6.25078249,884,24.63777733,884,1.612773299,
881,267.3839722,881,26.13275337,881,5.246670723,881,23.13183784,881,1.771004438,
878,268.2065735,878,26.91094208,878,4.344263077,878,21.3868618,878,2.182943821,
875,269.5026855,875,27.20103836,875,4.623313427,875,20.19307518,875,1.997987151,
872,272.0653687,872,27.2928009,872,3.688197136,872,17.24356842,872,2.26268816,
869,273.6113892,869,27.24965286,869,2.774111748,869,14.31410599,869,2.840976954,
866,277.7480774,866,27.16691589,866,2.039485216,866,12.76130199,866,3.711974144,
863,279.4413452,863,27.83864975,863,3.017480612,863,9.114608765,863,2.72944808,
860,278.6513672,860,27.67504501,860,2.05598402,860,7.647447109,860,2.4775033,
857,282.0257874,857,29.1490612,857,2.034661293,857,5.25064373,857,3.275803566,
854,283.5079041,854,27.66667938,854,2.573097467,854,5.17948103,854,2.644947767,
851,284.5809937,851,29.93807793,851,2.655663252,851,3.490043163,851,2.896090269,
848,286.4742737,848,29.04595947,848,3.518022299,848,2.935054541,848,4.163303852,
845,289.2859192,845,29.82402992,845,3.986557961,845,2.82895422,845,3.454567909,
842,289.7923584,842,29.8684845,842,3.614678144,842,3.85371232,842,3.210502148,
839,297.3522034,839,29.09383774,839,2.538486242,839,2.4737885,839,3.944664478,
836,294.7617493,836,30.56334877,836,3.499080896,836,3.8518641,836,3.261899948,
833,300.3876343,833,30.01541519,833,4.882456303,833,4.176123619,833,3.68210125,
830,300.9541321,830,30.92845917,830,4.305973053,830,2.780706167,830,2.874712944,
827,303.0968018,827,30.57759476,827,2.705621243,827,3.922748089,827,3.717153788,
824,309.9441833,824,32.4981575,824,4.620255947,824,4.713717461,824,3.485710859,
821,307.6333008,821,31.32094765,821,3.325127125,821,4.785661221,821,3.721235275,
818,311.0096741,818,32.87314224,818,5.337140083,818,5.376331329,818,4.460769653,
815,320.5787048,815,33.50555801,815,3.052069902,815,4.121891022,815,5.063323498,
812,317.8138123,812,31.96994972,812,2.580986023,812,6.542653561,812,3.72187376,
809,342.4597168,809,35.60873795,809,3.993313074,809,6.360690117,809,4.877861023,
806,335.876709,806,34.52556992,806,3.583902597,806,3.508471966,806,4.751888275,
803,352.2979431,803,35.89316177,803,4.627322674,803,7.103336811,803,5.61456871,
800,359.2674866,800,36.86697006,800,5.036597729,800,6.164587975,800,3.321798563,
798,432.1976624,798,35.74875259,798,0.648009479,798,0.4256927073,798,0.3998922706,
796,438.1355896,796,34.90019608,796,0.6026110649,796,0.4187684953,796,0.4290987849,
794,431.9957886,794,36.88341904,794,0.6230585575,794,0.4495476782,794,0.4194328487,
792,431.5193176,792,36.00373459,792,0.5773332715,792,0.4294753969,792,0.3829016685,
790,440.4396667,790,34.37634659,790,0.5911636353,790,0.4312462211,790,0.3474598825,
788,431.4882202,788,35.5796051,788,0.5704294443,788,0.4419290125,788,0.3484662771,
786,433.0275879,786,35.72618484,786,0.5369423628,786,0.4605758488,786,0.385206461,
784,432.1753845,784,35.78626251,784,0.5510067344,784,0.4400174022,784,0.4081518948,
782,439.8829346,782,34.94587708,782,0.5791622996,782,0.4355954528,782,0.3856901526,
780,432.7955322,780,33.92325211,780,0.5531229973,780,0.4203386009,780,0.3441365063,
778,435.1269836,778,34.76231766,778,0.5852329731,778,0.4028996825,778,0.3479296565,
776,434.6150818,776,36.12527084,776,0.5296350121,776,0.4208776951,776,0.3682508171,
774,438.1677551,774,34.2554512,774,0.5454580784,774,0.4389761984,774,0.4051217437,
772,431.6726685,772,33.82567215,772,0.5587197542,772,0.3832027316,772,0.3530437648,
770,438.4479065,770,34.92955399,770,0.5816860795,770,0.4112761915,770,0.4103166461,
768,433.0459595,768,34.14119339,768,0.539814651,768,0.4255815744,768,0.360956043,
766,437.8228149,766,34.44797134,766,0.55586344,766,0.3627773225,766,0.3651588559,
764,431.2335815,764,33.66654968,764,0.5559428334,764,0.4010573626,764,0.3652410805,
762,440.0184021,762,33.27419662,762,0.5120216012,762,0.375243336,762,0.3389039636,
760,432.3048706,760,34.15773392,760,0.5058177114,760,0.4326923192,760,0.3298588693,
758,435.849762,758,34.05133057,758,0.5567910671,758,0.4142000675,758,0.3259629607,
756,432.5223083,756,32.53261566,756,0.5224142075,756,0.3903991878,756,0.309171617,
754,437.7407532,754,31.90915298,754,0.5518838763,754,0.3889625072,754,0.3539607227,
752,437.4512329,752,33.53820801,752,0.5050313473,752,0.3935665488,752,0.3284525871,
750,432.1755066,750,32.61428833,750,0.5453830361,750,0.3884782493,750,0.3520077169,
748,438.1280823,748,31.39515877,748,0.5106037855,748,0.3643528223,748,0.325020045,
746,436.1281738,746,31.01954842,746,0.5020400286,746,0.4062211514,746,0.3421450257,
744,436.605072,744,31.65991592,744,0.5143558383,744,0.4101647437,744,0.3636061251,
742,435.6168823,742,31.22686386,742,0.4995611906,742,0.378757,742,0.335346669,
740,435.0186462,740,29.85310936,740,0.4592560232,740,0.353818804,740,0.3313620687,
738,438.3746033,738,29.46108246,738,0.4990153015,738,0.3840430975,738,0.3277420104,
736,434.9368896,736,30.23750687,736,0.4697787166,736,0.3688468933,736,0.3438218832,
734,433.2765198,734,29.31307793,734,0.4899226129,734,0.3774671555,734,0.3310641646,
732,439.4400635,732,27.88753128,732,0.4739016294,732,0.3627021313,732,0.3003462553,
730,435.3721619,730,27.78532791,730,0.4771583676,730,0.3702524304,730,0.3259388208,
728,435.0880737,728,28.140625,728,0.4722565413,728,0.3576752543,728,0.3177131414,
726,437.215271,726,27.08359146,726,0.4572505951,726,0.35569188,726,0.3286298513,
724,437.6349487,724,26.17132568,724,0.4585904479,724,0.3518489301,724,0.3021755517,
722,434.6534119,722,25.98539352,722,0.458928436,722,0.3421572745,722,0.2914716005,
720,434.8784485,720,25.9996109,720,0.4535827637,720,0.3366179168,720,0.3056738377,
718,438.260498,718,24.63438797,718,0.4526825547,718,0.3474198282,718,0.2902460396,
716,436.9541016,716,24.30839539,716,0.4414507747,716,0.3523707688,716,0.3080260158,
714,433.1836548,714,24.19125175,714,0.4462530017,714,0.356444329,714,0.283523798,
712,435.7214355,712,23.72604561,712,0.401745826,712,0.3485080004,712,0.2963347733,
710,437.7642212,710,22.69327354,710,0.42493698,710,0.3245547712,710,0.2900384665,
708,436.193512,708,22.11609268,708,0.4446460903,708,0.3272279501,708,0.2948134243,
706,433.7548828,706,22.13495445,706,0.404604584,706,0.3295505941,706,0.3032910526,
704,435.1279602,704,21.32344437,704,0.4221203327,704,0.3337796628,704,0.2908968925,
702,435.835022,702,20.49739838,702,0.4071845114,702,0.3302080929,702,0.2902120948,
700,434.3639832,700,20.40039063,700,0.3946096599,700,0.3187084198,700,0.275759995,
698,436.2040405,698,19.90656281,698,0.4161229432,698,0.3302221894,698,0.274758637,
696,436.2599792,696,18.96772003,696,0.3866223991,696,0.3060689867,696,0.2745706439,
694,434.744751,694,18.54493523,694,0.3949913085,694,0.3076763451,694,0.2895621359,
692,435.0227966,692,18.51524353,692,0.3884721696,692,0.294585973,692,0.2657223046,
690,436.671875,690,17.63012314,690,0.3802091181,690,0.2995274663,690,0.2745641768,
688,435.5204468,688,16.87908936,688,0.3645061553,688,0.2951702476,688,0.2706786692,
686,432.0368347,686,16.76576424,686,0.36171332,686,0.3054258227,686,0.2607641518,
684,436.7160339,684,16.20286751,684,0.3600309789,684,0.3014913499,684,0.2521356642,
682,436.175293,682,15.47360134,682,0.3435337543,682,0.2969632745,682,0.2710792124,
680,433.3295898,680,15.39537048,680,0.360383749,680,0.2942333221,680,0.2611563504,
678,433.9787903,678,14.99578953,678,0.3446834087,678,0.3065294921,678,0.2473085821,
676,436.0913391,676,14.1054039,676,0.3486018479,676,0.2858713865,676,0.2552478909,
674,434.8601379,674,13.77992153,674,0.3358459175,674,0.2891325653,674,0.2458652258,
672,433.0172119,672,13.61486053,672,0.3347863853,672,0.2871963084,672,0.2438787669,
670,436.7430115,670,12.91787052,670,0.3322277367,670,0.2756551802,670,0.2594116032,
668,435.3049622,668,12.58105087,668,0.3235952556,668,0.2764790952,668,0.2379222065,
666,431.4072571,666,12.47497749,666,0.3220640421,666,0.2788769603,666,0.2406047136,
664,434.3989868,664,11.94705486,664,0.328602016,664,0.2771873772,664,0.2421568334,
662,434.84021,662,11.57090855,662,0.3132935166,662,0.2795204222,662,0.2352757454,
660,433.0982666,660,11.57612324,660,0.316016525,660,0.2703311741,660,0.2286723852,
658,433.2885132,658,11.27195549,658,0.3205353022,658,0.2689817548,658,0.2338835448,
656,435.0901489,656,10.94303703,656,0.3028872311,656,0.2688543499,656,0.225485906,
654,434.4822388,654,10.97842693,654,0.304782927,654,0.2489628941,654,0.231066063,
652,434.2376099,652,10.78858566,652,0.3054575622,652,0.2572448254,652,0.2338959426,
650,435.085022,650,10.63555717,650,0.3005677462,650,0.2588979602,650,0.2296139747,
648,435.5428772,648,10.70662022,648,0.2912065387,648,0.2623512447,648,0.2258131802,
646,437.1468201,646,10.53248787,646,0.2986323535,646,0.2559241951,646,0.223129496,
644,436.4752197,644,10.61973953,644,0.2916683853,644,0.2583300769,644,0.2250102311,
642,437.8599548,642,10.83076,642,0.2911185324,642,0.2506272495,642,0.2199356705,
640,440.7488708,640,10.74010181,640,0.2830854356,640,0.2485162765,640,0.2178654373,
638,441.1626892,638,11.02767467,638,0.2879598439,638,0.2517660558,638,0.2124932855,
636,439.8451843,636,11.3404026,636,0.2868698537,636,0.2449225634,636,0.2112258971,
634,442.1996155,634,11.38292313,634,0.2794876695,634,0.2432977855,634,0.2068803161,
632,443.1434021,632,11.90728569,632,0.2727077901,632,0.2356119454,632,0.2118715793,
630,443.6972046,630,12.33151054,630,0.2799296379,630,0.2291591763,630,0.2036384791,
628,443.3432922,628,12.47827148,628,0.2734942734,628,0.2332580984,628,0.2017112374,
626,443.6931152,626,13.18289757,626,0.2673523128,626,0.233561039,626,0.1969887167,
624,442.2135315,624,13.6029911,624,0.264586091,624,0.2286571264,624,0.1954995096,
622,440.7601013,622,14.08339119,622,0.260792166,622,0.2250934541,622,0.1962070614,
620,441.4311523,620,14.86759186,620,0.2695246041,620,0.2175092697,620,0.192077145,
618,440.3812256,618,15.13759232,618,0.2673591375,618,0.2134335935,618,0.1890377402,
616,435.5594482,616,16.1386528,616,0.2683605552,616,0.2086094618,616,0.1883573532,
614,436.2705688,614,16.70448685,614,0.2525605261,614,0.2089104652,614,0.1805343926,
612,436.9985046,612,17.02432251,612,0.25665012,612,0.2044135034,612,0.1725767106,
610,432.2723999,610,18.18066025,610,0.2569253445,610,0.2046171874,610,0.1767875403,
608,432.7905579,608,18.58981705,608,0.2535412908,608,0.1991803497,608,0.1764994711,
606,432.0911865,606,19.43908882,606,0.2562548816,606,0.1943842173,606,0.1749976873,
604,432.993042,604,20.31459618,604,0.2557699084,604,0.1917782277,604,0.1680493504,
602,430.6304321,602,20.9252243,602,0.258241266,602,0.1861604005,602,0.1723662764,
600,435.2965393,600,22.49888992,600,0.2492044568,600,0.1857257187,600,0.1652880013,
598,435.6514893,598,22.31237984,598,0.2465257943,598,0.1910691708,598,0.1681499481,
596,439.9998169,596,24.06310654,596,0.2612749934,596,0.1914683133,596,0.1664442569,
594,441.5442505,594,24.26012039,594,0.2484755814,594,0.1821340024,594,0.1648864299,
592,447.6047363,592,25.24026108,592,0.2475184202,592,0.1778649241,592,0.1625934988,
590,449.7954712,590,25.944561,590,0.2465874702,590,0.1792368293,590,0.1565916091,
588,453.5169678,588,26.07552147,588,0.2472425401,588,0.1827326417,588,0.1552928984,
586,454.9254456,586,27.42622757,586,0.2469372302,586,0.1676086932,586,0.1543433815,
584,454.3856506,584,26.64207268,584,0.2395157516,584,0.1675958782,584,0.1565592289,
582,456.1479492,582,27.95595169,582,0.2484016567,582,0.1677082032,582,0.1524520367,
580,452.1437073,580,26.98600578,580,0.2230385244,580,0.1487616748,580,0.1478248686,
578,450.2791748,578,27.41235542,578,0.230692625,578,0.1585670561,578,0.1304885447,
576,449.0637817,576,26.61635971,576,0.2187124044,576,0.1453920603,576,0.1299988776,
574,446.0103455,574,26.45674324,574,0.2125059068,574,0.1431929916,574,0.1260961294,
572,442.3407898,572,26.01477814,572,0.2041506171,572,0.1316640228,572,0.1270441264,
570,441.4620056,570,25.41762352,570,0.1885146946,570,0.1226394475,570,0.1109582931,
568,437.7550964,568,25.41236305,568,0.1754419208,568,0.1145007089,568,0.1061466634,
566,437.6023254,566,24.39337158,566,0.1686145514,566,0.1091572344,566,0.098127231,
564,435.6513977,564,24.27527237,564,0.1590716392,564,0.09588909149,564,0.09143025428,
562,433.7744751,562,23.57602501,562,0.1656546891,562,0.09372135252,562,0.09521884471,
560,435.3736877,560,23.90680313,560,0.1505193263,560,0.08732715249,560,0.09392789006,
558,434.1256104,558,22.77619171,558,0.1420490444,558,0.09129154682,558,0.0865438059,
556,432.9806824,556,22.93292809,556,0.1478589177,556,0.0764079541,556,0.07434829324,
554,430.9020996,554,22.17956352,554,0.1344180405,554,0.08870247006,554,0.07763751596,
552,433.8341675,552,22.31181335,552,0.1413189769,552,0.07578416914,552,0.07257275283,
550,432.5473633,550,21.59444427,550,0.1211688966,550,0.07778368145,550,0.07748050988,
548,430.9000854,548,21.7951107,548,0.1315927207,548,0.07031467557,548,0.0750207603,
546,433.2918091,546,21.32621574,546,0.1247477978,546,0.07298246771,546,0.07069908828,
544,424.4483337,544,20.67858505,544,0.1231644452,544,0.08063048869,544,0.06207188219,
542,424.0151367,542,20.50807571,542,0.1205045357,542,0.0706351772,542,0.06567469239,
540,425.5330505,540,20.44095993,540,0.1250763834,540,0.07677443326,540,0.06790183485,
538,428.711853,538,20.41214943,538,0.1167583838,538,0.07131165266,538,0.07562446594,
536,426.9654236,536,19.97215652,536,0.120059438,536,0.0629407838,536,0.0696285367,
534,426.9740601,534,20.60218811,534,0.1318011135,534,0.06893043965,534,0.06552959234,
532,429.9891357,532,19.94402504,532,0.1245648563,532,0.06348733604,532,0.06122479588,
530,428.7632446,530,20.3368187,530,0.1181786209,530,0.06197205558,530,0.0670587495,
528,427.0808716,528,20.47350121,528,0.1197659075,528,0.06785591692,528,0.06037897617,
526,427.781189,526,20.41893959,526,0.1107790992,526,0.06687694043,526,0.07018387318,
524,428.0079956,524,20.54826736,524,0.1206205338,524,0.05661093816,524,0.05561064556,
522,427.1573486,522,20.33130455,522,0.125744909,522,0.05319481716,522,0.05486818403,
520,426.8988953,520,20.8813839,520,0.1139342636,520,0.06357529014,520,0.06011617929,
518,428.0312195,518,20.58287811,518,0.1179011688,518,0.0688214004,518,0.05430589244,
516,427.4309998,516,20.92192459,516,0.121972464,516,0.06400024891,516,0.06026112288,
514,428.1161804,514,21.5715847,514,0.1211499795,514,0.06949950755,514,0.05659528449,
512,426.3317261,512,21.42617989,512,0.1197088659,512,0.05863149837,512,0.05583623424,
510,427.8632202,510,21.7268219,510,0.1181390956,510,0.06239619106,510,0.06492966413,
508,427.9006042,508,22.03488541,508,0.1158755422,508,0.05796593055,508,0.05294069275,
506,427.2845154,506,21.82851028,506,0.1079677045,506,0.05675635114,506,0.06085444614,
504,426.9395447,504,22.28400803,504,0.1194701046,504,0.06051846966,504,0.05575194955,
502,427.226593,502,22.53994942,502,0.1243014336,502,0.0533179976,502,0.05207009986,
500,426.422699,500,22.41675377,500,0.1094866544,500,0.05509253964,500,0.04309783131,
498,425.4580383,498,22.88234329,498,0.1136117727,498,0.05802188069,498,0.04401870817,
496,427.6356812,496,22.7630825,496,0.1103873923,496,0.05245095864,496,0.04873200506,
494,427.4882813,494,22.46522141,494,0.1119096726,494,0.05316613242,494,0.0468043685,
492,424.9431763,492,22.55260468,492,0.1149057895,492,0.04865376279,492,0.04073941708,
490,427.0396118,490,22.52178955,490,0.1194942296,490,0.05648820102,490,0.05025766417,
488,426.3154602,488,22.14008331,488,0.1103716418,488,0.05280464515,488,0.0410948284,
486,426.012146,486,21.50290108,486,0.1097222194,486,0.04594308883,486,0.04284277186,
484,425.7420654,484,20.79744339,484,0.108613275,484,0.03954288363,484,0.0441086404,
482,424.6253052,482,19.25364685,482,0.1005476564,482,0.04401139915,482,0.03765564039,
480,425.1544495,480,17.26413727,480,0.09470123053,480,0.05018597469,480,0.03150047734,
478,423.5394897,478,14.79864693,478,0.0898225978,478,0.04419707134,478,0.04738099128,
476,422.7330627,476,12.50842857,476,0.07816801965,476,0.04783522338,476,0.04554600641,
474,425.7964478,474,10.30586529,474,0.06845142692,474,0.04304131866,474,0.03690220416,
472,424.2486572,472,8.575754166,472,0.07162503153,472,0.03979708254,472,0.04935678467,
470,423.5795593,470,6.989627361,470,0.06564381719,470,0.04871473461,470,0.0410788469,
468,424.5838013,468,5.836769581,468,0.06162191927,468,0.04222689569,468,0.03377272189,
466,425.0081177,466,4.821116447,466,0.06064800546,466,0.03757326305,466,0.02635290474,
464,422.400238,464,4.115392208,464,0.05149979889,464,0.04070352763,464,0.04223154858,
462,423.7114868,462,3.52635932,462,0.05821382999,462,0.03672136366,462,0.03014272638,
460,424.3485107,460,3.15495944,460,0.04914532602,460,0.03831213713,460,0.04221457615,
458,422.848877,458,2.97821641,458,0.0494428277,458,0.03743559495,458,0.03097843379,
456,421.8216858,456,2.845123291,456,0.04602270946,456,0.0318284668,456,0.02675094269,
454,422.5825806,454,2.569556713,454,0.04804386199,454,0.0405607298,454,0.03082048148,
452,422.8937683,452,2.180400372,452,0.04245255142,452,0.03593018278,452,0.03492345661,
450,422.0125122,450,1.743988872,450,0.04291217029,450,0.03357353806,450,0.02662730031,
448,422.7523804,448,1.45122385,448,0.04407646134,448,0.0376647152,448,0.03613899276,
446,423.9269714,446,1.281181812,446,0.034450721,446,0.02915492468,446,0.03213434666,
444,421.5781555,444,1.23894453,444,0.03815096989,444,0.0354276225,444,0.02788093686,
442,420.5277405,442,1.225828528,442,0.03307787701,442,0.02595639415,442,0.0307881739,
440,422.1506653,440,1.219731808,440,0.04039572552,440,0.02736502141,440,0.03008726984,
438,423.3723755,438,1.218305588,438,0.03738543391,438,0.03467122093,438,0.03403895348,
436,421.7013855,436,1.23324883,436,0.02946209535,436,0.02632378042,436,0.02288028412,
434,421.2677612,434,1.246323466,434,0.03776722401,434,0.01905467734,434,0.0350295864,
432,425.1905823,432,1.226074576,432,0.02387396991,432,0.03267772123,432,0.03560701013,
430,424.9212341,430,1.229952693,430,0.03346417099,430,0.03691494465,430,0.02897511609,
428,423.7563171,428,1.246924877,428,0.03343622386,428,0.02819783427,428,0.02489856258,
426,425.0696716,426,1.19840312,426,0.03455251083,426,0.02812596783,426,0.02154153958,
424,426.3666992,424,1.20868361,424,0.03424977511,424,0.02640188299,424,0.02307894081,
422,425.9107666,422,1.259574294,422,0.0333885327,422,0.01649474166,422,0.02172239311,
420,425.4384155,420,1.240956187,420,0.02726134472,420,0.02996696532,420,0.0273418054,
418,426.9797363,418,1.235289216,418,0.03292268142,418,0.03121056966,418,0.03326085582,
416,428.5111084,416,1.227859855,416,0.03732571006,416,0.02706663311,416,0.02370113879,
414,427.9032288,414,1.221551061,414,0.03063254431,414,0.02987606637,414,0.01706858911,
412,428.5036926,412,1.235218287,412,0.02618490905,412,0.03029803373,412,0.03596544638,
410,430.5653687,410,1.216719031,410,0.04418739676,410,0.02595473826,410,0.02238971181,
408,427.9934082,408,1.249609828,408,0.0265516229,408,0.029779654,408,0.02576151676,
406,427.966156,406,1.209756017,406,0.0187291503,406,0.02704396285,406,0.01145797875,
404,430.5455322,404,1.22009027,404,0.02876819111,404,0.02803649753,404,0.02099694498,
402,429.0002747,402,1.251261234,402,0.02166457288,402,0.02740132995,402,0.02508288063,
400,426.5186768,400,1.248089552,400,0.05192236975,400,0.02536121756,400,0.03760514781,

Hole,
Hole
Collection Time: 17/11/2023 12:43:04 PM
Operator Name  :
Scan Software Version: 4.10(464)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        2000.00
Stop (nm)                         400.00
X Mode                            Nanometers
Y Mode                            %T
Independent NIR                   On
Measurement Mode                  Auto
UV-Vis Data Interval (nm)         2.00
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
NIR Scan Rate (nm/min)            1800.000
NIR Data Interval (nm)            3.00
NIR Ave. Time (sec)               0.100
NIR Energy                        3.00
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 17/11/2023 11:47:17 AM
Method Modifications:
X Start nm Changed: 17/11/2023 11:57:29 AM, Old: 800.00, New:2000.00
X Stop nm Changed: 17/11/2023 11:57:29 AM, Old: 200.00, New: 400.00
Idpt Control Changed: 17/11/2023 11:57:29 AM, Old:0, New:1
UVVIS Interval nm Changed: 17/11/2023 11:57:29 AM, Old:     1.00, New:     2.00
