calibration,,calibration,,
Wavelength (nm),%T,Wavelength (nm),%T,
427,58.98003006,427,59.06887817,
426,58.44761658,426,58.54045868,
425,57.89467239,425,57.98252869,
424,57.31922531,424,57.41701889,
423,56.76656342,423,56.85429382,
422,56.20099258,422,56.29269409,
421,55.62859726,421,55.71766663,
420,55.02225113,420,55.12120819,
419,54.41120911,419,54.50977707,
418,53.80455399,418,53.88491058,
417,53.15858078,417,53.26240158,
416,52.505867,416,52.60004425,
415,51.83157349,415,51.92294693,
414,51.118927,414,51.19700623,
413,50.37725067,413,50.47000504,
412,49.61234665,412,49.71891403,
411,48.79338837,411,48.87751007,
410,47.91056061,410,47.9968605,
409,46.96003342,409,47.05707169,
408,45.89276123,408,46.00899887,
407,44.73080444,407,44.82591248,
406,43.43238449,406,43.53467941,
405,41.94456482,405,42.05426407,
404,40.32350922,404,40.42172241,
403,38.44216919,403,38.54835892,
402,36.29940033,402,36.42745209,
401,33.88446808,401,33.98577499,
400,31.20462799,400,31.31604195,
,,399,28.36647034,
,,398,25.12038612,
,,397,21.74306297,
,,396,18.36719131,
,,395,15.03798676,
,,394,12.12416363,
,,393,9.818928719,
,,392,8.262042999,
,,391,7.463212967,
,,390,7.156150818,
,,389,7.060673237,
,,388,7.061292171,
,,387,7.08179903,
,,386,7.066870689,
,,385,7.09265852,
,,384,7.100269794,
,,383,7.09260273,
,,382,7.115557671,
,,381,7.115962982,
,,380,7.128670692,
,,379,7.134904861,
,,378,7.143884182,
,,377,7.150184155,
,,376,7.16053772,
,,375,7.166258812,
,,374,7.171616554,
,,373,7.19570303,
,,372,7.191392899,
,,371,7.195251465,
,,370,7.211437702,
,,369,7.211275578,
,,368,7.22803688,
,,367,7.237809181,
,,366,7.245501995,
,,365,7.252554417,
,,364,7.270507336,
,,363,7.272271633,
,,362,7.274725437,
,,361,7.29528141,
,,360,7.301216602,
,,359,7.31120348,
,,358,7.334755421,
,,357,7.331456184,
,,356,7.349415779,
,,355,7.36792326,
,,354,7.37066412,
,,353,7.390764236,
,,352,7.395374775,
,,351,7.412853718,
,,350,7.412786961,
,,349,5.306992531,
,,348,5.302043438,
,,347,5.297197819,
,,346,5.306348801,
,,345,5.284039497,
,,344,5.272943497,
,,343,5.27832365,
,,342,5.271304607,
,,341,5.256987095,
,,340,5.266474724,
,,339,5.264613628,
,,338,5.275914192,
,,337,5.270462513,
,,336,5.275295734,
,,335,5.282877922,
,,334,5.274912357,
,,333,5.280914307,
,,332,5.292673588,
,,331,5.295676231,
,,330,5.305917263,
,,329,5.306381702,
,,328,5.323961258,
,,327,5.317855835,
,,326,5.33425951,
,,325,5.335961819,
,,324,5.3492589,
,,323,5.358323097,
,,322,5.355484962,
,,321,5.377587795,
,,320,5.37817049,
,,319,5.385987282,
,,318,5.396297932,
,,317,5.410267353,
,,316,5.410689354,
,,315,5.425071716,
,,314,5.427791595,
,,313,5.428955078,
,,312,5.444097996,
,,311,5.450519085,
,,310,5.452403545,
,,309,5.459907055,
,,308,5.469563484,
,,307,5.470723152,
,,306,5.480240822,
,,305,5.472396851,
,,304,5.48638773,
,,303,5.481003761,
,,302,5.504725456,
,,301,5.477186203,
,,300,5.460616589,

calibration,
calibration
Collection Time: 20/11/2023 11:08:45 AM
Operator Name  :
Scan Software Version: 4.10(464)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        1600.00
Stop (nm)                         400.00
X Mode                            Nanometers
Y Mode                            %T
Independent NIR                   On
Measurement Mode                  Auto
UV-Vis Scan Rate (nm/min)         600.000
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
NIR Scan Rate (nm/min)            1200.000
NIR Data Interval (nm)            2.00
NIR Ave. Time (sec)               0.100
NIR Energy                        3.00
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 20/11/2023 10:56:02 AM
Method Modifications:
X Start nm Changed: 20/11/2023 11:08:07 AM, Old: 800.00, New:1600.00
X Stop nm Changed: 20/11/2023 11:08:07 AM, Old: 200.00, New: 400.00
Y mode Changed: 20/11/2023 11:08:07 AM, Old:Abs, New:%T
Idpt Control Changed: 20/11/2023 11:08:07 AM, Old:0, New:1
NIR Scan Rate nm Changed: 20/11/2023 11:08:07 AM, Old:  600.000, New: 1200.000
NIR Interval nm Changed: 20/11/2023 11:08:07 AM, Old:     1.00, New:     2.00
Storage Changed: 20/11/2023 11:08:07 AM, Old:1, New:0
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 19.95
<Slit height> , Full
<Current Wavelength> , 400.00

calibration,
calibration
Collection Time: 20/11/2023 11:15:04 AM
Operator Name  :
Scan Software Version: 4.10(464)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        1600.00
Stop (nm)                         300.00
X Mode                            Nanometers
Y Mode                            %T
Independent NIR                   On
Measurement Mode                  Auto
UV-Vis Scan Rate (nm/min)         600.000
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
NIR Scan Rate (nm/min)            1200.000
NIR Data Interval (nm)            2.00
NIR Ave. Time (sec)               0.100
NIR Energy                        3.00
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 20/11/2023 10:56:02 AM
Method Modifications:
X Start nm Changed: 20/11/2023 11:08:07 AM, Old: 800.00, New:1600.00
X Stop nm Changed: 20/11/2023 11:08:07 AM, Old: 200.00, New: 400.00
Y mode Changed: 20/11/2023 11:08:07 AM, Old:Abs, New:%T
Idpt Control Changed: 20/11/2023 11:08:07 AM, Old:0, New:1
NIR Scan Rate nm Changed: 20/11/2023 11:08:07 AM, Old:  600.000, New: 1200.000
NIR Interval nm Changed: 20/11/2023 11:08:07 AM, Old:     1.00, New:     2.00
Storage Changed: 20/11/2023 11:08:07 AM, Old:1, New:0
X Stop nm Changed: 20/11/2023 11:14:47 AM, Old: 400.00, New: 300.00
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 45.71
<Slit height> , Full
<Current Wavelength> , 300.00

