FePS3,,NiPS3,,CrPS4,,MnPS3,,Hole,,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,
1262,6.96309042,1262,6.485404015,1262,5.074973583,1262,5.754330158,1262,12.64575291,
1260,6.941732883,1260,6.481370449,1260,5.104699135,1260,5.691706181,1260,12.64645004,
1258,6.842387676,1258,6.483394623,1258,5.167689323,1258,5.680427551,1258,12.66292477,
1256,6.835412025,1256,6.444179058,1256,5.189783096,1256,5.693147182,1256,12.7199707,
1254,6.833267212,1254,6.337653637,1254,5.184034824,1254,5.784072876,1254,12.7045927,
1252,6.901700974,1252,6.343259811,1252,5.167519569,1252,5.754288197,1252,12.69589329,
1250,6.918071747,1250,6.356880665,1250,5.087162971,1250,5.732902527,1250,12.63326073,
1248,6.908352852,1248,6.4694314,1248,5.071007252,1248,5.668373108,1248,12.56434345,
1246,6.893751144,1246,6.466545105,1246,5.088567734,1246,5.639328957,1246,12.5557766,
1244,6.799427509,1244,6.476338387,1244,5.137224197,1244,5.695205688,1244,12.57191753,
1242,6.786075115,1242,6.434042931,1242,5.177518845,1242,5.765515327,1242,12.62010193,
1240,6.782584667,1240,6.330944061,1240,5.15933609,1240,5.808784962,1240,12.61239243,
1238,6.847113609,1238,6.326560497,1238,5.160533905,1238,5.74064827,1238,12.5983057,
1236,6.869210243,1236,6.340740681,1236,5.066644192,1236,5.686490059,1236,12.53960991,
1234,6.860575676,1234,6.404759884,1234,5.06141901,1234,5.673385143,1234,12.46760082,
1232,6.84759903,1232,6.45050478,1232,5.064146042,1232,5.675705433,1232,12.44890213,
1230,6.758951187,1230,6.441455841,1230,5.113859177,1230,5.717257977,1230,12.45214367,
1228,6.735793591,1228,6.433854103,1228,5.158650875,1228,5.745225906,1228,12.49598312,
1226,6.727925777,1226,6.320264339,1226,5.144747257,1226,5.731714725,1226,12.47743225,
1224,6.780826092,1224,6.308616638,1224,5.152003288,1224,5.72978878,1224,12.45235348,
1222,6.802327156,1222,6.308419228,1222,5.057958603,1222,5.719231606,1222,12.38975811,
1220,6.790034294,1220,6.376801491,1220,5.051918507,1220,5.730043411,1220,12.30011654,
1218,6.772922039,1218,6.407310009,1218,5.042700291,1218,5.670485497,1218,12.27485085,
1216,6.689748287,1216,6.379547596,1216,5.091239452,1216,5.655382633,1216,12.25961876,
1214,6.661876202,1214,6.373719692,1214,5.121435165,1214,5.672462463,1214,12.29255676,
1212,6.659258366,1212,6.245529652,1212,5.105588913,1212,5.730519772,1212,12.28205299,
1210,6.700059891,1210,6.235460758,1210,5.1028409,1210,5.768377304,1210,12.26695156,
1208,6.736810684,1208,6.235539436,1208,5.022261143,1208,5.726234436,1208,12.23715687,
1206,6.731756687,1206,6.291945934,1206,5.008491039,1206,5.703125954,1206,12.16549301,
1204,6.728164673,1204,6.342748642,1204,4.995164871,1204,5.621292114,1204,12.16148758,
1202,6.669971466,1202,6.325975895,1202,5.041842937,1202,5.66805315,1202,12.15787792,
1200,6.642649174,1200,6.329140663,1200,5.068320274,1200,5.717132568,1200,12.19861317,
1198,6.939370155,1198,6.242294788,1198,4.964815617,1198,5.629163265,1198,12.63411045,
1196,6.869364738,1196,6.210198402,1196,5.054824352,1196,5.574611664,1196,12.76809597,
1194,6.879333973,1194,6.150967598,1194,5.058563709,1194,5.518411636,1194,12.86439896,
1192,6.886576176,1192,6.04470396,1192,5.072484016,1192,5.633555889,1192,12.87678146,
1190,6.989582539,1190,6.063924313,1190,5.03644371,1190,5.697649002,1190,12.87779236,
1188,7.022158146,1188,6.092956066,1188,4.953253269,1188,5.738584995,1188,12.82235241,
1186,7.022555828,1186,6.195757389,1186,4.92288208,1186,5.677357197,1186,12.75052547,
1184,7.011057377,1184,6.183848381,1184,4.938586712,1184,5.536062717,1184,12.75258541,
1182,6.906921387,1182,6.167814255,1182,5.018102169,1182,5.547525883,1182,12.78882885,
1180,6.905784607,1180,6.091293812,1180,5.049685955,1180,5.547715664,1180,12.87025261,
1178,6.91853857,1178,5.984838963,1178,5.056548595,1178,5.660580635,1178,12.87469006,
1176,7.016618729,1176,6.014934063,1176,5.04044199,1176,5.650284767,1176,12.87417984,
1174,7.055635929,1174,6.029170513,1174,4.95828104,1174,5.680574417,1174,12.82379913,
1172,7.058990955,1172,6.152956486,1172,4.935144901,1172,5.669407368,1172,12.75457478,
1170,7.056740761,1170,6.136296272,1170,4.972767353,1170,5.590393543,1170,12.75589275,
1168,6.957043171,1168,6.136702538,1168,5.028232098,1168,5.537651062,1168,12.78120995,
1166,6.944038868,1166,6.071393013,1166,5.0739007,1166,5.49069643,1166,12.84899712,
1164,6.954814434,1164,5.953865528,1164,5.064828396,1164,5.602142811,1164,12.86905003,
1162,7.045319557,1162,5.982491493,1162,5.058181763,1162,5.687154293,1162,12.86354542,
1160,7.101438046,1160,6.003877163,1160,4.962815285,1160,5.747523308,1160,12.82618618,
1158,7.104259014,1158,6.128065109,1158,4.948513508,1158,5.676121712,1158,12.74382591,
1156,7.108451366,1156,6.127009392,1156,4.971930981,1156,5.525250912,1156,12.74393654,
1154,7.011889458,1154,6.126971245,1154,5.016366482,1154,5.461970806,1154,12.75597477,
1152,6.990367889,1152,6.069164276,1152,5.079722881,1152,5.526495934,1152,12.82871246,
1150,6.998671532,1150,5.97800684,1150,5.05903101,1150,5.663209438,1150,12.83003044,
1148,7.073493481,1148,5.998888493,1148,5.072118282,1148,5.705074787,1148,12.82697868,
1146,7.132589817,1146,6.005410671,1146,4.969408512,1146,5.671392441,1146,12.78214169,
1144,7.138995647,1144,6.129897118,1144,4.961198807,1144,5.630597115,1144,12.68989182,
1142,7.14032793,1142,6.132819653,1142,4.96422863,1142,5.535258293,1142,12.68562222,
1140,7.063853741,1140,6.154249191,1140,5.026247025,1140,5.499980927,1140,12.70680141,
1138,7.050853729,1138,6.143657207,1138,5.118851185,1138,5.542357445,1138,12.80704403,
1136,7.044096947,1136,6.034541607,1136,5.097945213,1136,5.619102478,1136,12.78466129,
1134,7.104795456,1134,6.02341795,1134,5.109968662,1134,5.706963539,1134,12.77291584,
1132,7.174002171,1132,6.043535709,1132,5.020870209,1132,5.685182095,1132,12.74301529,
1130,7.194487095,1130,6.177947521,1130,5.031832218,1130,5.628414631,1130,12.66830444,
1128,7.204233646,1128,6.217494011,1128,5.027524948,1128,5.484334469,1128,12.65525532,
1126,7.115305424,1126,6.216323853,1126,5.091291904,1126,5.496279716,1126,12.66225719,
1124,7.073716164,1124,6.198674679,1124,5.15818119,1124,5.594079494,1124,12.72631264,
1122,7.078365326,1122,6.067539215,1122,5.157179832,1122,5.661831856,1122,12.73440838,
1120,7.141151905,1120,6.07113409,1120,5.154407978,1120,5.661626339,1120,12.72278595,
1118,7.23099947,1118,6.107437134,1118,5.078934669,1118,5.5771842,1118,12.70848942,
1116,7.234949589,1116,6.222332001,1116,5.051615715,1116,5.6031847,1116,12.61176872,
1114,7.242082119,1114,6.269214153,1114,5.036282539,1114,5.538998127,1114,12.61314201,
1112,7.179840565,1112,6.265919685,1112,5.102916718,1112,5.560206413,1112,12.62057018,
1110,7.136832237,1110,6.264980316,1110,5.159620762,1110,5.549801826,1110,12.69706917,
1108,7.147835255,1108,6.121103764,1108,5.16322279,1108,5.592151165,1108,12.72214222,
1106,7.200940609,1106,6.14601469,1106,5.148208618,1106,5.636553288,1106,12.71579266,
1104,7.289451599,1104,6.172815323,1104,5.088243008,1104,5.587314606,1104,12.68805885,
1102,7.295650959,1102,6.279641151,1102,5.028998375,1102,5.596150875,1102,12.58800793,
1100,7.296867847,1100,6.324655533,1100,5.03213501,1100,5.547078133,1100,12.5702486,
1098,7.238647461,1098,6.306351662,1098,5.083111286,1098,5.587120533,1098,12.57065201,
1096,7.181976795,1096,6.322729588,1096,5.145191193,1096,5.527734756,1096,12.63425636,
1094,7.190982342,1094,6.168865204,1094,5.157447815,1094,5.510213852,1094,12.64909554,
1092,7.231842518,1092,6.203132153,1092,5.137091637,1092,5.556995392,1092,12.63828278,
1090,7.325164795,1090,6.203580856,1090,5.104650021,1090,5.623182774,1090,12.62343979,
1088,7.328586102,1088,6.290376186,1088,5.025650978,1088,5.664761066,1088,12.52504539,
1086,7.337216377,1086,6.350150108,1086,5.038324356,1086,5.558940887,1086,12.50414085,
1084,7.291836262,1084,6.339525223,1084,5.055199146,1084,5.4940238,1084,12.49535179,
1082,7.222541332,1082,6.35161829,1082,5.122218609,1082,5.47508955,1082,12.5378561,
1080,7.229469776,1080,6.218468666,1080,5.122889042,1080,5.552945137,1080,12.56800747,
1078,7.256170273,1078,6.224761009,1078,5.103686333,1078,5.597554684,1078,12.55653381,
1076,7.357756615,1076,6.226892471,1076,5.070109367,1076,5.616352558,1076,12.53676701,
1074,7.364405155,1074,6.320345402,1074,4.982561588,1074,5.622750282,1074,12.44624901,
1072,7.370260239,1072,6.360048294,1072,4.992730618,1072,5.546039581,1072,12.41797447,
1070,7.331821442,1070,6.376360416,1070,4.981172085,1070,5.454657078,1070,12.4065094,
1068,7.247869015,1068,6.36709547,1068,5.063893795,1068,5.45216465,1068,12.4403429,
1066,7.255004883,1066,6.257633209,1066,5.05760479,1066,5.553251266,1066,12.47540569,
1064,7.277131081,1064,6.241127491,1064,5.050840378,1064,5.638451099,1064,12.45542431,
1062,7.373885155,1062,6.238656044,1062,5.020503044,1062,5.6104002,1062,12.43363571,
1060,7.392419815,1060,6.320715904,1060,4.932126045,1060,5.537946701,1060,12.35132408,
1058,7.384663105,1058,6.385007381,1058,4.938829422,1058,5.517886639,1058,12.30508041,
1056,7.353022099,1056,6.408860683,1056,4.932228565,1056,5.497044086,1056,12.28931332,
1054,7.270223618,1054,6.402639389,1054,5.016513348,1054,5.529620647,1054,12.31974792,
1052,7.273389339,1052,6.323357582,1052,4.995889187,1052,5.538508415,1052,12.34277153,
1050,7.285346985,1050,6.2878685,1050,4.992397308,1050,5.579986572,1050,12.3199892,
1048,7.375115871,1048,6.306306362,1048,4.952100277,1048,5.572113514,1048,12.30077267,
1046,7.384182453,1046,6.373169422,1046,4.868123531,1046,5.556149483,1046,12.21970749,
1044,7.378749371,1044,6.457312584,1044,4.857357025,1044,5.568962097,1044,12.16595078,
1042,7.358522892,1042,6.474915981,1042,4.855653763,1042,5.527416229,1042,12.14877129,
1040,7.269503117,1040,6.472559929,1040,4.926176071,1040,5.513604164,1040,12.1622982,
1038,7.268274784,1038,6.41168499,1038,4.918278217,1038,5.47967577,1038,12.18165016,
1036,7.276976109,1036,6.372297764,1036,4.925123215,1036,5.563609123,1036,12.1612215,
1034,7.350320339,1034,6.406134605,1034,4.890202522,1034,5.598377228,1034,12.13838863,
1032,7.362716675,1032,6.454576015,1032,4.832259655,1032,5.601885319,1032,12.07041264,
1030,7.359478474,1030,6.550685406,1030,4.829003334,1030,5.550596237,1030,12.01147556,
1028,7.339497566,1028,6.564226627,1028,4.850667,1028,5.472182751,1028,11.98396587,
1026,7.253314018,1026,6.572385788,1026,4.908927441,,,1026,11.98225117,
1024,7.243289948,1024,6.529130936,1024,4.925067902,,,1024,11.99736118,
1022,7.2415061,1022,6.485913754,1022,4.928032875,,,1022,11.9719429,
1020,7.299475193,1020,6.516721725,1020,4.905518055,,,1020,11.94676208,
1018,7.315534592,1018,6.554919243,1018,4.847486496,,,1018,11.88462639,
1016,7.301741123,1016,6.657659054,1016,4.835489273,,,1016,11.81866455,
1014,7.28801775,1014,6.661821365,1014,4.840756416,,,1014,11.78883171,
1012,7.210803032,1012,6.679788113,1012,4.873783112,,,1012,11.78057766,
1010,7.191757202,1010,6.645508289,1010,4.894197464,,,1010,11.78166199,
1008,7.184040546,1008,6.590904236,1008,4.886257648,,,1008,11.75344849,
1006,7.221359253,1006,6.612869263,1006,4.878981113,,,1006,11.72270584,
1004,7.230121613,1004,6.649254799,1004,4.830789566,,,1004,11.66682625,
1002,7.216858864,1002,6.751832485,1002,4.825565815,,,1002,11.60047531,
1000,7.199288845,1000,6.760742664,1000,4.834061146,,,1000,11.56999016,
998,7.128352165,998,6.781279087,998,4.873411179,,,998,11.54542637,
996,7.107831478,996,6.758880615,996,4.903913975,,,996,11.54338837,
994,7.093144417,994,6.715685844,994,4.897666454,,,994,11.5196352,
992,7.111161232,992,6.73154974,992,4.899950027,,,992,11.48914433,
990,7.119989395,990,6.766262054,990,4.851551533,,,990,11.45043182,
988,7.099142075,988,6.842578888,988,4.834155083,,,988,11.38530064,
986,7.084622383,986,6.853963375,986,4.822311878,,,986,11.35992908,
984,7.030344009,984,6.860984802,984,4.83552742,,,984,11.34070301,
982,7.001192093,982,6.837811947,982,4.84531641,,,982,11.34776402,
980,6.987366199,980,6.795030117,980,4.829908848,,,980,11.34029675,
978,7.001981735,978,6.801277161,978,4.823662758,,,978,11.32731628,
976,7.017755508,976,6.82585001,976,4.788266659,,,976,11.30788898,
974,7.01264286,974,6.88116312,974,4.77778101,,,974,11.26329803,
972,7.004770756,972,6.902121067,972,4.775972843,,,972,11.24680233,
970,6.969204426,970,6.906015396,970,4.794435978,,,970,11.24301815,
968,6.941828728,968,6.899374962,968,4.812603951,,,968,11.260396,
966,6.932784557,966,6.873394489,966,4.811094761,,,966,11.25980949,
964,6.946804523,964,6.874614239,964,4.799358368,,,964,11.25707817,
962,6.961141586,962,6.886615753,962,4.768030643,,,962,11.24799538,
960,6.957900524,960,6.922080517,960,4.74333477,,,960,11.21281528,
958,6.955121994,958,6.937055111,958,4.726893425,,,958,11.20836258,
956,6.926764488,956,6.93891573,956,4.72825861,,,956,11.20989513,
954,6.901568413,954,6.932867527,954,4.739433765,,,954,11.24058342,
952,6.899682999,952,6.904457569,952,4.734464169,,,952,11.25918102,
950,6.915409088,950,6.899559498,950,4.728268623,,,950,11.26884556,
948,6.937121391,948,6.909674644,948,4.710915089,,,948,11.27149773,
946,6.94405365,946,6.937502384,946,4.698681831,,,946,11.25324821,
944,6.939777851,944,6.956357002,944,4.702826977,,,944,11.25531578,
942,6.915794373,942,6.951983452,942,4.720095158,,,942,11.26923943,
940,6.890584469,940,6.954478264,940,4.747279644,,,940,11.30331993,
938,6.887116432,938,6.918083668,938,4.754211903,,,938,11.32505226,
936,6.900910854,936,6.913772106,936,4.757810593,,,936,11.34709454,
934,6.933244228,934,6.94451189,934,4.751909733,,,934,11.36545181,
932,6.928842545,932,6.99911499,932,4.741453171,,,932,11.35911274,
930,6.924226761,930,7.061821938,930,4.745049,,,930,11.36381149,
928,6.901569843,928,7.155072689,928,4.761558533,,,928,11.38731956,
926,6.87116766,926,7.300517082,926,4.803846359,,,926,11.43202019,
924,6.865171432,924,7.59081316,924,4.852044106,,,924,11.48020077,
922,6.86836338,922,7.887423992,922,4.93951273,,,922,11.51983738,
920,6.946401119,920,8.356092453,920,5.120405197,,,920,11.59136295,
918,7.114549637,918,8.82890892,918,5.421676636,,,918,11.70463181,
916,7.41981411,916,9.583652496,916,5.83654356,,,916,11.88084888,
914,7.742427349,914,10.35224533,914,6.410074234,,,914,12.10918045,
912,7.835666656,912,10.71936226,912,6.613429546,,,912,12.18972969,
910,7.824437141,910,10.81729698,910,6.614953995,,,910,12.17987537,
908,7.835164547,908,10.76525497,908,6.591697693,,,908,12.17861652,
906,7.936895847,906,10.70144367,906,6.620560646,,,906,12.17273235,
904,7.917787075,904,10.58549213,904,6.652352333,,,904,12.18681812,
902,7.898001194,902,10.52428818,902,6.600826263,,,902,12.16795921,
900,7.818068027,900,10.48011303,900,6.57331562,,,900,12.14780045,
898,7.688459873,898,10.48607349,898,6.475178242,,,898,12.11986065,
896,7.67095232,896,10.52571964,896,6.484862328,,,896,12.11176205,
894,7.660003185,894,10.5087347,894,6.434418201,,,894,12.11344337,
892,7.758153915,892,10.44685364,892,6.467799187,,,892,12.11170959,
890,7.747135162,890,10.36629963,890,6.47405529,,,890,12.12336445,
888,7.706467628,888,10.26392269,888,6.44173336,,,888,12.10540009,
886,7.636763096,886,10.23029995,886,6.398853779,,,886,12.09021473,
884,7.480491638,884,10.20769596,884,6.313580513,,,884,12.06757927,
882,7.453875065,882,10.23337936,882,6.317263603,,,882,12.06095505,
880,7.422746658,880,10.22535515,880,6.272863388,,,880,12.05835247,
878,7.502047539,878,10.1626482,878,6.300373554,,,878,12.05799675,
876,7.479403973,876,10.10124493,876,6.294527054,,,876,12.07095623,
874,7.432869911,874,9.977805138,874,6.285909653,,,874,12.05213165,
872,7.348497868,872,9.972585678,872,6.247595787,,,872,12.04429054,
870,7.166558266,870,9.938991547,870,6.175508022,,,870,12.02681065,
868,7.120632172,868,9.966194153,868,6.146514416,,,868,12.01203251,
866,7.074627399,866,9.973695755,866,6.13799572,,,866,12.01988792,
864,7.136398315,864,9.937321663,864,6.143964767,,,864,12.0184927,
862,7.108913422,862,9.872670174,862,6.150100231,,,862,12.0297575,
860,7.032344341,860,9.726389885,860,6.146060944,,,860,12.02640438,
858,6.9445467,858,9.739824295,858,6.087166309,,,858,12.0180397,
856,6.768098354,856,9.691298485,856,6.01993084,,,856,12.00568485,
854,6.715780258,854,9.716768265,854,5.965779305,,,854,11.98911667,
852,6.652047634,852,9.713724136,852,5.955487728,,,852,11.99244499,
850,6.692418575,850,9.655261993,850,5.9209795,,,850,11.99891567,
848,6.668128967,848,9.572987556,848,5.97081995,,,848,12.01454544,
846,6.587260246,846,9.455830574,846,5.941882133,,,846,12.00116158,
844,6.520177364,844,9.450990677,844,5.881442547,,,844,12.00762653,
842,6.329043865,842,9.398918152,842,5.797045708,,,842,11.98635101,
840,6.263936996,840,9.411067009,840,5.737775803,,,840,11.98598003,
838,6.208797932,838,9.402523041,838,5.736833572,,,838,11.98001289,
836,6.238727093,836,9.342887878,836,5.668828011,,,836,11.98847294,
834,6.195511818,834,9.272254944,834,5.747904778,,,834,11.99794197,
832,6.131349087,832,9.160993576,832,5.680858612,,,832,11.98941326,
830,6.064759254,830,9.100462914,830,5.636948109,,,830,11.98259544,
828,5.891332626,828,9.057472229,828,5.534470081,,,828,11.96794796,
826,5.798448086,826,9.043561935,826,5.475495815,,,826,11.95395088,
824,5.738797188,824,9.048433304,824,5.470956326,,,824,11.95816708,
822,5.757550716,822,8.971457481,822,5.404488564,,,822,11.95527363,
820,5.744337082,820,8.901147842,820,5.448173046,,,820,11.97171593,
818,5.684113026,818,8.767277718,818,5.362134933,,,818,11.95246696,
816,5.629814625,816,8.692340851,816,5.340169907,,,816,11.93418694,
814,5.449493408,814,8.647839546,814,5.221927166,,,814,11.92662811,
812,5.379318237,812,8.602921486,812,5.160104752,,,812,11.90675926,
810,5.328953266,810,8.587015152,810,5.096831799,,,810,11.89478016,
808,5.353373528,808,8.480463028,808,5.052174568,,,808,11.90686989,
806,5.361395836,806,8.350963593,806,5.060142517,,,806,11.88845444,
804,5.31183815,804,8.230091095,804,4.976925373,,,804,11.89726925,
802,5.255446911,802,8.160094261,802,4.93830204,,,802,11.86079597,
800,5.135745525,800,8.070228577,800,4.81137991,,,800,11.8422308,
799,4.247864246,799,5.610321045,799,3.571566105,,,799,10.8724184,
798,4.216344833,798,5.599781036,798,3.56500268,,,798,10.89110661,
797,4.178943634,797,5.57217741,797,3.587803364,,,797,10.90520096,
796,4.143032551,796,5.501862049,796,3.573282719,,,796,10.92678165,
795,4.152523518,795,5.476878166,795,3.558031082,,,795,10.93421841,
794,4.133048058,794,5.448714733,794,3.538608551,,,794,10.94861889,
793,4.107686996,793,5.460356712,793,3.499630451,,,793,10.90534496,
792,4.088392258,792,5.464512348,792,3.483180761,,,792,10.88599777,
791,4.040585041,791,5.446069241,791,3.476007938,,,791,10.90110016,
790,4.010806561,790,5.408053398,790,3.487329245,,,790,10.93196297,
789,3.989347935,789,5.358234406,789,3.484783649,,,789,10.95231056,
788,3.99181366,788,5.322320461,788,3.466363192,,,788,10.96632862,
787,3.97606945,787,5.30819273,787,3.450627565,,,787,10.96054935,
786,3.948903799,786,5.303068161,786,3.405256271,,,786,10.92967129,
785,3.930272579,785,5.314263821,785,3.395924807,,,785,10.92729759,
784,3.887419701,784,5.295372963,784,3.394366503,,,784,10.91424084,
783,3.853769541,783,5.276140213,783,3.395920277,,,783,10.96851349,
782,3.836852789,782,5.220119476,782,3.390343428,,,782,10.98388481,
781,3.832109213,781,5.171820164,781,3.380351543,,,781,10.99540997,
780,3.823893547,780,5.163002014,780,3.364215851,,,780,10.99416733,
779,3.803361654,779,5.153107643,779,3.329016209,,,779,10.96126175,
778,3.785610914,778,5.168701649,778,3.320937157,,,778,10.96637917,
777,3.742553949,777,5.149944305,777,3.309161186,,,777,10.97254944,
776,3.715308428,776,5.13952446,776,3.318241596,,,776,11.00199032,
775,3.693095207,775,5.079452991,775,3.31871295,,,775,11.03638458,
774,3.690697193,774,5.029561043,774,3.306810856,,,774,11.05114365,
773,3.681584835,773,5.010515213,773,3.298909903,,,773,11.0624342,
772,3.658947706,772,5.003403664,772,3.264879465,,,772,11.01900005,
771,3.64335227,771,5.021467209,771,3.25830245,,,771,11.02506256,
770,3.613456011,770,5.005936623,770,3.255618811,,,770,11.03568745,
769,3.577957392,769,4.989788055,769,3.262353659,,,769,11.0633173,
768,3.562646627,768,4.94965601,768,3.266692162,,,768,11.099123,
767,3.549467325,767,4.891750813,767,3.256512403,,,767,11.10383892,
766,3.55585289,766,4.870059967,766,3.249204159,,,766,11.11378384,
765,3.532705069,765,4.873063564,765,3.211169004,,,765,11.09072685,
764,3.521676064,764,4.888324261,764,3.207448006,,,764,11.08398438,
763,3.487481594,763,4.871798515,763,3.198832989,,,763,11.0997982,
762,3.465679646,762,4.859587193,762,3.21135807,,,762,11.13843346,
761,3.448904753,761,4.821504593,761,3.217640877,,,761,11.16523361,
760,3.439778566,760,4.758760929,760,3.204836369,,,760,11.18950748,
759,3.440480232,759,4.741893768,759,3.202093363,,,759,11.20277309,
758,3.425132036,758,4.739977837,758,3.171174288,,,758,11.16603851,
757,3.417047501,757,4.76157999,757,3.157341003,,,757,11.16451454,
756,3.387561083,756,4.748321056,756,3.155557871,,,756,11.1899147,
755,3.363438606,755,4.738924503,755,3.158890009,,,755,11.21837902,
754,3.345368862,754,4.700517654,754,3.162537813,,,754,11.25238037,
753,3.341798782,753,4.640544415,753,3.161185265,,,753,11.2658186,
752,3.340464354,752,4.629149437,752,3.153328896,,,752,11.28408718,
751,3.332392931,751,4.620597363,751,3.131025553,,,751,11.27876377,
750,3.315641642,750,4.643877983,750,3.104653835,,,750,11.26733685,
749,3.296333075,749,4.633099079,749,3.103404045,,,749,11.276371,
748,3.269721508,748,4.612082958,748,3.114789009,,,748,11.30880833,
747,3.260158777,747,4.593456268,747,3.120174885,,,747,11.36674976,
746,3.248326063,746,4.529744148,746,3.115990639,,,746,11.37455368,
745,3.255221367,745,4.51785326,745,3.104003191,,,745,11.38399982,
744,3.245090723,744,4.509505749,744,3.085167408,,,744,11.37601089,
743,3.233486414,743,4.529635429,743,3.065526247,,,743,11.37207317,
742,3.216444254,742,4.526503086,742,3.063322067,,,742,11.38352489,
741,3.198459625,741,4.511816025,741,3.072402,,,741,11.41459084,
740,3.178179979,740,4.502646446,740,3.087449312,,,740,11.46642303,
739,3.171944141,739,4.441535473,739,3.085823774,,,739,11.50359726,
738,3.185870886,738,4.431032658,738,3.080207825,,,738,11.51120377,
737,3.170431376,737,4.419309616,737,3.060232162,,,737,11.50959015,
736,3.164282084,736,4.441268444,736,3.047770739,,,736,11.49954414,
735,3.153585672,735,4.442612171,735,3.050221443,,,735,11.50880241,
734,3.126770258,734,4.434511185,734,3.052296877,,,734,11.54337406,
733,3.116373777,733,4.426727295,733,3.074763775,,,733,11.59137535,
732,3.10549283,732,4.365623951,732,3.070058584,,,732,11.62211514,
731,3.118046761,731,4.361196041,731,3.076227427,,,731,11.63536167,
730,3.114188433,730,4.350799561,730,3.065711021,,,730,11.65960789,
729,3.104580641,729,4.378222466,729,3.042075157,,,729,11.63842487,
728,3.089096308,728,4.38024044,728,3.053846836,,,728,11.65625572,
727,3.069388628,727,4.374203682,727,3.060014963,,,727,11.69727707,
726,3.053556681,726,4.366809845,726,3.092545033,,,726,11.750103,
725,3.058133364,725,4.315913677,725,3.088413715,,,725,11.77836418,
724,3.062426567,724,4.303076267,724,3.098836899,,,724,11.79055977,
723,3.062797785,723,4.292329311,723,3.087720633,,,723,11.81769753,
722,3.056167841,722,4.318234921,722,3.070391893,,,722,11.8075943,
721,3.048870325,721,4.325376034,721,3.082401037,,,721,11.81996727,
720,3.02772975,720,4.320937634,720,3.087704897,,,720,11.84778786,
719,3.017966032,719,4.303992271,719,3.116989136,,,719,11.9080286,
718,3.014929771,718,4.258003712,718,3.122969389,,,718,11.9335928,
717,3.020374775,717,4.240894794,717,3.132720232,,,717,11.95704937,
716,3.024295807,716,4.225666523,716,3.129566908,,,716,11.98187447,
715,3.021557331,715,4.242058277,715,3.114137173,,,715,11.96079159,
714,3.019506216,714,4.251592159,714,3.122992992,,,714,11.9835186,
713,2.997208595,713,4.250566483,713,3.132659674,,,713,12.0088644,
712,2.985933065,712,4.230632305,712,3.16275692,,,712,12.05499458,
711,2.983330011,711,4.180089474,711,3.172016859,,,711,12.0916996,
710,2.987179518,710,4.154740334,710,3.183327913,,,710,12.12322903,
709,2.997922421,709,4.141927719,709,3.177114248,,,709,12.13542938,
708,2.993124485,708,4.149820805,708,3.16900301,,,708,12.11776829,
707,2.992696285,707,4.174482346,707,3.173371077,,,707,12.14274502,
706,2.969473362,706,4.151567459,706,3.185851097,,,706,12.15723324,
705,2.958250999,705,4.140156269,705,3.218087673,,,705,12.21666622,
704,2.957396269,704,4.090961456,704,3.230726004,,,704,12.2513752,
703,2.964020729,703,4.061236858,703,3.238325596,,,703,12.27058029,
702,2.968327045,702,4.052978039,702,3.239446163,,,702,12.29592896,
701,2.967852831,701,4.058338165,701,3.230459213,,,701,12.27129078,
700,2.958752394,700,4.077589035,700,3.239842892,,,700,12.27660942,
699,2.939323187,699,4.064400196,699,3.246994734,,,699,12.27777386,
698,2.928038597,698,4.045461655,698,3.279290676,,,698,12.33408833,
697,2.921720505,697,4.003803253,697,3.302215338,,,697,12.3610239,
696,2.930946827,696,3.982961178,696,3.307905674,,,696,12.38003826,
695,2.934717655,695,3.979489326,695,3.318790674,,,695,12.39513874,
694,2.9285326,694,3.985271215,694,3.30071187,,,694,12.36800861,
693,2.923483133,693,4.009055138,693,3.3119452,,,693,12.35297012,
692,2.902637243,692,3.997652292,692,3.321057558,,,692,12.37131786,
691,2.887154102,691,3.996345043,691,3.357226849,,,691,12.40440559,
690,2.882665873,690,3.960657597,690,3.37465024,,,690,12.42467117,
689,2.882321835,689,3.929274082,689,3.385133982,,,689,12.42981434,
688,2.887813807,688,3.928168774,688,3.399215698,,,688,12.43212414,
687,2.879136324,687,3.940061569,687,3.384075642,,,687,12.39165306,
686,2.872321844,686,3.968606472,686,3.396963596,,,686,12.37271786,
685,2.851276398,685,3.958455086,685,3.401108027,,,685,12.35617638,
684,2.833916664,684,3.961784363,684,3.438623667,,,684,12.37566853,
683,2.824522018,683,3.931691408,683,3.457341671,,,683,12.38040447,
682,2.819796085,682,3.899734735,682,3.461705923,,,682,12.37918186,
681,2.822629929,681,3.888522387,681,3.46798563,,,681,12.35558319,
680,2.813953638,680,3.899293423,680,3.452511549,,,680,12.30468369,
679,2.80262351,679,3.928821564,679,3.460268259,,,679,12.27351379,
678,2.779573441,678,3.918642282,678,3.466265678,,,678,12.2457571,
677,2.757263184,677,3.909083843,677,3.488596201,,,677,12.22653866,
676,2.747502804,676,3.889737606,676,3.49881649,,,676,12.23117352,
675,2.738436222,675,3.842058659,675,3.503059864,,,675,12.20281506,
674,2.742182016,674,3.827720881,674,3.500144482,,,674,12.17352581,
