FePS3,,NiPS3,,CrPS4,,MnPS3,,Hole,,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,
673,2.731757879,673,3.833735466,673,3.476666927,,,673,12.1159668,
672,2.719444513,672,3.853460312,672,3.468429327,,,672,12.07836533,
671,2.703151941,671,3.84937191,671,3.472159386,,,671,12.05358315,
670,2.683584452,670,3.842263937,670,3.492245197,,,670,12.07190323,
669,2.676936388,669,3.822773218,669,3.506051302,,,669,12.10474777,
668,2.67290163,668,3.774686813,668,3.516994476,,,668,12.11766243,
667,2.687493801,667,3.776082754,667,3.521070242,,,667,12.13161564,
666,2.682696342,666,3.783638477,666,3.509569168,,,666,12.11998272,
665,2.678639174,665,3.809907198,665,3.509081125,,,665,12.10886192,
664,2.665638447,664,3.810137033,664,3.516948223,,,664,12.11928844,
663,2.648984909,663,3.801278114,663,3.540146351,,,663,12.15049839,
662,2.643946171,662,3.787265301,662,3.565055132,,,662,12.19547653,
661,2.644032717,661,3.736429691,661,3.576918602,,,661,12.21722221,
660,2.655414581,660,3.734437466,660,3.58176446,,,660,12.23717213,
659,2.652797222,659,3.726762533,659,3.568390846,,,659,12.21374607,
658,2.652663469,658,3.75457716,658,3.561467648,,,658,12.20211124,
657,2.636853218,657,3.749133348,657,3.576056719,,,657,12.21995163,
656,2.620703459,656,3.738350868,656,3.597254038,,,656,12.25379467,
655,2.616590977,655,3.728754759,655,3.630279779,,,655,12.30218792,
654,2.620526075,654,3.671591043,654,3.643613338,,,654,12.33070183,
653,2.631888628,653,3.671780586,653,3.657730579,,,653,12.35758495,
652,2.631107807,652,3.659462929,652,3.653620243,,,652,12.360816,
651,2.628469467,651,3.687447309,651,3.648708344,,,651,12.34838104,
650,2.621106863,650,3.684916258,650,3.667732716,,,650,12.37019444,
649,2.606971741,649,3.677060127,649,3.693743467,,,649,12.41492081,
648,2.604714394,648,3.6634233,648,3.735589981,,,648,12.49034691,
647,2.60803628,647,3.618300676,647,3.747657776,,,647,12.53138065,
646,2.623734713,646,3.609050512,646,3.762614012,,,646,12.57221889,
645,2.627813816,645,3.600140572,645,3.763541937,,,645,12.60067654,
644,2.631232977,644,3.624884367,644,3.758152485,,,644,12.60391045,
643,2.632138729,643,3.626827955,643,3.769628048,,,643,12.64526558,
642,2.616930723,642,3.631112814,642,3.79428792,,,642,12.71264553,
641,2.618942022,641,3.620198727,641,3.838250399,,,641,12.81446934,
640,2.629565716,640,3.580922365,640,3.849217653,,,640,12.89247131,
639,2.650274992,639,3.577813864,639,3.872156143,,,639,12.95592308,
638,2.660534143,638,3.57965827,638,3.871174097,,,638,13.0236969,
637,2.668173552,637,3.609301567,637,3.873219013,,,637,13.06144142,
636,2.674921274,636,3.626532078,636,3.890377283,,,636,13.13821793,
635,2.670363665,635,3.630502939,635,3.925416231,,,635,13.23418617,
634,2.677559853,634,3.632573366,634,3.972672701,,,634,13.36772919,
633,2.692474604,633,3.607951164,633,4.004506111,,,633,13.48010159,
632,2.716948271,632,3.605128765,632,4.033011436,,,632,13.57473469,
631,2.732887745,631,3.616876602,631,4.041098595,,,631,13.66769409,
630,2.742257357,630,3.649060488,630,4.045856953,,,630,13.7208147,
629,2.750476122,629,3.67798543,629,4.066869736,,,629,13.80862617,
628,2.74091959,628,3.68491745,628,4.090875149,,,628,13.89738941,
627,2.74827528,627,3.695471287,627,4.128671169,,,627,14.01722908,
626,2.756068945,626,3.672033548,626,4.144900799,,,626,14.11004829,
625,2.770224333,625,3.663968563,625,4.148286819,,,625,14.18678951,
624,2.779882669,624,3.67403245,624,4.129281044,,,624,14.24258327,
623,2.777926683,623,3.693583488,623,4.091465473,,,623,14.24812412,
622,2.775828123,622,3.722456932,622,4.072385788,,,622,14.2837925,
621,2.753328323,621,3.717543125,621,4.053956032,,,621,14.31473923,
620,2.743316889,620,3.718461037,620,4.049454689,,,620,14.35902691,
619,2.731055021,619,3.680034637,619,4.02831459,,,619,14.38575268,
618,2.731137753,618,3.664903641,618,3.995196819,,,618,14.38178825,
617,2.724782228,617,3.655227661,617,3.958449125,,,617,14.36752224,
616,2.707338095,616,3.660948277,616,3.891964912,,,616,14.30000114,
615,2.688123703,615,3.677590609,615,3.858953238,,,615,14.25734425,
614,2.653552771,614,3.66059351,614,3.828583002,,,614,14.22508812,
613,2.629472971,613,3.653975487,613,3.815727949,,,613,14.21404171,
612,2.607349873,612,3.607423306,612,3.791460514,,,612,14.19056988,
611,2.593754292,611,3.574578524,611,3.755111694,,,611,14.14092159,
610,2.580970049,610,3.558823586,610,3.720129013,,,610,14.08575821,
609,2.559571981,609,3.558134556,609,3.651898623,,,609,13.98648071,
608,2.535248756,608,3.567271709,608,3.618109703,,,608,13.91262245,
607,2.500537872,607,3.551384926,607,3.581925869,,,607,13.85565376,
606,2.472053051,606,3.531533003,606,3.567493677,,,606,13.83034325,
605,2.449184179,605,3.492298365,605,3.537876606,,,605,13.79435062,
604,2.438728809,604,3.459149599,604,3.501376152,,,604,13.74975109,
603,2.426554918,603,3.440088511,603,3.460896015,,,603,13.70201111,
602,2.405985355,602,3.446904182,602,3.398915768,,,602,13.60482025,
601,2.390823603,601,3.472401619,601,3.363814592,,,601,13.54728031,
600,2.362308741,600,3.46791029,600,3.330616713,,,600,13.5174408,
599,2.337243319,599,3.462998867,599,3.327535868,,,599,13.51590633,
598,2.325207472,598,3.44468236,598,3.306918621,,,598,13.51534843,
597,2.32048583,597,3.428359747,597,3.281186104,,,597,13.51429367,
596,2.322239161,596,3.433125019,596,3.256469488,,,596,13.50443077,
595,2.314749479,595,3.462523699,595,3.214292288,,,595,13.47554302,
594,2.309265375,594,3.507002831,594,3.191799641,,,594,13.46476078,
593,2.295089722,593,3.533455849,593,3.177344799,,,593,13.47870636,
592,2.282556295,592,3.555442333,592,3.179828405,,,592,13.51776123,
591,2.275570393,591,3.560598612,591,3.172107697,,,591,13.55057812,
590,2.272927999,590,3.553068638,590,3.158049345,,,590,13.55534458,
589,2.279342413,589,3.577786684,589,3.134248495,,,589,13.55698872,
588,2.266939878,588,3.605317593,588,3.092994928,,,588,13.50552177,
587,2.253427744,587,3.650641918,587,3.061229467,,,587,13.44421482,
586,2.230661154,586,3.662131786,586,3.033706188,,,586,13.3855629,
585,2.203427553,585,3.668788433,585,3.011940241,,,585,13.32631397,
584,2.182154894,584,3.66563797,584,2.9833951,,,584,13.25555325,
583,2.158024073,583,3.621078014,583,2.945028543,,,583,13.15386772,
582,2.141745567,582,3.616746902,582,2.898324728,,,582,13.04250908,
581,2.117778063,581,3.61034584,581,2.840711594,,,581,12.89979649,
580,2.089300394,580,3.629584312,580,2.786299706,,,580,12.74743843,
579,2.054876328,579,3.620692015,579,2.742801905,,,579,12.60612011,
578,2.022266626,578,3.605944633,578,2.706077814,,,578,12.49362278,
577,1.991169214,577,3.584453583,577,2.674906254,,,577,12.37923908,
576,1.967434168,576,3.529716015,576,2.633649349,,,576,12.26413536,
575,1.949789882,575,3.522657633,575,2.589742422,,,575,12.14551067,
574,1.92845273,574,3.506407499,574,2.541309118,,,574,12.00633717,
573,1.902674556,573,3.530651808,573,2.495791197,,,573,11.87138271,
572,1.878991961,572,3.516843081,572,2.45878911,,,572,11.7706213,
571,1.845708251,571,3.510216713,571,2.433447599,,,571,11.67932987,
570,1.828649402,570,3.491346598,570,2.416171312,,,570,11.61146736,
569,1.833328009,569,3.518862963,569,2.383030891,,,569,11.56180096,
568,1.808030486,568,3.511720419,568,2.365398884,,,568,11.51004696,
567,1.79392302,567,3.505580425,567,2.352514505,,,567,11.45661354,
566,1.775314093,566,3.461580753,566,2.334046364,,,566,11.41365814,
565,1.773367286,565,3.447263718,565,2.310787678,,,565,11.35671139,
564,1.767101288,564,3.442604542,564,2.290264845,,,564,11.29525185,
563,1.754153371,563,3.456367254,563,2.253701448,,,563,11.21263885,
562,1.744015932,562,3.477278709,562,2.237559319,,,562,11.16631222,
561,1.723224282,561,3.472112894,561,2.222547531,,,561,11.13124943,
560,1.711206675,560,3.472823381,560,2.220333815,,,560,11.10604,
559,1.699572206,559,3.437619209,559,2.210368395,,,559,11.06154156,
558,1.698625326,558,3.423884153,558,2.194211006,,,558,11.0359478,
557,1.694780827,557,3.426486254,557,2.175832748,,,557,10.99014568,
556,1.689450622,556,3.448604107,556,2.150235415,,,556,10.92156124,
555,1.680429459,555,3.469740868,555,2.138793945,,,555,10.88665771,
554,1.664591074,554,3.47219038,554,2.126761436,,,554,10.8635664,
553,1.654321194,553,3.476910591,553,2.128808022,,,553,10.86241913,
552,1.647904158,552,3.447838068,552,2.123830557,,,552,10.84424019,
551,1.645492554,551,3.436122179,551,2.116194963,,,551,10.82356167,
550,1.646685362,550,3.437279224,550,2.103905916,,,550,10.78111076,
549,1.642547011,549,3.460428476,549,2.077759504,,,549,10.73709202,
548,1.637648225,548,3.488378525,548,2.068989515,,,548,10.70270729,
547,1.6248101,547,3.49204421,547,2.058592081,,,547,10.6883049,
546,1.61492455,546,3.492970467,546,2.067406416,,,546,10.70238686,
545,1.607998133,545,3.468575716,545,2.058052778,,,545,10.67422485,
544,1.606704235,544,3.433489084,544,2.044999123,,,544,10.6568222,
543,1.60807538,543,3.431698322,543,2.033832073,,,543,10.64451218,
542,1.607408762,542,3.44963026,542,2.01718688,,,542,10.61280441,
541,1.603783488,541,3.4872756,541,2.015090227,,,541,10.5992794,
540,1.596604824,540,3.500740528,540,2.011194944,,,540,10.60451317,
539,1.587383628,539,3.504857063,539,2.01943922,,,539,10.62177277,
538,1.586093545,538,3.495465994,538,2.021766186,,,538,10.63216209,
537,1.586416602,537,3.471105576,537,2.020289183,,,537,10.61973095,
536,1.58698833,536,3.473696232,536,2.012300968,,,536,10.61002731,
535,1.586694837,535,3.487660646,535,1.997469783,,,535,10.57064533,
534,1.584208608,534,3.523247242,534,1.990322828,,,534,10.55719948,
533,1.576690435,533,3.534092426,533,1.988130808,,,533,10.54592896,
532,1.566013932,532,3.536066771,532,1.995242953,,,532,10.56759548,
531,1.563250065,531,3.523079634,531,1.998875856,,,531,10.5715971,
530,1.563492775,530,3.493608475,530,1.997878432,,,530,10.57388973,
529,1.568472624,529,3.497961998,529,1.993732333,,,529,10.56506729,
528,1.565314054,528,3.506179571,528,1.976980686,,,528,10.52811909,
527,1.562184215,527,3.539585352,527,1.969391346,,,527,10.50842476,
526,1.555856586,526,3.543253183,526,1.968957305,,,526,10.50915909,
525,1.543899298,525,3.550600529,525,1.973797798,,,525,10.52210999,
524,1.54291141,524,3.542726517,524,1.9794662,,,524,10.53519154,
523,1.542200565,523,3.507788181,523,1.979741454,,,523,10.53306198,
522,1.548271656,522,3.51781559,522,1.977106333,,,522,10.52556229,
521,1.544934988,521,3.519772053,521,1.964251876,,,521,10.49190807,
520,1.544171929,520,3.562055826,520,1.954995513,,,520,10.47604275,
519,1.535071373,519,3.561193228,519,1.955405951,,,519,10.47611427,
518,1.525502563,518,3.564804316,518,1.960443377,,,518,10.48361492,
517,1.524327159,517,3.554587126,517,1.966373086,,,517,10.50037384,
516,1.522861004,516,3.525181532,516,1.965699673,,,516,10.50274658,
515,1.525757313,515,3.52952528,515,1.9621737,,,515,10.49625683,
514,1.525984287,514,3.527815342,514,1.951063633,,,514,10.47017574,
513,1.52160573,513,3.566466331,513,1.941989541,,,513,10.44508743,
512,1.515742183,512,3.570236921,512,1.941286802,,,512,10.44615555,
511,1.505229712,511,3.573279142,511,1.94588232,,,511,10.46151829,
510,1.50093317,510,3.564029217,510,1.956648946,,,510,10.47653866,
509,1.496463537,509,3.535235643,509,1.953903794,,,509,10.48034382,
508,1.504735112,508,3.532670021,508,1.954045892,,,508,10.47658825,
507,1.50211215,507,3.535477161,507,1.938566804,,,507,10.44522953,
506,1.499624729,506,3.56614852,506,1.934288502,,,506,10.42864132,
505,1.492578745,505,3.573352575,505,1.931964397,,,505,10.42123318,
504,1.48420608,504,3.576010942,504,1.936253905,,,504,10.44564533,
503,1.478809118,503,3.570695639,503,1.948360562,,,503,10.46109104,
502,1.474663734,502,3.538513184,502,1.945309877,,,502,10.46096516,
501,1.481923461,501,3.52707696,501,1.944372058,,,501,10.45576096,
500,1.477597713,500,3.533496618,500,1.934670806,,,500,10.43283081,
499,1.474472404,499,3.563235283,499,1.927355647,,,499,10.40572929,
498,1.469248772,498,3.576448202,498,1.924143195,,,498,10.40475464,
497,1.455886602,497,3.572208166,497,1.926382661,,,497,10.41834545,
496,1.452852488,496,3.573785067,496,1.937753916,,,496,10.44259262,
495,1.449449301,495,3.539376736,495,1.937329531,,,495,10.44599342,
494,1.450124145,494,3.532648802,494,1.935940027,,,494,10.43785667,
493,1.454005718,493,3.538485527,493,1.929666996,,,493,10.42053223,
492,1.444959044,492,3.560451746,492,1.918008327,,,492,10.39712811,
491,1.441827774,491,3.58138752,491,1.917699933,,,491,10.39974499,
490,1.42896533,490,3.57331109,490,1.923022985,,,490,10.39998341,
489,1.424893379,489,3.574048996,489,1.931464434,,,489,10.43366814,
488,1.418701053,488,3.536334276,488,1.934449196,,,488,10.42639923,
487,1.419519782,487,3.535154819,487,1.932119966,,,487,10.42922497,
486,1.416773796,486,3.534137487,486,1.923373938,,,486,10.41282749,
485,1.411478996,485,3.556875467,485,1.911695242,,,485,10.38404083,
484,1.405136347,484,3.575814962,484,1.910951138,,,484,10.3869381,
483,1.392922878,483,3.580018044,483,1.9122895,,,483,10.38292885,
482,1.384978771,482,3.570532322,482,1.923663735,,,482,10.4142828,
481,1.380333066,481,3.544788361,481,1.925953507,,,481,10.42097855,
480,1.378703713,480,3.534166574,480,1.925667763,,,480,10.41956902,
479,1.37635386,479,3.532924891,479,1.918796778,,,479,10.40582371,
478,1.3677423,478,3.554208994,478,1.906985402,,,478,10.37493515,
477,1.360014915,477,3.57853651,477,1.904287696,,,477,10.37085056,
476,1.347109914,476,3.572412252,476,1.905297279,,,476,10.37082386,
475,1.336889029,475,3.575930834,475,1.9157691,,,475,10.3976469,
474,1.329210281,474,3.543584347,474,1.921287537,,,474,10.39677048,
473,1.32626617,473,3.528252125,473,1.918663025,,,473,10.3888464,
472,1.320399523,472,3.526242733,472,1.915358901,,,472,10.38556957,
471,1.312338948,471,3.549042225,471,1.900102139,,,471,10.35079098,
470,1.301814675,470,3.569658041,470,1.896996617,,,470,10.34935856,
469,1.284549356,469,3.571371317,469,1.896110415,,,469,10.34953308,
468,1.275093198,468,3.571981192,468,1.908971786,,,468,10.3709898,
467,1.264916539,467,3.542655706,467,1.910222292,,,467,10.37861729,
466,1.259750485,466,3.526157856,466,1.911473989,,,466,10.37813377,
465,1.252558351,465,3.524207592,465,1.907991648,,,465,10.37094116,
464,1.240705609,464,3.544783592,464,1.891238213,,,464,10.33620071,
463,1.232182026,463,3.566954613,463,1.890517712,,,463,10.32629871,
462,1.2153337,462,3.567621469,462,1.891080141,,,462,10.33875561,
461,1.201459646,461,3.563318491,461,1.901228666,,,461,10.35879898,
460,1.190198302,460,3.539756775,460,1.906056643,,,460,10.36829185,
459,1.180963397,459,3.520312548,459,1.90424788,,,459,10.36304188,
458,1.17475009,458,3.519798517,458,1.900451422,,,458,10.3548708,
457,1.160754323,457,3.532873392,457,1.88730526,,,457,10.32585907,
456,1.148940206,456,3.555332184,456,1.885368109,,,456,10.31437969,
455,1.132538438,455,3.561000109,455,1.885853887,,,455,10.31999779,
454,1.116687775,454,3.554647684,454,1.894493937,,,454,10.34133339,
453,1.103634477,453,3.535369396,453,1.896785617,,,453,10.34358883,
452,1.093906999,452,3.504753113,452,1.89668262,,,452,10.33934689,
451,1.085699797,451,3.507827282,451,1.894665837,,,451,10.32970524,
450,1.074310541,450,3.512780428,450,1.880654454,,,450,10.29091835,
449,1.05967927,449,3.540219069,449,1.873946428,,,449,10.2761507,
448,1.042463064,448,3.544857979,448,1.877608895,,,448,10.28054619,
447,1.02317822,447,3.54161191,447,1.884350419,,,447,10.29543877,
446,1.010798454,446,3.528096437,446,1.888947964,,,446,10.30560684,
445,0.9988111258,445,3.491051912,445,1.887406945,,,445,10.30510426,
444,0.9924065471,444,3.491461992,444,1.886481047,,,444,10.30007935,
443,0.9773238301,443,3.492640018,443,1.875282764,,,443,10.26555061,
442,0.9652998447,442,3.526286125,442,1.86979866,,,442,10.25651169,
441,0.9498278499,441,3.524818182,441,1.869936824,,,441,10.24804974,
440,0.9306337833,440,3.525872946,440,1.878023863,,,440,10.27864361,
439,0.9199339151,439,3.509710312,439,1.887016535,,,439,10.28983784,
438,0.907741785,438,3.473709583,438,1.885545969,,,438,10.28864574,
437,0.9002455473,437,3.471502304,437,1.884501576,,,437,10.28269863,
436,0.8870477676,436,3.475656033,436,1.872019887,,,436,10.25322723,
435,0.8733163476,435,3.510181904,435,1.871114254,,,435,10.24907494,
434,0.8579725623,434,3.51032567,434,1.870901346,,,434,10.24482536,
433,0.8423265815,433,3.511599064,433,1.879861355,,,433,10.26433182,
432,0.8288143873,432,3.502928019,432,1.887148857,,,432,10.28376389,
431,0.8166379333,431,3.471073151,431,1.889860392,,,431,10.29243851,
430,0.8105497956,430,3.472854137,430,1.89116621,,,430,10.30471992,
429,0.7982624769,429,3.483988762,429,1.883352518,,,429,10.2944231,
428,0.7880321741,428,3.515042782,428,1.877720475,,,428,10.28485775,
427,0.773406148,427,3.524090767,427,1.882126331,,,427,10.29375744,
426,0.7588464022,426,3.532304287,426,1.894438028,,,426,10.32075977,
425,0.7469950914,425,3.520890713,425,1.908706903,,,425,10.35342407,
424,0.7349057794,424,3.48987627,424,1.905291319,,,424,10.36055279,
423,0.7280414104,423,3.495375872,423,1.911564708,,,423,10.37945843,
422,0.7172092795,422,3.510178566,422,1.904876351,,,422,10.37050629,
421,0.7067302465,421,3.536779881,421,1.901602149,,,421,10.36339283,
420,0.6927577257,420,3.550457239,420,1.903373718,,,420,10.37633801,
419,0.6783508062,419,3.560031891,419,1.91339612,,,419,10.40211201,
418,0.6676924229,418,3.561034441,418,1.928344011,,,418,10.43665028,
417,0.6540293097,417,3.532002211,417,1.932561636,,,417,10.45151234,
416,0.6474881172,416,3.52832818,416,1.935773849,,,416,10.46103096,
415,0.634357512,415,3.540162325,415,1.92866981,,,415,10.46285343,
414,0.6251465678,414,3.56951952,414,1.927304029,,,414,10.45890713,
413,0.6150959134,413,3.587701559,413,1.92959106,,,413,10.46978188,
412,0.598100841,412,3.587347746,412,1.93764627,,,412,10.49993229,
411,0.5899404883,411,3.591640234,411,1.95493722,,,411,10.5375824,
410,0.5805601478,410,3.562770844,410,1.9597435,,,410,10.56103516,
409,0.5719544291,409,3.559385538,409,1.964532733,,,409,10.57878017,
408,0.5631301403,408,3.569842577,408,1.960366607,,,408,10.58197212,
407,0.5533779263,407,3.600908041,407,1.951027513,,,407,10.57893467,
406,0.5421618819,406,3.61847496,406,1.957712173,,,406,10.59036732,
405,0.530766964,405,3.615888119,405,1.970139384,,,405,10.61307907,
404,0.5231130719,404,3.622046947,404,1.979956746,,,404,10.64494896,
403,0.5165287256,403,3.582465649,403,1.98850131,,,403,10.653368,
402,0.5092486739,402,3.576318264,402,1.983611703,,,402,10.66924667,
401,0.5018013716,401,3.580970287,401,1.982905149,,,401,10.65129089,
400,0.4981436729,400,3.594445467,400,1.971955061,,,400,10.62863731,

FePS3,
FePS3
Collection Time: 20/11/2023 11:36:33 AM
Operator Name  :
Scan Software Version: 4.10(464)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        2000.00
Stop (nm)                         400.00
X Mode                            Nanometers
Y Mode                            %T
Independent NIR                   On
Measurement Mode                  Auto
UV-Vis Scan Rate (nm/min)         600.000
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
NIR Scan Rate (nm/min)            1200.000
NIR Data Interval (nm)            2.00
NIR Ave. Time (sec)               0.100
NIR Energy                        3.00
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 20/11/2023 10:56:02 AM
Method Modifications:
X Start nm Changed: 20/11/2023 11:08:07 AM, Old: 800.00, New:1600.00
X Stop nm Changed: 20/11/2023 11:08:07 AM, Old: 200.00, New: 400.00
Y mode Changed: 20/11/2023 11:08:07 AM, Old:Abs, New:%T
Idpt Control Changed: 20/11/2023 11:08:07 AM, Old:0, New:1
NIR Scan Rate nm Changed: 20/11/2023 11:08:07 AM, Old:  600.000, New: 1200.000
NIR Interval nm Changed: 20/11/2023 11:08:07 AM, Old:     1.00, New:     2.00
Storage Changed: 20/11/2023 11:08:07 AM, Old:1, New:0
X Stop nm Changed: 20/11/2023 11:14:47 AM, Old: 400.00, New: 300.00
Saved as C:\users\Janek_Suffczynski\Leon_thiophosphates\20-11-2023.BSWSaved as C:\users\Janek_Suffczynski\Leon_thiophosphates\2023-11-20\d001_ZnO-Calibration.BSW
X Stop nm Changed: 20/11/2023 11:25:25 AM, Old: 300.00, New: 400.00
X Start nm Changed: 20/11/2023 11:36:26 AM, Old:1600.00, New:2000.00
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 69.18
<Slit height> , Full
<Current Wavelength> , 400.00

NiPS3,
NiPS3
Collection Time: 20/11/2023 11:40:05 AM
Operator Name  :
Scan Software Version: 4.10(464)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        2000.00
Stop (nm)                         400.00
X Mode                            Nanometers
Y Mode                            %T
Independent NIR                   On
Measurement Mode                  Auto
UV-Vis Scan Rate (nm/min)         600.000
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
NIR Scan Rate (nm/min)            1200.000
NIR Data Interval (nm)            2.00
NIR Ave. Time (sec)               0.100
NIR Energy                        3.00
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 20/11/2023 10:56:02 AM
Method Modifications:
X Start nm Changed: 20/11/2023 11:08:07 AM, Old: 800.00, New:1600.00
X Stop nm Changed: 20/11/2023 11:08:07 AM, Old: 200.00, New: 400.00
Y mode Changed: 20/11/2023 11:08:07 AM, Old:Abs, New:%T
Idpt Control Changed: 20/11/2023 11:08:07 AM, Old:0, New:1
NIR Scan Rate nm Changed: 20/11/2023 11:08:07 AM, Old:  600.000, New: 1200.000
NIR Interval nm Changed: 20/11/2023 11:08:07 AM, Old:     1.00, New:     2.00
Storage Changed: 20/11/2023 11:08:07 AM, Old:1, New:0
X Stop nm Changed: 20/11/2023 11:14:47 AM, Old: 400.00, New: 300.00
Saved as C:\users\Janek_Suffczynski\Leon_thiophosphates\20-11-2023.BSWSaved as C:\users\Janek_Suffczynski\Leon_thiophosphates\2023-11-20\d001_ZnO-Calibration.BSW
X Stop nm Changed: 20/11/2023 11:25:25 AM, Old: 300.00, New: 400.00
X Start nm Changed: 20/11/2023 11:36:26 AM, Old:1600.00, New:2000.00
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 69.18
<Slit height> , Full
<Current Wavelength> , 400.00

CrPS4,
CrPS4
Collection Time: 20/11/2023 11:44:08 AM
Operator Name  :
Scan Software Version: 4.10(464)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        2000.00
Stop (nm)                         400.00
X Mode                            Nanometers
Y Mode                            %T
Independent NIR                   On
Measurement Mode                  Auto
UV-Vis Scan Rate (nm/min)         600.000
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
NIR Scan Rate (nm/min)            1200.000
NIR Data Interval (nm)            2.00
NIR Ave. Time (sec)               0.100
NIR Energy                        3.00
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 20/11/2023 10:56:02 AM
Method Modifications:
X Start nm Changed: 20/11/2023 11:08:07 AM, Old: 800.00, New:1600.00
X Stop nm Changed: 20/11/2023 11:08:07 AM, Old: 200.00, New: 400.00
Y mode Changed: 20/11/2023 11:08:07 AM, Old:Abs, New:%T
Idpt Control Changed: 20/11/2023 11:08:07 AM, Old:0, New:1
NIR Scan Rate nm Changed: 20/11/2023 11:08:07 AM, Old:  600.000, New: 1200.000
NIR Interval nm Changed: 20/11/2023 11:08:07 AM, Old:     1.00, New:     2.00
Storage Changed: 20/11/2023 11:08:07 AM, Old:1, New:0
X Stop nm Changed: 20/11/2023 11:14:47 AM, Old: 400.00, New: 300.00
Saved as C:\users\Janek_Suffczynski\Leon_thiophosphates\20-11-2023.BSWSaved as C:\users\Janek_Suffczynski\Leon_thiophosphates\2023-11-20\d001_ZnO-Calibration.BSW
X Stop nm Changed: 20/11/2023 11:25:25 AM, Old: 300.00, New: 400.00
X Start nm Changed: 20/11/2023 11:36:26 AM, Old:1600.00, New:2000.00
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 69.18
<Slit height> , Full
<Current Wavelength> , 400.00

MnPS3,
MnPS3
Collection Time: 20/11/2023 11:46:58 AM
Operator Name  :
Scan Software Version: 4.10(464)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        2000.00
Stop (nm)                         400.00
X Mode                            Nanometers
Y Mode                            %T
Independent NIR                   On
Measurement Mode                  Auto
UV-Vis Scan Rate (nm/min)         600.000
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
NIR Scan Rate (nm/min)            1200.000
NIR Data Interval (nm)            2.00
NIR Ave. Time (sec)               0.100
NIR Energy                        3.00
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 20/11/2023 10:56:02 AM
Method Modifications:
X Start nm Changed: 20/11/2023 11:08:07 AM, Old: 800.00, New:1600.00
X Stop nm Changed: 20/11/2023 11:08:07 AM, Old: 200.00, New: 400.00
Y mode Changed: 20/11/2023 11:08:07 AM, Old:Abs, New:%T
Idpt Control Changed: 20/11/2023 11:08:07 AM, Old:0, New:1
NIR Scan Rate nm Changed: 20/11/2023 11:08:07 AM, Old:  600.000, New: 1200.000
NIR Interval nm Changed: 20/11/2023 11:08:07 AM, Old:     1.00, New:     2.00
Storage Changed: 20/11/2023 11:08:07 AM, Old:1, New:0
X Stop nm Changed: 20/11/2023 11:14:47 AM, Old: 400.00, New: 300.00
Saved as C:\users\Janek_Suffczynski\Leon_thiophosphates\20-11-2023.BSWSaved as C:\users\Janek_Suffczynski\Leon_thiophosphates\2023-11-20\d001_ZnO-Calibration.BSW
X Stop nm Changed: 20/11/2023 11:25:25 AM, Old: 300.00, New: 400.00
X Start nm Changed: 20/11/2023 11:36:26 AM, Old:1600.00, New:2000.00
End Method Modifications
<SBW (nm)> , 6.48
<Energy> , 3.00
<Slit height> , Full
<Current Wavelength> , 1030.00

Hole,
Hole
Collection Time: 20/11/2023 11:49:49 AM
Operator Name  :
