Hole,,MnPS3,,CrPS4,,NiPS3,,FePS3,,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,
1410,315.5061951,1410,243.6070709,1410,236.1717682,1410,350.1829834,1410,170.2530518,
1408,315.7876587,1408,243.7389069,1408,238.8311615,1408,350.5827026,1408,169.3820648,
1406,316.5406189,1406,243.0861969,1406,239.7245178,1406,351.4527893,1406,168.7563934,
1404,316.4439392,1404,242.6448517,1404,239.6517334,1404,352.1713257,1404,168.1825104,
1402,316.3735046,1402,242.1654968,1402,236.9739532,1402,351.855896,1402,167.9171143,
1400,315.8186951,1400,241.3073273,1400,234.5264893,1400,350.0003052,1400,168.4742279,
1398,315.9424438,1398,242.805603,1398,235.5743713,1398,349.5462036,1398,168.6493225,
1396,316.1803589,1396,243.651001,1396,236.4228973,1396,350.4815674,1396,168.899353,
1394,317.4253235,1394,244.9076385,1394,240.289444,1394,351.9986267,1394,168.9521027,
1392,317.4373779,1392,245.3923645,1392,242.408371,1392,354.7507019,1392,168.1668701,
1390,316.9804688,1390,244.6618805,1390,241.9753113,1390,355.1325989,1390,166.9958649,
1388,317.5901794,1388,244.3657227,1388,239.31987,1388,354.1966553,1388,166.6219635,
1386,317.6925049,1386,244.5331573,1386,237.7645569,1386,353.2268677,1386,167.5607605,
1384,318.7029724,1384,245.7399902,1384,237.9206848,1384,352.8796387,1384,168.0423279,
1382,319.8824463,1382,246.8985596,1382,239.1046448,1382,353.3379822,1382,168.9935913,
1380,320.7171021,1380,247.871048,1380,242.2433624,1380,354.9177856,1380,169.2425537,
1378,320.5958252,1378,248.0547943,1378,244.3365631,1378,356.7129517,1378,168.1938782,
1376,321.4853516,1376,247.5223083,1376,244.3013611,1376,357.3691711,1376,167.5646973,
1374,321.8167419,1374,247.6573486,1374,242.6641541,1374,357.513031,1374,167.428894,
1372,321.921936,1372,248.1088867,1372,241.0463867,1372,356.867218,1372,167.9031372,
1370,322.8805237,1370,250.2689819,1370,242.2507935,1370,357.307312,1370,168.37117,
1368,323.8383789,1368,252.2893219,1368,244.4025726,1368,359.0889893,1368,168.8246765,
1366,324.6798096,1366,253.7710724,1366,248.443985,1366,361.3307495,1366,168.6336975,
1364,324.2242432,1364,254.0332336,1364,250.6713104,1364,363.1469116,1364,166.8739014,
1362,324.6928406,1362,253.8312988,1362,251.1967621,1362,364.2279358,1362,165.670639,
1360,326.0837402,1360,254.9711456,1360,250.9441376,1360,365.3562927,1360,165.0468903,
1358,327.181366,1358,256.018219,1358,249.7841187,1358,366.370697,1358,165.5523376,
1356,327.3792419,1356,257.1498108,1356,249.6839752,1356,365.8864746,1356,165.7657318,
1354,326.51828,1354,257.2930298,1354,249.2709808,1354,364.5704651,1354,165.3770752,
1352,326.9039612,1352,256.5869446,1352,250.474472,1352,363.3293457,1352,165.0592041,
1350,328.0028076,1350,255.0534515,1350,250.7559967,1350,361.7112427,1350,164.3490143,
1348,328.7908325,1348,253.4045715,1348,249.1930695,1348,360.3321533,1348,164.6995392,
1346,328.8461304,1346,252.8596649,1346,246.7805176,1346,359.0951538,1346,165.0256653,
1344,328.8328552,1344,252.2920532,1344,243.5089874,1344,357.302948,1344,165.8954315,
1342,328.7229919,1342,252.6668854,1342,242.612381,1342,355.6877747,1342,166.8278351,
1340,327.6011963,1340,252.7721863,1340,242.2086792,1340,354.4968262,1340,167.0376892,
1338,327.3652039,1338,252.1828156,1338,242.9176636,1338,352.9341125,1338,166.9063416,
1336,327.3451233,1336,251.2052765,1336,243.4494019,1336,351.8784485,1336,166.0667114,
1334,327.596283,1334,250.052124,1334,242.4312592,1334,350.839386,1334,165.7802887,
1332,328.0262146,1332,249.8781738,1332,240.7232971,1332,349.7186584,1332,165.7550507,
1330,327.8417358,1330,249.6846619,1330,237.6634521,1330,348.5894165,1330,166.2824097,
1328,327.4562073,1328,249.9412842,1328,236.8147125,1328,347.2218018,1328,166.8293152,
1326,326.3321838,1326,249.9890594,1326,236.3468933,1326,345.4664612,1326,166.5940704,
1324,326.1495361,1324,249.1809082,1324,236.7124329,1324,343.8394775,1324,166.3809967,
1322,326.0627136,1322,248.2975769,1322,237.509079,1322,342.5713501,1322,165.5569916,
1320,326.5048828,1320,247.1244507,1320,236.7199707,1320,341.4961853,1320,165.2029572,
1318,327.1628418,1318,247.2833405,1318,235.7542572,1318,340.7714233,1318,165.1409149,
1316,327.196167,1316,247.7881927,1316,233.5930328,1316,340.545105,1316,165.6439972,
1314,326.7296448,1314,248.7618866,1314,233.7993164,1314,340.3606567,1314,166.125351,
1312,325.7684326,1312,249.825531,1312,234.5056305,1312,340.3927917,1312,165.75354,
1310,325.2937927,1310,249.8178406,1310,235.7431183,1310,340.1657715,1310,165.1938782,
1308,325.2111816,1308,249.4478149,1308,237.6207886,1308,340.1708679,1308,163.9086304,
1306,325.4818115,1306,248.4637299,1306,237.4710541,1306,339.8656006,1306,162.9423218,
1304,326.4588013,1304,248.3852692,1304,236.7556152,1304,339.5115051,1304,162.5273743,
1302,326.5447388,1302,248.482132,1302,234.2024384,1302,339.1081543,1302,162.6296997,
1300,326.3852234,1300,249.1170349,1300,233.8017426,1300,338.3482361,1300,163.1303711,
1298,325.6567993,1298,249.8784027,1298,233.8850098,1298,337.5558777,1298,162.8917542,
1296,325.4911804,1296,249.5167084,1296,234.5005798,1296,336.6412964,1296,162.5620575,
1294,325.8392334,1294,248.8990326,1294,236.1484222,1294,336.1878052,1294,161.7548523,
1292,326.1737671,1292,247.4181824,1292,235.9220581,1292,335.8108826,1292,161.2233429,
1290,327.0862427,1290,247.1260986,1290,235.2137756,1290,335.5158691,1290,161.162323,
1288,327.1842041,1288,247.219223,1288,232.8964539,1288,335.1057739,1288,161.470108,
1286,326.7258301,1286,247.7885895,1286,232.5702362,1286,334.5315857,1286,162.0030518,
1284,325.7442322,1284,248.7905731,1284,232.7549438,1284,334.1359253,1284,161.9412231,
1282,325.5445251,1282,248.7119751,1282,233.4095764,1282,333.6777039,1282,161.7793121,
1280,325.6975708,1280,248.3675537,1280,235.469223,1280,333.4804993,1280,161.0410767,
1278,325.8623047,1278,246.9065857,1278,235.3231201,1278,333.336731,1278,160.362793,
1276,326.6556702,1276,246.5013275,1276,234.8085632,1276,333.4399109,1276,160.2906952,
1274,326.4972534,1274,246.5761108,1274,232.7358246,1274,333.5741882,1274,160.5419617,
1272,326.0809021,1272,246.9952545,1272,232.1254272,1272,333.2938538,1272,161.1632233,
1270,325.2145691,1270,248.1312103,1270,232.4315033,1270,333.1482239,1270,161.1480713,
1268,324.7158203,1268,248.1138458,1268,233.0485535,1268,332.8457947,1268,160.9777985,
1266,324.7705994,1266,247.8089294,1266,235.1053009,1266,332.7919006,1266,160.4164886,
1264,324.9601746,1264,246.3619232,1264,234.9739532,1264,332.8439026,1264,159.6351929,
1262,325.8432617,1262,245.9270935,1262,234.4704437,1262,332.7986145,1262,159.5258179,
1260,325.7008972,1260,245.8731689,1260,232.2612,1260,333.0376587,1260,159.8035278,
1258,325.37854,1258,245.8808899,1258,231.4017487,1258,332.7449951,1258,160.4383392,
1256,324.3952637,1256,246.8199463,1256,231.3976746,1256,332.3506775,1256,160.4463043,
1254,323.7317505,1254,246.6779938,1254,231.596344,1254,331.8051147,1254,160.3644562,
1252,323.6231689,1252,246.4250336,1252,233.3847351,1252,331.6104736,1252,159.8068237,
1250,323.7546692,1250,245.1468506,1250,233.125351,1250,331.269928,1250,158.9842987,
1248,324.5316467,1248,244.5105591,1248,232.3136597,1248,331.0301208,1248,158.8469086,
1246,324.3633423,1246,244.2713928,1246,229.8937836,1246,330.7368469,1246,159.0213165,
1244,323.7434692,1244,244.0559845,1244,228.5005493,1244,330.1381226,1244,159.7541046,
1242,323.0156555,1242,244.6664581,1242,228.2510986,1242,329.2804565,1242,159.7540436,
1240,321.9072876,1240,244.3607635,1240,227.9153595,1240,328.2278137,1240,159.5983582,
1238,321.8638306,1238,243.7075806,1238,229.2545776,1238,327.3775024,1238,159.0494537,
1236,321.664032,1236,242.4390869,1236,228.8667145,1236,326.4124756,1236,158.0709381,
1234,321.79422,1234,241.4082947,1234,227.6078186,1234,325.5097961,1234,157.7988892,
1232,321.1654663,1232,240.7546539,1232,225.1769257,1232,324.5878601,1232,157.7236938,
1230,320.2308044,1230,240.1891174,1230,223.2554474,1230,323.3269348,1230,158.2121735,
1228,318.867981,1228,240.634201,1228,222.6197205,1228,322.1542358,1228,158.0205994,
1226,317.1927185,1226,239.9219208,1226,222.1453247,1226,320.6816101,1226,157.5107727,
1224,316.5093994,1224,239.1152649,1224,223.2323914,1224,319.3813477,1224,156.7518158,
1222,315.8929443,1222,237.6671753,1222,222.9694061,1222,318.4330139,1222,155.4940338,
1220,315.8729553,1220,236.6472931,1220,222.0003357,1220,317.5546265,1220,155.0258942,
1218,315.4478455,1218,236.1481476,1218,220.0884552,1218,317.0713806,1218,154.7293854,
1216,314.8381348,1216,235.8420105,1216,218.5170593,1216,316.2501221,1216,155.1765442,
1214,314.0049744,1214,236.6108246,1214,218.3259277,1214,315.6489258,1214,155.1547241,
1212,313.0800476,1212,236.6323242,1212,218.3249512,1212,314.8890381,1212,154.9324036,
1210,313.2852478,1210,236.401062,1210,219.8483429,1210,314.5636597,1210,154.5852356,
1208,313.6882935,1208,235.7688446,1208,220.3714905,1208,314.582428,1208,153.8479156,
1206,314.5759583,1206,235.2673035,1206,219.9949951,1206,314.7481079,1206,153.8980865,
1204,315.2749939,1204,235.5588989,1204,218.8040771,1204,314.8616028,1204,154.1768799,
1202,315.8231201,1202,235.8203583,1202,217.2418823,1202,314.9148254,1202,155.1791382,
1200,315.8022766,1200,236.8899841,1200,217.4335175,1200,314.7193298,1200,155.8710175,
1198,317.7359619,1198,239.4386292,1198,223.6064148,1198,319.9764709,1198,154.1242828,
1196,318.4019775,1196,239.7572937,1196,223.3983459,1196,320.4203186,1196,154.6043854,
1194,318.4478455,1194,240.2280884,1194,222.189621,1194,320.417511,1194,155.1819153,
1192,318.0525208,1192,240.9107666,1192,220.9660797,1192,320.4063721,1192,156.2010803,
1190,318.5394287,1190,242.2120056,1190,220.9629364,1190,320.3721619,1190,156.6170044,
1188,318.8456116,1188,242.0866699,1188,221.3383026,1188,320.3762512,1188,156.7984772,
1186,319.5532837,1186,241.9371643,1186,223.0429382,1186,320.7893982,1186,156.5262756,
1184,320.6535034,1184,240.9824677,1184,223.578064,1184,320.9855652,1184,156.1677856,
1182,320.8591919,1182,241.1200714,1182,223.3538666,1182,321.0632935,1182,156.3269806,
1180,320.7696228,1180,241.5252228,1180,222.1730194,1180,321.0801697,1180,156.8422089,
1178,320.1622314,1178,241.9333649,1178,220.7391205,1178,321.0849915,1178,157.7958374,
1176,320.16922,1176,242.9177094,1176,220.8679504,1176,320.7913513,1176,158.042511,
1174,320.5,1174,242.7804413,1174,221.2266388,1174,320.9536133,1174,158.1548004,
1172,320.9743347,1172,242.5091553,1172,222.8045044,1172,321.162262,1172,157.9710999,
1170,321.8952026,1170,241.6128235,1170,223.6078949,1170,321.3279419,1170,157.4586334,
1168,321.9413147,1168,241.4704132,1168,223.3293762,1168,321.5091553,1168,157.6274261,
1166,322.0054626,1166,241.6686707,1166,222.20578,1166,321.4415588,1166,158.0840912,
1164,321.0990601,1164,241.9366302,1164,220.5730438,1164,321.4845886,1164,159.0886536,
1162,321.0484314,1162,243.0257111,1162,220.6374207,1162,321.3662415,1162,159.4132385,
1160,321.2319031,1160,243.0431366,1160,220.9528503,1160,321.5997314,1160,159.5479431,
1158,321.5463257,1158,242.8508453,1158,222.296875,1158,321.880249,1158,159.4610748,
1156,322.5953979,1156,242.1192627,1156,223.2197571,1156,322.2310791,1156,158.8314819,
1154,322.5670776,1154,241.7370758,1154,222.8694611,1154,322.5549011,1154,158.9715576,
1152,322.3486023,1152,242.007309,1152,221.6445007,1152,322.0776672,1152,159.3501129,
1150,321.8108215,1150,242.3237152,1150,219.971344,1150,322.2007141,1150,160.3463898,
1148,321.6152954,1148,243.3884125,1148,220.0047455,1148,322.1429749,1148,160.7406311,
1146,321.7567139,1146,243.4690247,1146,220.3048401,1146,322.3093262,1146,160.8966064,
1144,321.9986572,1144,243.5042114,1144,221.4067383,1144,322.5204163,1144,160.8122406,
1142,322.6412354,1142,242.8126373,1142,222.4355011,1142,322.5544739,1142,160.0822449,
1140,322.8687744,1140,242.310379,1140,222.1164246,1140,322.6389771,1140,160.2009735,
1138,322.6797485,1138,242.457077,1138,221.4199982,1138,322.4073486,1138,160.5124664,
1136,321.9608154,1136,242.5871582,1136,219.4765015,1136,322.3167114,1136,161.4770813,
1134,321.585144,1134,243.7644653,1134,219.7447052,1134,322.11026,1134,161.9230652,
1132,321.7301941,1132,244.3631134,1132,220.4833221,1132,322.585907,1132,162.0358582,
1130,321.7831421,1130,244.4694977,1130,221.5457458,1130,322.9231262,1130,161.9038849,
1128,322.4910889,1128,243.5680389,1128,223.0858765,1128,323.0686951,1128,161.1192169,
1126,322.3793945,1126,242.8222198,1126,223.2067871,1126,323.434906,1126,161.084137,
1124,322.1464539,1124,242.8831329,1124,222.5253754,1124,323.4370117,1124,161.2857666,
1122,321.677887,1122,243.1279907,1122,220.8521118,1122,323.4925842,1122,162.2083282,
1120,321.2312622,1120,244.1181183,1120,221.2469788,1120,323.4781189,1120,162.7264099,
1118,321.0831909,1118,244.2243805,1118,221.4354553,1118,323.6980896,1118,162.8272095,
1116,321.1664124,1116,243.9462433,1116,222.3670654,1116,324.0412598,1116,162.669342,
1114,321.7332458,1114,243.2277985,1114,224.1804199,1114,324.2167053,1114,162.0470581,
1112,321.6747131,1112,241.9992981,1112,223.7478943,1112,324.6263123,1112,162.0945892,
1110,321.5772705,1110,241.9062805,1110,223.0374298,1110,324.4964905,1110,162.4003448,
1108,321.0767517,1108,242.0153351,1108,221.2022095,1108,324.4584656,1108,163.2865906,
1106,320.1101685,1106,242.9373474,1106,220.9310303,1106,324.2901001,1106,163.8582001,
1104,320.2685852,1104,243.2008209,1104,221.0401306,1104,324.3627319,1104,164.0646057,
1102,320.3556213,1102,242.7485046,1102,221.8077698,1102,324.6702576,1102,164.0062408,
1100,320.7979431,1100,241.9325104,1100,223.5469818,1100,324.8412476,1100,163.3986969,
1098,320.8270874,1098,240.885849,1098,223.271698,1098,325.1955261,1098,163.3829193,
1096,320.6524658,1096,240.9831696,1096,222.737381,1096,325.2675171,1096,163.5724945,
1094,320.1036987,1094,241.0029907,1094,220.8574219,1094,325.2113037,1094,164.3946381,
1092,319.2765808,1092,241.6565247,1092,220.5795593,1092,324.9527283,1092,164.9429016,
1090,319.2244568,1090,242.0718231,1090,220.8266296,1090,325.0097046,1090,165.131897,
1088,319.2528381,1088,241.8301086,1088,221.4510956,1088,325.2253113,1088,165.1039734,
1086,319.7856445,1086,240.8633881,1086,223.3983459,1086,325.4407959,1086,164.41362,
1084,320.0036011,1084,239.736908,1084,223.3446045,1084,325.6992188,1084,164.2661133,
1082,319.7582397,1082,239.838501,1082,222.8521118,1082,325.8036499,1082,164.4935913,
1080,319.1255493,1080,239.7776337,1080,220.9799805,1080,325.6834412,1080,165.2767944,
1078,318.3446045,1078,240.114502,1078,220.46492,1078,325.6723328,1078,165.84552,
1076,318.3055115,1076,240.4278717,1076,220.6554871,1076,325.5837402,1076,165.9904938,
1074,318.3173523,1074,239.9072418,1074,221.1284943,1074,325.6154785,1074,166.0616608,
1072,318.7095642,1072,239.2505646,1072,222.9226379,1072,325.7798767,1072,165.4034271,
1070,319.0278015,1070,238.1592255,1070,222.7767181,1070,326.0357971,1070,165.1495972,
1068,318.7831726,1068,237.8305969,1068,222.3736115,1068,326.086792,1068,165.2720337,
1066,318.193512,1066,237.6611023,1066,220.4521179,1066,325.9717712,1066,165.9909515,
1064,317.2075806,1064,238.0134888,1064,219.5939331,1064,325.8930054,1064,166.7652588,
1062,317.1708679,1062,238.4405823,1062,219.675354,1062,325.8763428,1062,166.7933502,
1060,316.9331055,1060,237.8594208,1060,220.0186005,1060,326.0892029,1060,166.7657928,
1058,317.3589783,1058,237.1473083,1058,221.7704315,1058,326.1386719,1058,166.2697601,
1056,317.7451477,1056,235.9372406,1056,221.7978668,1056,326.5139465,1056,165.9389801,
1054,317.4646912,1054,235.5635681,1054,221.2227631,1054,326.6625061,1054,166.095047,
1052,316.7702332,1052,235.2738342,1052,219.4881897,1052,326.5267944,1052,166.6095123,
1050,315.7689209,1050,235.6327972,1050,218.410614,1050,326.4340515,1050,167.4161987,
1048,315.5374146,1048,236.0891113,1048,218.3792114,1048,326.2700195,1048,167.506485,
1046,315.5148926,1046,235.6240234,1046,218.5739441,1046,326.3543701,1046,167.4994659,
1044,315.6844788,1044,234.8365326,1044,220.2708282,1044,326.5339355,1044,167.042099,
1042,316.2416382,1042,233.5539856,1042,220.297821,1042,326.8854065,1042,166.6019897,
1040,315.7790527,1040,233.1687012,1040,219.7504272,1040,327.1053162,1040,166.7734985,
1038,315.1529846,1038,232.9772644,1038,217.9242401,1038,326.9253235,1038,167.1971283,
1036,314.1385498,1036,233.2390594,1036,216.8029785,1036,326.7412109,1036,168.0825806,
1034,313.9179993,1034,233.9399872,1034,216.7058716,1034,326.523407,1034,168.1768799,
1032,313.8680725,1032,233.5201569,1032,216.9755859,1032,326.7837219,1032,168.2515869,
1030,313.9665222,1030,233.0385895,1030,218.7354126,1030,326.9476013,1030,167.7940826,
1028,314.4224548,1028,231.7048798,1028,218.9950867,1028,327.2161865,1028,167.3198853,
1026,314.0495911,1026,231.2559357,1026,218.6607056,1026,327.459259,1026,167.4146729,
1024,313.6095886,1024,231.1645966,1024,217.0458069,1024,327.3240967,1024,167.875,
1022,312.405365,1022,231.2513885,1022,215.7991638,1022,327.1827087,1022,168.7330322,
1020,311.9988403,1020,231.7913971,1020,215.8562927,1020,326.625824,1020,168.890625,
1018,311.9295959,1018,231.2658081,1018,216.1787262,1018,326.7386475,1018,168.8405762,
1016,312.0845947,1016,230.6860504,1016,217.7368164,1016,326.801178,1016,168.4410706,
1014,312.4904785,1014,229.5233002,1014,218.1496429,1014,326.9258118,1014,167.8609772,
1012,311.9497681,1012,229.0547638,1012,217.818573,1012,326.9704285,1012,167.9651031,
1010,311.3886414,1010,228.9279938,1010,216.3900146,1010,326.6401672,1010,168.3025665,
1008,310.3415222,1008,228.7375641,1008,214.793045,1008,326.4969482,1008,169.1209564,
1006,309.9740601,1006,229.366684,1006,214.8161926,1006,326.0488892,1006,169.3039703,
1004,309.7241821,1004,229.1609802,1004,214.9492493,1004,326.0630493,1004,169.3060608,
1002,309.675293,1002,228.6177826,1002,216.2303009,1002,326.2504578,1002,168.845047,
1000,310.3555298,1000,227.283905,1000,217.0100403,1000,326.4257507,1000,168.1507874,
998,309.909668,998,226.8789825,998,216.7542419,998,326.5689087,998,168.1432648,
996,309.5029602,996,226.9447784,996,215.5853271,996,326.5241089,996,168.3950958,
994,308.4408264,994,227.0188751,994,214.0603027,994,326.5559998,994,169.2226105,
992,308.0067444,992,227.7041016,992,214.1839752,992,326.281311,992,169.2450867,
990,307.8011475,990,227.4030457,990,214.5949554,990,326.5042419,990,169.1256256,
988,308.0095825,988,226.9805603,988,215.8196259,988,326.6433411,988,168.7316895,
986,308.584198,986,225.964325,986,216.7805634,986,326.8088989,986,167.7973328,
984,308.2746277,984,225.2663422,984,216.2663727,984,327.1502075,984,167.7032166,
982,307.8393555,982,225.1431274,982,215.0709381,982,326.734436,982,167.8943634,
980,306.8522644,980,224.8596649,980,212.9605713,980,326.3559265,980,168.7248535,
978,306.3019104,978,225.429657,978,212.6647949,978,325.7273254,978,168.8710022,
976,306.2773743,976,225.1883087,976,212.6084137,976,325.5533752,976,168.7837067,
974,306.1063232,974,224.6062012,974,213.3010406,974,325.2835693,974,168.5321045,
972,306.6617432,972,223.2302856,972,214.1734161,972,325.1446228,972,167.7532959,
970,306.3609009,970,222.2368774,970,213.4091797,970,324.9597473,970,167.6395569,
968,305.7321777,968,222.006012,968,211.9813232,968,324.3679199,968,167.8309784,
966,304.8605347,966,221.5980988,966,209.7333221,966,323.6120911,966,168.7476349,
964,304.0783691,964,221.8931885,964,209.2879028,964,322.7311401,964,169.0450745,
962,303.8989563,962,221.5630798,962,209.2497101,962,322.4068298,962,169.1324158,
960,303.8230896,960,220.9634552,960,210.1133118,960,322.2068176,960,168.9539795,
958,304.0886536,958,219.9763947,958,211.2951813,958,322.1549377,958,168.1394196,
956,303.8621216,956,219.0556946,956,210.8361664,956,322.3121948,956,167.9920349,
954,303.6192627,954,218.7487335,954,209.7497406,954,321.9407959,954,167.9914093,
952,302.5782166,952,218.566864,952,207.8518219,952,321.3305969,952,168.7767334,
950,301.8996582,950,219.135788,950,207.5351715,950,320.7135925,950,169.1290741,
948,301.6304626,948,219.0562439,948,207.4802094,948,320.4265137,948,168.9716034,
946,301.691925,946,218.4351196,946,208.1124115,946,320.2929688,946,168.6563263,
944,301.9228821,944,217.2759247,944,209.2872162,944,319.784729,944,167.5713348,
942,301.5460205,942,216.3353271,942,208.6890411,942,319.5071106,942,167.2033997,
940,301.1341248,940,215.9219666,940,207.5114899,940,318.511261,940,167.1274719,
938,300.3288574,938,215.3799286,938,205.1837463,938,317.2676086,938,167.6790771,
936,299.5050354,936,215.6785889,936,204.5956116,936,315.9815674,936,168.0506744,
934,299.1520081,934,215.5818024,934,204.1980438,934,314.9077759,934,167.8581848,
932,299.0371094,932,214.9012604,932,204.3435059,932,314.2068481,932,167.4463196,
930,299.2280273,930,214.1346283,930,205.5021515,930,313.6323547,930,166.469223,
928,299.1089172,928,213.0213776,928,204.7136993,928,313.2508545,928,166.0229492,
926,298.3536987,926,212.6144104,926,203.5944672,926,312.2034912,926,165.8218994,
924,297.6542358,924,212.6365204,924,201.2240906,924,311.3543396,924,166.1726837,
922,296.8704834,922,212.9921875,922,200.3016205,922,310.2435303,922,166.3078461,
920,296.678833,920,212.8433685,920,199.9529266,920,309.234375,920,166.1895599,
918,296.7340088,918,212.5884247,918,200.1257019,918,308.6694336,918,165.7317047,
916,296.9307251,916,211.7864685,916,201.2839508,916,308.0565796,916,164.6178131,
914,297.1088562,914,210.8193207,914,200.5725403,914,307.6286926,914,163.985672,
912,296.7905884,912,210.7015076,912,199.8746185,912,306.5713501,912,163.7343445,
910,296.3109131,910,210.7067413,910,197.9685364,910,305.5265198,910,164.118576,
908,295.3728333,908,210.9834595,908,197.1556854,908,304.3771362,908,164.2167511,
906,295.2638855,906,211.3233643,906,196.9391174,906,303.1577148,906,163.8600311,
904,295.2178345,904,210.6983643,904,197.1004181,904,302.3171692,904,163.3556824,
902,295.4691772,902,210.1584167,902,198.5502777,902,301.2574463,902,162.1386414,
900,295.8381042,900,209.3112488,900,198.2236023,900,300.8114929,900,161.3921204,
898,295.5739441,898,209.193161,898,197.6131134,898,299.6004639,898,160.9369202,
896,295.2021179,896,209.0599976,896,195.9136963,896,298.7720337,896,161.212265,
894,294.2012634,894,209.3375702,894,195.1611023,894,297.3552551,894,161.1016083,
892,294.0325623,892,209.379364,892,195.2744904,892,295.883606,892,160.6049957,
890,294.0512085,890,209.3158722,890,195.4913788,890,295.4234009,890,159.7780762,
888,294.4972839,888,208.8145752,888,197.1730347,888,294.1663208,888,158.4947968,
886,294.9189758,886,207.7310486,886,197.2156219,886,293.4901123,886,157.3921204,
884,294.7807922,884,207.7068634,884,196.837616,884,292.7661438,884,156.6509552,
882,294.2928467,882,207.7601624,882,195.105957,882,291.6100159,882,156.4119415,
880,293.5652466,880,207.7010345,880,194.5163574,880,290.2616882,880,156.1256256,
878,293.5982361,878,208.311203,878,194.6687775,878,289.1411438,878,155.2572784,
876,293.4777527,876,208.0643921,876,194.8509827,876,288.7897949,876,154.2029877,
874,294.135437,874,208.0440826,874,196.5460358,874,287.6177673,874,152.5074768,
872,294.6418762,872,207.4222565,872,196.6511078,872,287.1327209,872,151.0738831,
870,294.6354675,870,207.2942963,870,196.5149231,870,286.5828857,870,150.0935059,
868,294.5623779,868,207.3809814,868,194.9905548,868,285.70224,868,149.2307892,
866,293.7311096,866,207.8172455,866,194.2302704,866,284.9421387,866,148.5675659,
864,293.9217224,864,208.6022186,864,194.7741699,864,283.7279663,864,147.3222504,
862,294.4248657,862,208.3734741,862,195.0046692,862,283.1454163,862,145.7652893,
860,294.780304,860,208.3262177,860,196.1135101,860,282.0306396,860,144.2010193,
858,295.3844604,858,207.5008087,858,196.6746674,858,281.0141907,858,141.8982697,
856,295.0992432,856,207.9338531,856,196.1741638,856,280.7572021,856,140.479599,
854,295.3543701,854,208.0761261,854,194.8941498,854,279.294342,854,139.3826904,
852,294.6361389,852,208.7636719,852,194.1655579,852,278.0149231,852,138.6357117,
850,295.2171021,850,209.3852081,850,193.8729095,850,276.3456421,850,136.7977448,
848,295.3995972,848,209.9384766,848,193.8501129,848,274.3886108,848,135.1472321,
846,295.631134,846,209.6828918,846,194.5462646,846,272.6609802,846,132.6263123,
844,296.8716736,844,208.9215088,844,194.6786804,844,271.2078552,844,130.4173279,
842,296.7591553,842,208.9517059,842,193.9267731,842,268.6729736,842,128.3250732,
840,297.1985474,840,209.2159576,840,192.7686157,840,266.2431335,840,126.6065979,
838,295.7726746,838,209.1648407,838,191.298645,838,263.883728,838,125.394783,
836,296.7712708,836,210.010788,836,191.4751129,836,259.528717,836,123.1668854,
834,297.0795898,834,210.0780487,834,190.9980621,834,256.5294495,834,121.1205139,
832,297.4483643,832,209.0980225,832,192.0899048,832,252.6133118,832,118.6606293,
830,297.9450073,830,208.8534546,830,192.2996979,830,249.3031464,830,115.7464142,
828,297.7831116,828,207.7614136,828,192.8092041,828,246.6153564,828,113.2726288,
826,298.6274109,826,207.371521,826,192.3863678,826,243.6871338,826,110.9962311,
824,296.6625671,824,206.9524841,824,191.3079071,824,240.954834,824,109.6567612,
822,297.2175903,822,207.8702393,822,191.3319702,822,239.0744476,822,107.3234177,
820,298.0952148,820,206.5350952,820,191.2292786,820,235.8887177,820,105.2790985,
818,297.4793091,818,206.2373657,818,191.7405701,818,234.1667633,818,102.8637772,
816,297.9708252,816,204.32164,816,191.3628235,816,232.59552,816,99.93159485,
814,298.1647339,814,202.9019775,814,190.2268829,814,232.4825287,814,98.3236084,
812,298.1260986,812,201.5358276,812,188.6213074,812,230.9629517,812,96.18261719,
810,297.7859192,810,200.4880981,810,185.3430328,810,229.4193573,810,94.75995636,
808,296.104126,808,199.5947266,808,182.8896332,808,228.5690308,808,93.6510849,
806,297.7646484,806,198.4633026,806,181.214447,806,227.0510254,806,91.91533661,
804,296.8599548,804,197.0573425,804,180.0965881,804,225.3977509,804,90.27877808,
802,297.3157043,802,195.0534668,802,178.9891663,802,223.5100708,802,87.90750885,
800,297.0818787,800,193.2801361,800,176.5968018,800,221.795517,800,86.64723206,
799,305.6723633,799,137.8460693,799,108.1924057,799,155.9270782,799,97.48200226,
798,306.4555054,798,138.687439,798,107.4473038,798,154.0562439,798,96.48589325,
797,306.3216553,797,137.9619751,797,106.8875809,797,152.4567108,797,95.9441452,
796,306.2445984,796,137.1950073,796,106.8852768,796,152.27211,796,95.31360626,
795,306.1140442,795,137.0995941,795,106.6889648,795,152.7230377,795,94.81159973,
794,306.612854,794,137.3209076,794,106.1832047,794,153.599411,794,93.9352417,
793,305.751709,793,136.0823669,793,105.2191391,793,152.3639221,793,92.58827209,
792,306.1026306,792,136.304306,792,104.2817841,792,151.549942,792,91.72636414,
791,305.1952209,791,137.138504,791,103.4532166,791,149.7529144,791,90.92050171,
790,304.8959656,790,138.37146,790,102.7511444,790,148.1582947,790,90.37217712,
789,305.9208984,789,137.3207855,789,102.6009293,789,147.8543701,789,89.92720795,
