FePS3,,NiPS3,,CrPS4,,MnPS3,,Hole,,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,
612,0.5266512036,612,0.5318394303,612,0.1262161434,612,0.7780236006,612,1.289726496,
610,0.5256155729,610,0.529022634,610,0.1264255196,610,0.7677790523,610,1.292136431,
608,0.5186806917,608,0.5226832628,608,0.1255823672,608,0.7743400931,608,1.286866665,
606,0.5135864615,606,0.516484797,606,0.1259013712,606,0.7704979777,606,1.269727111,
604,0.5164051652,604,0.5183359385,604,0.1235064939,604,0.7590618134,604,1.266011238,
602,0.5111427307,602,0.5178620219,602,0.1248092949,602,0.7638151646,602,1.267766356,
600,0.5071332455,600,0.5086856484,600,0.1235734522,600,0.7665240169,600,1.267439365,
598,0.5081766844,598,0.5135712028,598,0.1229781285,598,0.7757803798,598,1.255744219,
596,0.5118510127,596,0.5179920197,596,0.1226409376,596,0.7653352022,596,1.269836903,
594,0.5103046298,594,0.5192012191,594,0.1244625449,594,0.7937055826,594,1.278530121,
592,0.5151732564,592,0.5214344859,592,0.1238731816,592,0.7944527864,592,1.286684036,
590,0.5225788355,590,0.5337046981,590,0.1250919551,590,0.8081339598,590,1.291689157,
588,0.5282126069,588,0.538318634,588,0.1251781285,588,0.8085689545,588,1.312090158,
586,0.5266601443,586,0.5367552638,586,0.1270913482,586,0.8317328095,586,1.314775109,
584,0.5297224522,584,0.5395001173,584,0.1252674907,584,0.8240655065,584,1.310868979,
582,0.5302266479,582,0.5430771112,582,0.1256404817,582,0.8308001757,582,1.31253159,
580,0.524875164,580,0.538783133,580,0.1263064146,580,0.819121182,580,1.308679342,
578,0.5217042565,578,0.532384634,578,0.124605909,578,0.8307608962,578,1.30022192,
576,0.5218389034,576,0.5348345041,576,0.1238300726,576,0.8077424169,576,1.290733695,
574,0.5191583633,574,0.5312428474,574,0.1244767308,574,0.8128406405,574,1.29103148,
572,0.5133627653,572,0.5217892528,572,0.1235242486,572,0.802568078,572,1.287067771,
570,0.5131418109,570,0.5199158788,570,0.1218177229,570,0.8089287877,570,1.275565267,
568,0.5137702823,568,0.1214699447,568,0.1239507124,568,0.7994225025,568,1.280247569,
566,0.5173655152,566,0.1222371459,566,0.1231115535,566,0.797978878,566,1.274089456,
564,0.5164811611,564,0.1221375763,564,0.1233843043,564,0.785697341,564,1.281020641,
562,0.5117009282,562,0.121265769,562,0.1235707179,562,0.7955331206,562,1.280780196,
560,0.5136853456,560,0.1215245798,560,0.1224342138,560,0.7889633775,560,1.272418141,
558,0.5152156353,558,0.1148299798,558,0.1219387054,558,0.7804973722,558,1.273599863,
556,0.5124781132,556,0.5184437037,556,0.1227805838,556,0.784869194,556,1.278479457,
554,0.5112900138,554,0.5123860836,554,0.1226695478,554,0.7793854475,554,1.274539948,
552,0.5143021345,552,0.5112771392,552,0.1218657345,552,0.7889219522,552,1.269107461,
550,0.5146900415,550,0.5125864148,550,0.1216730475,550,0.7725743651,550,1.277198553,
548,0.5111976266,548,0.5053341389,548,0.1223335415,548,0.7837464809,548,1.27673471,
546,0.5120212436,546,0.5029637218,546,0.1218450144,546,0.7837619781,546,1.26905632,
544,0.5125845671,544,0.5052217841,544,0.1208905727,544,0.7652130127,544,1.264400363,
542,0.5117268562,542,0.504665792,542,0.1224537268,542,0.7704637051,542,1.273459077,
540,0.5099090934,540,0.4994663,540,0.1221019924,540,0.7706205845,540,1.272794008,
538,0.5131590962,538,0.5031929016,538,0.1211378053,538,0.7726653218,538,1.266947031,
536,0.5138248801,536,0.5078955293,536,0.1212222055,536,0.7651340961,536,1.273438692,
534,0.5093456507,534,0.5036243796,534,0.1216167137,534,0.7675660253,534,1.274462938,
532,0.5103462338,532,0.5009393692,532,0.1215947419,532,0.7722691298,532,1.265249729,
530,0.5129008293,530,0.5083779097,530,0.1208921745,530,0.7613343,530,1.265487075,
528,0.5112648606,528,0.5074484348,528,0.1217890307,528,0.7596521974,528,1.274372339,
526,0.5080503821,526,0.5010408163,526,0.1218411922,526,0.7727087736,526,1.272833228,
524,0.5111622214,524,0.5011419058,524,0.1211312115,524,0.7666197419,524,1.262279749,
522,0.5113373399,522,0.5049777031,522,0.1211523786,522,0.7610968351,522,1.269321203,
520,0.5063687563,520,0.5018450022,520,0.1219866201,520,0.7690599561,520,1.272899508,
518,0.5057054758,518,0.4983074069,518,0.1219445691,518,0.7676499486,518,1.262855768,
516,0.5088423491,516,0.5037823915,516,0.1207079291,516,0.7665784955,516,1.260782838,
514,0.5069689751,514,0.5036358833,514,0.1217372268,514,0.7661701441,514,1.271100521,
512,0.5031293631,512,0.4964837432,512,0.1216380522,512,0.7727453709,512,1.268105268,
510,0.5056393147,510,0.4977882802,510,0.1210666522,510,0.7669584155,510,1.259592295,
508,0.5055987239,508,0.5024873614,508,0.1210544482,508,0.7655845881,508,1.263236523,
506,0.5019945502,506,0.4993485212,506,0.1219922081,506,0.7642990351,506,1.264851332,
504,0.5011734962,504,0.4941110909,504,0.1217431054,504,0.7654060125,504,1.256091833,
502,0.5042752028,502,0.4982390106,502,0.1213938147,502,0.7626383901,502,1.255755186,
500,0.5043863058,500,0.4992153049,500,0.1211930513,500,0.7640103102,500,1.261114001,
498,0.4996368289,498,0.4923944771,498,0.1222517714,498,0.7715624571,498,1.262227297,
496,0.5017575622,496,0.4938874841,496,0.1211676523,496,0.7689538598,496,1.252363443,
494,0.5028761029,494,0.4998791516,494,0.1205771714,494,0.764577806,494,1.255803704,
492,0.4999120235,492,0.4991018176,492,0.1216273606,492,0.7635590434,492,1.259247899,
490,0.4990131259,490,0.4934779704,490,0.1218330935,490,0.7685219646,490,1.251185656,
488,0.5030322075,488,0.496973753,488,0.1205982864,488,0.7583291531,488,1.246412754,
486,0.5026469231,486,0.4992686808,486,0.1212152764,486,0.7476699948,486,1.253371,
484,0.4992102683,484,0.4920276701,484,0.1212603971,484,0.7464731336,484,1.252435923,
482,0.5007458329,482,0.492163986,482,0.120748803,482,0.7394968867,482,1.242843151,
480,0.502333343,480,0.4982832372,480,0.120197624,480,0.7237064838,480,1.244327664,
478,0.5003891587,478,0.4988206923,478,0.1206099316,478,0.7163951397,478,1.24956727,
476,0.4992742538,476,0.4932857156,476,0.1201751158,476,0.7137867808,476,1.243727088,
474,0.5024493933,474,0.4977468848,474,0.1190675646,474,0.7040019631,474,1.239539146,
472,0.5029513836,472,0.5005818605,472,0.119453229,472,0.6942731738,472,1.24465239,
470,0.4988584518,470,0.493612051,470,0.1196349636,470,0.6946451068,470,1.244583488,
468,0.5006889701,468,0.4916566312,468,0.1193403751,468,0.6907545924,468,1.235237956,
466,0.5030812621,466,0.4974423945,466,0.1189948022,466,0.6794666648,466,1.234729409,
464,0.5011795163,464,0.4972633123,464,0.119553946,464,0.6760962605,464,1.240444064,
462,0.498483479,462,0.4899704456,462,0.1193894297,462,0.678036809,462,1.23700726,
460,0.5008050799,460,0.4930174947,460,0.118130751,460,0.6749984622,460,1.229416251,
458,0.5004688501,458,0.4959603846,458,0.1183705181,458,0.6690394878,458,1.23614943,
456,0.4965451658,456,0.4914441109,456,0.1186279431,456,0.6716834903,456,1.237017155,
454,0.4962314963,454,0.4884337187,454,0.1181051284,454,0.6709222198,454,1.22725451,
452,0.4989196062,452,0.4946136475,452,0.1179922,452,0.6630523801,452,1.225366473,
450,0.496688664,450,0.4926642478,450,0.1183657944,450,0.6598885059,450,1.230721474,

FePS3,
FePS3
Collection Time: 16/11/2023 1:54:06 PM
Operator Name  :
Scan Software Version: 4.10(464)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        1400.00
Stop (nm)                         450.00
X Mode                            Nanometers
Y Mode                            %T
Independent NIR                   On
Measurement Mode                  Auto
UV-Vis Data Interval (nm)         2.00
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
NIR Scan Rate (nm/min)            1800.000
NIR Data Interval (nm)            3.00
NIR Ave. Time (sec)               0.100
NIR Energy                        3.00
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         Off
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 16/11/2023 1:40:42 PM
Method Modifications:
X Start nm Changed: 16/11/2023 1:51:39 PM, Old: 800.00, New:1400.00
X Stop nm Changed: 16/11/2023 1:51:39 PM, Old: 200.00, New: 400.00
Y mode Changed: 16/11/2023 1:51:39 PM, Old:Abs, New:%T
X Stop nm Changed: 16/11/2023 1:52:54 PM, Old: 400.00, New: 450.00
Idpt Control Changed: 16/11/2023 1:52:54 PM, Old:0, New:1
UVVIS Interval nm Changed: 16/11/2023 1:52:54 PM, Old:     1.00, New:     2.00
NIR Scan Rate nm Changed: 16/11/2023 1:52:54 PM, Old:  600.000, New: 1800.000
NIR Interval nm Changed: 16/11/2023 1:52:54 PM, Old:     1.00, New:     3.00
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 3.00
<Slit height> , Full
<Current Wavelength> , 800.00
<SBW (nm)> , 2.00
<Energy> , 13.18
<Slit height> , Full
<Current Wavelength> , 450.00

NiPS3,
NiPS3
Collection Time: 16/11/2023 1:57:14 PM
Operator Name  :
Scan Software Version: 4.10(464)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        1400.00
Stop (nm)                         450.00
X Mode                            Nanometers
Y Mode                            %T
Independent NIR                   On
Measurement Mode                  Auto
UV-Vis Data Interval (nm)         2.00
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
NIR Scan Rate (nm/min)            1800.000
NIR Data Interval (nm)            3.00
NIR Ave. Time (sec)               0.100
NIR Energy                        3.00
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         Off
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 16/11/2023 1:40:42 PM
Method Modifications:
X Start nm Changed: 16/11/2023 1:51:39 PM, Old: 800.00, New:1400.00
X Stop nm Changed: 16/11/2023 1:51:39 PM, Old: 200.00, New: 400.00
Y mode Changed: 16/11/2023 1:51:39 PM, Old:Abs, New:%T
X Stop nm Changed: 16/11/2023 1:52:54 PM, Old: 400.00, New: 450.00
Idpt Control Changed: 16/11/2023 1:52:54 PM, Old:0, New:1
UVVIS Interval nm Changed: 16/11/2023 1:52:54 PM, Old:     1.00, New:     2.00
NIR Scan Rate nm Changed: 16/11/2023 1:52:54 PM, Old:  600.000, New: 1800.000
NIR Interval nm Changed: 16/11/2023 1:52:54 PM, Old:     1.00, New:     3.00
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 3.00
<Slit height> , Full
<Current Wavelength> , 800.00
<SBW (nm)> , 2.00
<Energy> , 13.18
<Slit height> , Full
<Current Wavelength> , 450.00

CrPS4,
CrPS4
Collection Time: 16/11/2023 1:59:44 PM
Operator Name  :
Scan Software Version: 4.10(464)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        1400.00
Stop (nm)                         450.00
X Mode                            Nanometers
Y Mode                            %T
Independent NIR                   On
Measurement Mode                  Auto
UV-Vis Data Interval (nm)         2.00
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
NIR Scan Rate (nm/min)            1800.000
NIR Data Interval (nm)            3.00
NIR Ave. Time (sec)               0.100
NIR Energy                        3.00
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         Off
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 16/11/2023 1:40:42 PM
Method Modifications:
X Start nm Changed: 16/11/2023 1:51:39 PM, Old: 800.00, New:1400.00
X Stop nm Changed: 16/11/2023 1:51:39 PM, Old: 200.00, New: 400.00
Y mode Changed: 16/11/2023 1:51:39 PM, Old:Abs, New:%T
X Stop nm Changed: 16/11/2023 1:52:54 PM, Old: 400.00, New: 450.00
Idpt Control Changed: 16/11/2023 1:52:54 PM, Old:0, New:1
UVVIS Interval nm Changed: 16/11/2023 1:52:54 PM, Old:     1.00, New:     2.00
NIR Scan Rate nm Changed: 16/11/2023 1:52:54 PM, Old:  600.000, New: 1800.000
NIR Interval nm Changed: 16/11/2023 1:52:54 PM, Old:     1.00, New:     3.00
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 3.00
<Slit height> , Full
<Current Wavelength> , 800.00
<SBW (nm)> , 2.00
<Energy> , 13.18
<Slit height> , Full
<Current Wavelength> , 450.00

MnPS3,
MnPS3
Collection Time: 16/11/2023 2:02:14 PM
Operator Name  :
Scan Software Version: 4.10(464)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        1400.00
Stop (nm)                         450.00
X Mode                            Nanometers
Y Mode                            %T
Independent NIR                   On
Measurement Mode                  Auto
UV-Vis Data Interval (nm)         2.00
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
NIR Scan Rate (nm/min)            1800.000
NIR Data Interval (nm)            3.00
NIR Ave. Time (sec)               0.100
NIR Energy                        3.00
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         Off
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 16/11/2023 1:40:42 PM
Method Modifications:
X Start nm Changed: 16/11/2023 1:51:39 PM, Old: 800.00, New:1400.00
X Stop nm Changed: 16/11/2023 1:51:39 PM, Old: 200.00, New: 400.00
Y mode Changed: 16/11/2023 1:51:39 PM, Old:Abs, New:%T
X Stop nm Changed: 16/11/2023 1:52:54 PM, Old: 400.00, New: 450.00
Idpt Control Changed: 16/11/2023 1:52:54 PM, Old:0, New:1
UVVIS Interval nm Changed: 16/11/2023 1:52:54 PM, Old:     1.00, New:     2.00
NIR Scan Rate nm Changed: 16/11/2023 1:52:54 PM, Old:  600.000, New: 1800.000
NIR Interval nm Changed: 16/11/2023 1:52:54 PM, Old:     1.00, New:     3.00
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 3.00
<Slit height> , Full
<Current Wavelength> , 800.00
<SBW (nm)> , 2.00
<Energy> , 13.18
<Slit height> , Full
<Current Wavelength> , 450.00

Hole,
Hole
Collection Time: 16/11/2023 2:04:39 PM
Operator Name  :
Scan Software Version: 4.10(464)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        1400.00
Stop (nm)                         450.00
X Mode                            Nanometers
Y Mode                            %T
Independent NIR                   On
Measurement Mode                  Auto
UV-Vis Data Interval (nm)         2.00
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.000
NIR Scan Rate (nm/min)            1800.000
NIR Data Interval (nm)            3.00
NIR Ave. Time (sec)               0.100
NIR Energy                        3.00
Slit Height                       Full
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         Off
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 16/11/2023 1:40:42 PM
Method Modifications:
X Start nm Changed: 16/11/2023 1:51:39 PM, Old: 800.00, New:1400.00
X Stop nm Changed: 16/11/2023 1:51:39 PM, Old: 200.00, New: 400.00
Y mode Changed: 16/11/2023 1:51:39 PM, Old:Abs, New:%T
X Stop nm Changed: 16/11/2023 1:52:54 PM, Old: 400.00, New: 450.00
Idpt Control Changed: 16/11/2023 1:52:54 PM, Old:0, New:1
UVVIS Interval nm Changed: 16/11/2023 1:52:54 PM, Old:     1.00, New:     2.00
NIR Scan Rate nm Changed: 16/11/2023 1:52:54 PM, Old:  600.000, New: 1800.000
NIR Interval nm Changed: 16/11/2023 1:52:54 PM, Old:     1.00, New:     3.00
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 3.00
<Slit height> , Full
<Current Wavelength> , 800.00
<SBW (nm)> , 2.00
<Energy> , 13.18
<Slit height> , Full
<Current Wavelength> , 450.00

