Hole,,MnPS3,,FePS3,,NiPS3,,CrPS4,,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,
1356,194.6874084,1356,86.53443146,1356,126.3529434,1356,180.1794586,1356,95.17454529,
1355,194.3414612,1355,86.42918396,1355,126.3059006,1355,180.4418945,1355,94.79530334,
1354,194.2167816,1354,86.34598541,1354,126.0578842,1354,180.6217957,1354,94.45113373,
1353,194.3715668,1353,86.35977936,1353,125.6247253,1353,180.3160248,1353,93.94656372,
1352,193.913269,1352,86.12322998,1352,124.8345642,1352,179.717392,1352,93.55258942,
1351,193.3599243,1351,85.78122711,1351,124.3310547,1351,178.6520538,1351,93.32714844,
1350,193.05336,1350,85.53499603,1350,124.1389008,1350,178.053833,1350,93.48505402,
1349,192.6894379,1349,85.13384247,1349,124.3236542,1349,177.8482056,1349,93.67717743,
1348,192.8655853,1348,84.95704651,1348,124.2558594,1348,177.949707,1348,93.80796814,
1347,193.5050659,1347,84.81678009,1347,124.0797195,1347,178.1328583,1347,93.97096252,
1346,194.235199,1346,84.83720398,1346,123.8023758,1346,177.9878235,1346,93.86549377,
1345,194.5953674,1345,84.72537231,1345,123.1912231,1345,177.7136993,1345,94.01172638,
1344,194.7888336,1344,84.51609802,1344,122.9608994,1344,177.1285248,1344,94.37373352,
1343,194.7726135,1343,84.3320694,1343,122.8902359,1343,176.7860718,1343,94.97621918,
1342,194.7480927,1342,83.98532104,1342,123.131813,1342,176.7177124,1342,95.55457306,
1341,195.1248474,1341,83.80708313,1341,123.1889267,1341,176.8505402,1341,95.8655014,
1340,195.7012939,1340,83.73400116,1340,123.1395721,1340,177.2054138,1340,96.18209076,
1339,196.5645752,1339,83.82152557,1339,122.9952545,1339,177.2434998,1339,96.30041504,
1338,197.0059052,1338,83.86112976,1338,122.5308914,1338,177.1981049,1338,96.50972748,
1337,197.2222443,1337,83.77584076,1337,122.3681183,1337,176.877655,1337,96.83213806,
1336,197.3083344,1336,83.65401459,1336,122.3078003,1336,176.5815887,1336,97.35354614,
1335,197.2108765,1335,83.36964417,1335,122.4957123,1335,176.5543518,1335,97.85647583,
1334,197.3680725,1334,83.24012756,1334,122.5566635,1334,176.6967468,1334,98.07905579,
1333,197.6915894,1333,83.17031097,1333,122.4270935,1333,177.0370941,1333,98.25931549,
1332,198.2229919,1332,83.19957733,1332,122.2055893,1332,177.0430145,1332,98.21435547,
1331,198.4693298,1331,83.2435379,1331,121.6854706,1331,176.9653931,1331,98.22759247,
1330,198.6403046,1330,83.18174744,1330,121.4459991,1330,176.6122589,1330,98.40285492,
1329,198.6045074,1329,83.07279205,1329,121.3019257,1329,176.172821,1329,98.71781921,
1328,198.3449554,1328,82.78578949,1328,121.3725662,1328,176.0099335,1328,99.13312531,
1327,198.3633881,1327,82.6235733,1327,121.3633804,1327,175.9768829,1327,99.26361847,
1326,198.5993042,1326,82.53556824,1326,121.1370697,1326,176.2409515,1326,99.39672089,
1325,199.0054474,1325,82.56445313,1325,120.846405,1325,176.1286926,1325,99.32965088,
1324,199.2944946,1324,82.63774872,1324,120.2881012,1324,175.9843903,1324,99.24440002,
1323,199.509613,1323,82.57881927,1323,119.9723206,1323,175.6097107,1323,99.37948608,
1322,199.513092,1322,82.49334717,1322,119.7593689,1322,175.0697327,1322,99.65695953,
