Hole,,MnPS3,,FePS3,,NiPS3,,CrPS4,,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,
1579,160.9394531,1579,84.60552979,1579,116.5604324,1579,150.5825348,1579,83.99125671,
1578,161.1083832,1578,84.52980804,1578,116.686821,1578,150.5815582,1578,84.04563904,
1577,161.0480652,1577,84.6296463,1577,116.618988,1577,150.3713074,1577,83.94104004,
1576,161.120575,1576,84.60493469,1576,116.6383972,1576,150.6011658,1576,84.03435516,
1575,161.0316467,1575,84.70845795,1575,116.7292938,1575,150.2519989,1575,83.90499115,
1574,161.052887,1574,84.61494446,1574,116.6000824,1574,150.430603,1574,83.98433685,
1573,161.1063538,1573,84.68766785,1573,116.7384033,1573,150.2660828,1573,83.944664,
1572,161.0440674,1572,84.71907806,1572,116.5718536,1572,150.3688354,1572,83.94109344,
1571,161.1562653,1571,84.62558746,1571,116.7407303,1571,150.1549377,1571,83.93074036,
1570,161.0333862,1570,84.77307892,1570,116.5709381,1570,150.2224426,1570,83.86937714,
1569,161.1671906,1569,84.65583038,1569,116.6971359,1569,150.226593,1569,83.93504333,
1568,161.0190125,1568,84.74659729,1568,116.6120987,1568,149.9912567,1568,83.82481384,
1567,161.1926575,1567,84.65006256,1567,116.5834656,1567,150.1817169,1567,83.92633057,
1566,161.1162262,1566,84.72944641,1566,116.5828094,1566,149.9112396,1566,83.80341339,
1565,161.1427002,1565,84.631073,1565,116.5322571,1565,150.0886993,1565,83.8926239,
1564,161.1794739,1564,84.69954681,1564,116.5860672,1564,149.8223877,1564,83.77464294,
1563,161.1414642,1563,84.6652298,1563,116.4259644,1563,150.0189514,1563,83.8002243,
1562,161.2348175,1562,84.60269165,1562,116.5989532,1562,149.8110504,1562,83.81916046,
1561,161.1303864,1561,84.66745758,1561,116.385231,1561,149.8258514,1561,83.76451874,
1560,161.3603516,1560,84.53051758,1560,116.4714127,1560,149.846817,1560,83.80693054,
1559,161.179184,1559,84.64918518,1559,116.3293991,1559,149.6470337,1559,83.69082642,
1558,161.2959442,1558,84.50644684,1558,116.3997421,1558,149.7674408,1558,83.77566528,
1557,161.2601471,1557,84.58354187,1557,116.3150635,1557,149.5108795,1557,83.65001678,
1556,161.3181,1556,84.46183014,1556,116.2106171,1556,149.708252,1556,83.77648926,
1555,161.3697968,1555,84.53879547,1555,116.2853928,1555,149.4545593,1555,83.67684174,
1554,161.3054352,1554,84.45687103,1554,116.1247101,1554,149.5734406,1554,83.7142868,
1553,161.4371338,1553,84.43138885,1553,116.2203445,1553,149.3562164,1553,83.6578064,
1552,161.2401428,1552,84.4775238,1552,115.9880676,1552,149.4124603,1552,83.63948059,
1551,161.4702759,1551,84.35788727,1551,116.1344528,1551,149.3794861,1551,83.68214417,
1550,161.3565369,1550,84.45889282,1550,115.8961182,1550,149.1859131,1550,83.56180573,
1549,161.4460754,1549,84.31568146,1549,115.9203186,1549,149.3406372,1549,83.68167114,
1548,161.3805237,1548,84.4152298,1548,115.8579254,1548,149.1044922,1548,83.54740906,
1547,161.4239349,1547,84.30235291,1547,115.792038,1547,149.2228851,1547,83.63555908,
1546,161.4285889,1546,84.37884521,1546,115.7600555,1546,149.0026245,1546,83.51544952,
1545,161.3415527,1545,84.30362701,1545,115.6317444,1545,149.1820526,1545,83.62217712,
1544,161.4629211,1544,84.28419495,1544,115.7224197,1544,148.9028168,1544,83.53505707,
1543,161.3465118,1543,84.31620026,1543,115.4404755,1543,149.0155182,1543,83.5093689,
1542,161.4676666,1542,84.2348938,1542,115.5783997,1542,148.9728394,1542,83.5486145,
1541,161.3382416,1541,84.36160278,1541,115.4068832,1541,148.7921906,1541,83.4822464,
1540,161.4325714,1540,84.19922638,1540,115.4425049,1540,148.9444122,1540,83.54367065,
1539,161.340271,1539,84.3356781,1539,115.2875671,1539,148.6929016,1539,83.42474365,
1538,161.4244995,1538,84.22874451,1538,115.2703247,1538,148.8457794,1538,83.55266571,
1537,161.3987732,1537,84.33805084,1537,115.2533875,1537,148.6110382,1537,83.40795898,
1536,161.3535614,1536,84.23444366,1536,115.0698166,1536,148.7712402,1536,83.46627045,
1535,161.4183502,1535,84.31253052,1535,115.1535034,1535,148.5458679,1535,83.43153381,
1534,161.3130035,1534,84.39289093,1534,114.9197845,1534,148.6710052,1534,83.4461441,
1533,161.4940948,1533,84.34053802,1533,115.043602,1533,148.5124969,1533,83.40817261,
1532,161.3223267,1532,84.41750336,1532,114.8335953,1532,148.4769592,1532,83.36956787,
1531,161.4516296,1531,84.27200317,1531,114.9093781,1531,148.5805206,1531,83.45270538,
1530,161.3696289,1530,84.31880188,1530,114.7814407,1530,148.3072357,1530,83.33275604,
1529,161.4532623,1529,84.16267395,1529,114.7527542,1529,148.4921265,1529,83.4418869,
1528,161.4044495,1528,84.29386139,1528,114.7480927,1528,148.2906342,1528,83.35301208,
1527,161.4220276,1527,84.25431061,1527,114.6534653,1527,148.4663391,1527,83.43708801,
1526,161.5187531,1526,84.310112,1526,114.7379913,1526,148.178421,1526,83.36122894,
1525,161.3939667,1525,84.3390274,1525,114.5161514,1525,148.3441162,1525,83.41403198,
1524,161.5574646,1524,84.36859131,1524,114.6773911,1524,148.1905365,1524,83.39860535,
1523,161.4471893,1523,84.47439575,1523,114.5136948,1523,148.1527557,1523,83.39667511,
1522,161.5925598,1522,84.42108917,1522,114.5943069,1522,148.1734772,1522,83.43891907,
1521,161.4910889,1521,84.5835495,1521,114.454628,1521,148.0530548,1521,83.3693161,
1520,161.6488495,1520,84.52640533,1520,114.5241394,1520,148.157959,1520,83.45008087,
1519,161.5625458,1519,84.64871979,1519,114.5024567,1519,147.8664093,1519,83.33291626,
1518,161.5438843,1518,84.6209259,1518,114.3751831,1518,148.1100616,1518,83.43873596,
1517,161.6170502,1517,84.73986053,1517,114.492012,1517,147.8239594,1517,83.3694458,
1516,161.5624084,1516,84.76748657,1516,114.3782883,1516,147.9806671,1516,83.43651581,
1515,161.6694031,1515,84.76950836,1515,114.4820557,1515,147.80336,1515,83.38578033,
1514,161.5144196,1514,84.87007141,1514,114.3330917,1514,147.8741302,1514,83.39306641,
1513,161.695694,1513,84.85904694,1513,114.5209045,1513,147.8294678,1513,83.43371582,
1512,161.5514069,1512,84.95370483,1512,114.3790512,1512,147.6522217,1512,83.37043762,
1511,161.6382446,1511,84.86174774,1511,114.4101486,1511,147.7955933,1511,83.43580627,
1510,161.5946198,1510,85.06465912,1510,114.4169693,1510,147.552063,1510,83.3609848,
1509,161.6073608,1509,84.96970367,1509,114.3925629,1509,147.7037811,1509,83.46231842,
1508,161.6461334,1508,85.06132507,1508,114.4344711,1508,147.4049377,1508,83.35012817,
1507,161.5609589,1507,85.05887604,1507,114.3333588,1507,147.5932007,1507,83.4462738,
1506,161.7282715,1506,85.07430267,1506,114.5412903,1506,147.3582764,1506,83.3973999,
