Hole,,MnPS3,,FePS3,,NiPS3,,CrPS4,,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,
1638,194.1730652,1638,84.87288666,1638,127.1801376,1638,183.2331543,1638,99.66809082,
1637,194.276123,1637,84.95082855,1637,127.2830353,1637,182.820694,1637,99.62451172,
1636,194.3154602,1636,85.22875977,1636,127.3264389,1636,182.8412323,1636,99.3615799,
1635,194.2638855,1635,85.29302216,1635,127.2096252,1635,182.9767151,1635,99.21845245,
1634,193.9768219,1634,85.29305267,1634,126.7920609,1634,183.4422455,1634,99.21631622,
1633,193.9843597,1633,85.21874237,1633,126.759552,1633,183.5263672,1633,99.43991852,
1632,194.0229492,1632,85.06634521,1632,126.8094406,1632,183.558075,1632,99.68727875,
1631,194.4479065,1631,85.07279205,1631,127.197731,1631,183.3231659,1631,99.7000885,
1630,194.6419373,1630,85.16140747,1630,127.3586884,1630,182.9187317,1630,99.69542694,
1629,194.6320343,1629,85.41473389,1629,127.3318787,1629,182.8842468,1629,99.42255402,
1628,194.6417389,1628,85.52085876,1628,127.2304916,1628,182.9602051,1628,99.22599792,
1627,194.3335419,1627,85.5728302,1627,126.8444672,1627,183.4426575,1627,99.22685242,
1626,194.237854,1626,85.52480316,1626,126.7841568,1626,183.5432129,1626,99.38129425,
1625,194.3321533,1625,85.34381104,1625,126.8394852,1625,183.5146484,1625,99.67987061,
1624,194.6843567,1624,85.36827087,1624,127.179512,1624,183.301712,1624,99.71214294,
1623,194.8699493,1623,85.42167664,1623,127.3377991,1623,182.8708038,1623,99.67176819,
1622,194.9091644,1622,85.72930908,1622,127.3818054,1622,182.8383026,1622,99.45674896,
1621,194.9269867,1621,85.86561584,1621,127.3164139,1621,182.8920898,1621,99.23912048,
1620,194.5675507,1620,85.92156982,1620,126.9114151,1620,183.3506165,1620,99.24382782,
1619,194.5224915,1619,85.90666962,1619,126.8391113,1619,183.4980774,1619,99.37756348,
1618,194.5284729,1618,85.7506485,1618,126.8906097,1618,183.542923,1618,99.69886017,
1617,194.8813629,1617,85.76866913,1617,127.2209396,1617,183.3746948,1617,99.73590088,
1616,195.1541138,1616,85.84616852,1616,127.4505005,1616,182.9017792,1616,99.68214417,
1615,195.1977234,1615,86.11928558,1615,127.4993668,1615,182.788147,1615,99.47122192,
1614,195.214325,1614,86.25494385,1614,127.4536362,1614,182.8060913,1614,99.22945404,
1613,194.889267,1613,86.29921722,1613,127.0883789,1613,183.2581024,1613,99.2215271,
1612,194.7172699,1612,86.32054901,1612,126.9986649,1612,183.4641418,1612,99.36319733,
1611,194.7161407,1611,86.16077423,1611,127.0556717,1611,183.4858246,1611,99.68717957,
1610,195.1353302,1610,86.15208435,1610,127.3666534,1610,183.3411407,1610,99.71381378,
1609,195.4345245,1609,86.25675201,1609,127.5953674,1609,182.8765106,1609,99.67428589,
1608,195.442276,1608,86.52375031,1608,127.6508179,1608,182.7449341,1608,99.50956726,
1607,195.4309845,1607,86.69865417,1607,127.637352,1607,182.7010345,1607,99.21399689,
1606,195.0859375,1606,86.76108551,1606,127.329361,1606,183.1566772,1606,99.23319244,
1605,194.9999542,1605,86.75919342,1605,127.1787033,1605,183.366745,1605,99.33564758,
1604,195.0419006,1604,86.59944916,1604,127.246788,1604,183.3501129,1604,99.63479614,
1603,195.4119263,1603,86.58435822,1603,127.5212555,1603,183.2678375,1603,99.67653656,
1602,195.7429199,1602,86.64787292,1602,127.814827,1602,182.7807922,1602,99.63539886,
1601,195.7479248,1601,86.87509918,1601,127.8823853,1601,182.6448975,1601,99.49665833,
1600,195.7415161,1600,87.07927704,1600,127.8590088,1600,182.6321106,1600,99.21759033,
1599,195.4559631,1599,87.13532257,1599,127.5356293,1599,183.0418396,1599,99.17900848,
1598,195.2900848,1598,87.1633606,1598,127.3313141,1598,183.2567139,1598,99.2689209,
1597,195.3263702,1597,87.01095581,1597,127.3822632,1597,183.1937408,1597,99.56233978,
1596,195.6692505,1596,86.97825623,1596,127.6541824,1596,183.1144562,1596,99.65172577,
1595,195.9810028,1595,87.03591919,1595,127.9765396,1595,182.6914978,1595,99.6522522,
1594,196.0396271,1594,87.27384949,1594,128.0387115,1594,182.4770508,1594,99.52495575,
1593,196.089447,1593,87.485466,1593,128.0656738,1593,182.4868317,1593,99.23383331,
1592,195.863205,1592,87.53403473,1592,127.7702179,1592,182.8256226,1592,99.18738556,
1591,195.6537323,1591,87.55181122,1591,127.5385513,1591,183.1407471,1591,99.20396423,
1590,195.7034302,1590,87.3968277,1590,127.5851746,1590,183.1315155,1590,99.54640198,
1589,195.9527435,1589,87.34876251,1589,127.8159637,1589,183.060318,1589,99.63813782,
1588,196.2800293,1588,87.38246918,1588,128.1672974,1588,182.6123047,1588,99.64811707,
1587,196.3171844,1587,87.58349609,1587,128.2407532,1587,182.3504791,1587,99.55096436,
1586,196.3827209,1586,87.79592133,1586,128.2240448,1586,182.2832336,1586,99.204216,
1585,196.1422577,1585,87.80541229,1585,127.9863358,1585,182.6064606,1585,99.11480713,
1584,195.9117126,1584,87.8364563,1584,127.742424,1584,182.9599304,1584,99.1529007,
1583,195.8996887,1583,87.68004608,1583,127.7771912,1583,183.0223236,1583,99.48279572,
1582,196.0726929,1582,87.57718658,1582,127.9357758,1582,182.9120331,1582,99.60181427,
1581,196.471756,1581,87.59516144,1581,128.3171997,1581,182.5056458,1581,99.60307312,
1580,196.5540924,1580,87.77877045,1580,128.3395538,1580,182.2213593,1580,99.508461,
1579,196.5803375,1579,87.99717712,1579,128.3265991,1579,182.1361237,1579,99.1749115,
1578,196.3361969,1578,88.01192474,1578,128.1069946,1578,182.4122009,1578,99.12153625,
1577,196.0582428,1577,88.0278244,1577,127.8222885,1577,182.8541107,1577,99.16539001,
1576,196.0463562,1576,87.84983063,1576,127.8010025,1576,182.8831329,1576,99.48647308,
1575,196.2040558,1575,87.70540619,1575,127.8897247,1575,182.7791138,1575,99.58557892,
1574,196.6453094,1574,87.67740631,1574,128.2587585,1574,182.3938904,1574,99.5453186,
1573,196.675766,1573,87.81790161,1573,128.302948,1573,182.0802917,1573,99.47848511,
1572,196.6885834,1572,88.01502228,1572,128.2967987,1572,182.0910645,1572,99.16288757,
1571,196.4618073,1571,88.01560211,1571,128.094162,1571,182.3053589,1571,99.0959549,
1570,196.1194763,1570,87.99435425,1570,127.7252655,1570,182.6968994,1570,99.10797119,
1569,196.0935669,1569,87.82297516,1569,127.7175674,1569,182.6974945,1569,99.37072754,
1568,196.251709,1568,87.63996887,1568,127.8237305,1568,182.5940704,1568,99.50450134,
1567,196.6440735,1567,87.59238434,1567,128.1898499,1567,182.2871094,1567,99.51473236,
1566,196.7010956,1566,87.68161774,1566,128.2287598,1566,181.9249878,1566,99.48421478,
1565,196.7197113,1565,87.8690567,1565,128.2060089,1565,181.8934631,1565,99.17420959,
1564,196.5472717,1564,87.85980225,1564,127.9755249,1564,182.0563507,1564,99.06613922,
1563,196.2126923,1563,87.81044769,1563,127.6008835,1563,182.4741516,1563,99.03185272,
1562,196.2432251,1562,87.65216064,1562,127.5260773,1562,182.4842987,1562,99.27557373,
1561,196.3033295,1561,87.4477005,1561,127.5651093,1561,182.4619141,1561,99.50013733,
1560,196.7099762,1560,87.41153717,1560,127.9141541,1560,182.1519165,1560,99.48423767,
1559,196.8162384,1559,87.46091461,1559,127.9682846,1559,181.7423248,1559,99.47601318,
1558,196.8222504,1558,87.66194916,1558,127.9275055,1558,181.7002106,1558,99.18105316,
1557,196.7424316,1557,87.65107727,1557,127.6903381,1557,181.8410492,1557,99.05091858,
1556,196.3913879,1556,87.61960602,1556,127.2640228,1556,182.2375488,1556,99.0100174,
