833.90106	2843	
833.92145	2839	
833.94183	2848	
833.96222	2842	
833.9826	2841	
834.00299	2836	
834.02338	2853	
834.04376	2843	
834.06415	2836	
834.08453	2842	
834.10492	2834	
834.12524	2850	
834.14563	2847	
834.16602	2837	
834.1864	2842	
834.20679	2856	
834.22717	2846	
834.24756	2835	
834.26788	2829	
834.28827	2845	
834.30865	2847	
834.32904	2835	
834.34943	2843	
834.36975	2826	
834.39014	2844	
834.41052	2835	
834.43091	2835	
834.45123	2838	
834.47162	2834	
834.492	2838	
834.51233	2835	
834.53271	2832	
834.5531	2829	
834.57349	2841	
834.59381	2836	
834.6142	2837	
834.63458	2852	
834.65491	2837	
834.67529	2843	
834.69562	2833	
834.716	2840	
834.73639	2845	
834.75671	2848	
834.7771	2844	
834.79742	2835	
834.81781	2829	
834.83813	2840	
834.85852	2828	
834.87891	2838	
834.89923	2841	
834.91962	2834	
834.93994	2852	
834.96033	2824	
834.98065	2840	
835.00104	2847	
835.02136	2846	
835.04175	2840	
835.06207	2849	
835.0824	2844	
835.10278	2839	
835.12311	2831	
835.14349	2831	
835.16382	2842	
835.18414	2837	
835.20453	2843	
835.22485	2841	
835.24524	2838	
835.26556	2838	
835.28589	2845	
835.30627	2847	
835.3266	2821	
835.34692	2838	
835.36731	2852	
835.38763	2845	
835.40796	2843	
835.42828	2837	
835.44867	2829	
835.46899	2839	
835.48932	2843	
835.50964	2839	
835.53003	2832	
835.55035	2850	
835.57068	2844	
835.591	2850	
835.61139	2841	
835.63171	2835	
835.65204	2843	
835.67236	2840	
835.69269	2848	
835.71301	2826	
835.73334	2835	
835.75372	2831	
835.77405	2849	
835.79437	2843	
835.8147	2833	
835.83502	2851	
835.85535	2841	
835.87567	2852	
835.896	2843	
835.91632	2838	
835.93665	2847	
835.95697	2837	
835.97729	2838	
835.99762	2835	
836.01794	2845	
836.03827	2831	
836.05859	2828	
836.07892	2843	
836.09924	2860	
836.11957	2828	
836.13989	2834	
836.16022	2836	
836.18054	2840	
836.20087	2840	
836.22119	2845	
836.24152	2855	
836.26184	2832	
836.28217	2839	
836.30243	2837	
836.32275	2842	
836.34308	2853	
836.3634	2843	
836.38373	2848	
836.40405	2833	
836.42432	2839	
836.44464	2840	
836.46497	2844	
836.48529	2835	
836.50562	2835	
836.52588	2846	
836.5462	2840	
836.56653	2846	
836.58685	2847	
836.60712	2839	
836.62744	2844	
836.64777	2849	
836.66803	2849	
836.68835	2838	
836.70868	2852	
836.729	2841	
836.74927	2823	
836.76959	2836	
836.78986	2841	
836.81018	2839	
836.83051	2831	
836.85077	2834	
836.87109	2838	
836.89142	2847	
836.91168	2832	
836.93201	2840	
836.95227	2842	
836.9726	2835	
836.99286	2834	
837.01318	2841	
837.03345	2830	
837.05377	2842	
837.07404	2857	
837.09436	2831	
837.11462	2850	
837.13495	2849	
837.15521	2847	
837.17554	2834	
837.1958	2833	
837.21613	2829	
837.23639	2843	
837.25671	2832	
837.27698	2840	
837.29724	2848	
837.31757	2862	
837.33783	2857	
837.35815	2862	
837.37842	2884	
837.39868	2880	
837.41901	2886	
837.43927	2894	
837.45953	2886	
837.47986	2894	
837.50012	2905	
837.52039	2869	
837.54065	2885	
837.56097	2891	
837.58124	2880	
837.6015	2891	
837.62183	2892	
837.64209	2885	
837.66235	2897	
837.68262	2882	
837.70288	2891	
837.72321	2902	
837.74347	2900	
837.76373	2894	
837.784	2898	
837.80426	2890	
837.82452	2884	
837.84485	2886	
837.86511	2878	
837.88538	2890	
837.90564	2878	
837.9259	2867	
837.94617	2871	
837.96643	2855	
837.98669	2850	
838.00696	2845	
838.02722	2840	
838.04755	2838	
838.06781	2835	
838.08807	2844	
838.10834	2833	
838.1286	2843	
838.14886	2842	
838.16913	2846	
838.18939	2837	
838.20966	2833	
838.22992	2829	
838.25012	2853	
838.27039	2837	
838.29065	2843	
838.31091	2848	
838.33118	2835	
838.35144	2833	
838.3717	2837	
838.39197	2836	
838.41223	2841	
838.4325	2838	
838.4527	2840	
838.47296	2827	
838.49323	2835	
838.51349	2845	
838.53375	2845	
838.55402	2859	
838.57422	2842	
838.59448	2834	
838.61475	2841	
838.63501	2848	
838.65521	2851	
838.67548	2842	
838.69574	2848	
838.716	2836	
838.73621	2841	
838.75647	2850	
838.77673	2838	
838.79694	2833	
838.8172	2842	
838.83746	2841	
838.85767	2837	
838.87793	2847	
838.89819	2840	
838.9184	2838	
838.93866	2852	
838.95892	2862	
838.97913	2851	
838.99939	2834	
839.01959	2848	
839.03986	2836	
839.06012	2844	
839.08032	2860	
839.10059	2847	
839.12079	2831	
839.14105	2845	
839.16125	2835	
839.18152	2842	
839.20172	2849	
839.22198	2838	
839.24219	2841	
839.26245	2837	
839.28265	2851	
839.30292	2839	
839.32312	2845	
839.34332	2842	
839.36359	2846	
839.38379	2847	
839.40405	2846	
839.42426	2843	
839.44446	2843	
839.46472	2835	
839.48492	2855	
839.50519	2865	
839.52539	2842	
839.54559	2863	
839.56586	2824	
839.58606	2849	
839.60626	2843	
839.62646	2830	
839.64673	2834	
839.66693	2850	
839.68713	2841	
839.7074	2844	
839.7276	2852	
839.7478	2832	
839.76801	2846	
839.78821	2876	
839.80847	2846	
