828.85059	1537	
828.87103	1535	
828.89148	1534	
828.91193	1533	
828.93237	1530	
828.95282	1536	
828.97327	1542	
828.99365	1536	
829.0141	1533	
829.03455	1539	
829.05499	1532	
829.07544	1536	
829.09589	1536	
829.11633	1536	
829.13678	1534	
829.15723	1534	
829.17767	1532	
829.19806	1538	
829.21851	1531	
829.23895	1543	
829.2594	1536	
829.27985	1538	
829.30029	1532	
829.32068	1534	
829.34113	1529	
829.36157	1533	
829.38202	1530	
829.4024	1536	
829.42285	1534	
829.4433	1539	
829.46375	1535	
829.48413	1532	
829.50458	1533	
829.52502	1542	
829.54541	1536	
829.56586	1540	
829.5863	1550	
829.60669	1552	
829.62714	1551	
829.64758	1547	
829.66797	1551	
829.68842	1551	
829.70886	1551	
829.72925	1552	
829.74969	1554	
829.77008	1553	
829.79053	1552	
829.81097	1552	
829.83136	1550	
829.85181	1550	
829.87219	1556	
829.89264	1548	
829.91302	1555	
829.93347	1548	
829.95386	1554	
829.9743	1550	
829.99469	1553	
830.01514	1557	
830.03552	1550	
830.05597	1555	
830.07635	1543	
830.09674	1548	
830.11719	1551	
830.13757	1555	
830.15802	1554	
830.17841	1560	
830.19885	1558	
830.21924	1555	
830.23962	1545	
830.26007	1549	
830.28046	1540	
830.30084	1539	
830.32129	1540	
830.34167	1541	
830.36206	1532	
830.38251	1539	
830.40289	1533	
830.42328	1534	
830.44366	1540	
830.46411	1541	
830.4845	1535	
830.50488	1547	
830.52527	1533	
830.54572	1538	
830.5661	1544	
830.58649	1539	
830.60687	1537	
830.62726	1539	
830.64771	1537	
830.66809	1532	
830.68848	1536	
830.70886	1531	
830.72925	1542	
830.74963	1537	
830.77008	1532	
830.79047	1546	
830.81085	1532	
830.83124	1535	
830.85162	1532	
830.87201	1534	
830.8924	1541	
830.91278	1536	
830.93317	1535	
830.95355	1538	
830.97394	1536	
830.99432	1535	
831.01471	1531	
831.0351	1539	
831.05548	1547	
831.07587	1530	
831.09625	1531	
831.11664	1538	
831.13702	1536	
831.15741	1537	
831.1778	1538	
831.19818	1536	
831.21857	1533	
831.23895	1541	
831.25934	1528	
831.27972	1532	
831.30005	1538	
831.32043	1540	
831.34082	1532	
831.36121	1532	
831.38159	1538	
831.40198	1532	
831.4223	1546	
831.44269	1533	
831.46307	1530	
831.48346	1535	
831.50385	1538	
831.52417	1539	
831.54456	1531	
831.56494	1534	
831.58533	1537	
831.60565	1541	
831.62604	1539	
831.64642	1537	
831.66681	1531	
831.68713	1540	
831.70752	1530	
831.72791	1538	
831.74823	1532	
831.76862	1537	
831.789	1534	
831.80933	1536	
831.82971	1533	
831.85004	1539	
831.87042	1532	
831.89081	1545	
831.91113	1537	
831.93152	1539	
831.95184	1538	
831.97223	1538	
831.99261	1529	
832.01294	1542	
832.03333	1537	
832.05365	1539	
832.07404	1534	
832.09436	1536	
832.11475	1540	
832.13507	1538	
832.15546	1535	
832.17578	1535	
832.19617	1536	
832.21649	1532	
832.23682	1534	
832.2572	1535	
832.27753	1539	
832.29791	1538	
832.31824	1534	
832.33856	1537	
832.35895	1531	
832.37927	1538	
832.39966	1534	
832.41998	1537	
832.44031	1543	
832.46069	1542	
832.48102	1529	
832.50134	1538	
832.52173	1536	
832.54205	1534	
832.56238	1529	
832.5827	1535	
832.60309	1536	
832.62341	1540	
832.64374	1539	
832.66406	1536	
832.68445	1543	
832.70477	1544	
832.7251	1537	
832.74542	1532	
832.76575	1538	
832.78613	1538	
832.80646	1542	
832.82678	1541	
832.84711	1534	
832.86743	1537	
832.88776	1533	
832.90814	1535	
832.92847	1536	
832.94879	1539	
832.96912	1533	
832.98944	1537	
833.00977	1535	
833.03009	1539	
833.05042	1541	
833.07074	1533	
833.09106	1540	
833.11139	1532	
833.13171	1532	
833.15204	1532	
833.17236	1545	
833.19269	1537	
833.21301	1535	
833.23334	1538	
833.25366	1539	
833.27399	1539	
833.29431	1538	
833.31464	1535	
833.33496	1537	
833.35529	1533	
833.37561	1539	
833.39594	1543	
833.41626	1533	
833.43652	1533	
833.45685	1536	
833.47717	1537	
833.4975	1535	
833.51782	1555	
833.53815	1532	
833.55841	1538	
833.57874	1533	
833.59906	1533	
833.61938	1534	
833.63971	1539	
833.65997	1535	
833.6803	1537	
833.70062	1535	
833.72095	1536	
833.74121	1538	
833.76154	1540	
833.78186	1535	
833.80212	1539	
833.82245	1535	
833.84277	1540	
833.8631	1530	
833.88336	1531	
833.90369	1541	
833.92395	1546	
833.94427	1534	
833.9646	1541	
833.98486	1535	
834.00519	1538	
834.02551	1533	
834.04578	1538	
834.0661	1534	
834.08636	1538	
834.10669	1534	
834.12695	1537	
834.14728	1534	
834.16754	1534	
834.18787	1532	
834.20813	1540	
834.22845	1534	
834.24872	1537	
834.26904	1539	
834.28931	1534	
834.30963	1536	
834.3299	1541	
834.35022	1533	
834.37048	1539	
834.39081	1536	
834.41107	1538	
834.43134	1534	
834.45166	1534	
834.47192	1537	
834.49225	1536	
834.51251	1541	
834.53278	1529	
834.5531	1543	
834.57336	1533	
834.59363	1526	
834.61395	1534	
834.63422	1533	
834.65448	1535	
834.6748	1534	
834.69507	1539	
834.71533	1534	
834.7356	1540	
834.75592	1535	
834.77618	1538	
834.79645	1543	
834.81671	1531	
834.83698	1537	
834.8573	1541	
834.87756	1537	
834.89783	1535	
834.91809	1542	
834.93835	1539	
834.95868	1536	
834.97894	1543	
834.99921	1528	
835.01947	1539	
835.03973	1533	
835.06	1536	
835.08026	1533	
835.10052	1536	
835.12079	1535	
835.14105	1533	
835.16138	1527	
835.18164	1539	
835.2019	1539	
835.22217	1534	
835.24243	1535	
835.2627	1539	
835.28296	1537	
835.30322	1535	
835.32349	1541	
835.34375	1531	
835.36401	1542	
835.38422	1531	
835.40448	1542	
835.42474	1542	
835.44501	1537	
835.46527	1546	
835.48553	1531	
835.5058	1540	
835.52606	1539	
835.54633	1534	
835.56659	1536	
835.58679	1536	
835.60706	1539	
835.62732	1530	
835.64758	1538	
835.66785	1531	
835.68811	1533	
835.70831	1537	
835.72858	1532	
835.74884	1540	
835.7691	1539	
835.78931	1537	
835.80957	1534	
835.82983	1546	
835.8501	1534	
835.8703	1539	
835.89056	1533	
835.91083	1547	
835.93103	1535	
835.95129	1537	
835.97156	1536	
835.99176	1533	
836.01202	1543	
836.03229	1542	
836.05249	1539	
836.07275	1558	
836.09302	1535	
836.11322	1537	
836.13348	1534	
836.15369	1534	
836.17395	1538	
836.19415	1539	
836.21442	1533	
836.23468	1542	
836.25488	1532	
836.27515	1546	
836.29535	1538	
836.31561	1539	
836.33582	1534	
836.35608	1540	
836.37628	1534	
836.39648	1544	
836.41675	1539	
836.43695	1538	
836.45721	1547	
836.47742	1544	
836.49768	1543	
836.51788	1546	
836.53809	1533	
836.55835	1545	
836.57855	1540	
836.59882	1542	
836.61902	1532	
836.63922	1542	
836.65948	1546	
836.67969	1538	
836.69989	1545	
836.72015	1540	
836.74036	1534	
836.76056	1541	
836.78076	1529	
836.80103	1539	
836.82123	1539	
